corp_id,corp_name,schl_id,schl_name,sc_prof_pct
3330,Plainfield Community School Corp,2751,Central Elementary School,0.628
3330,Plainfield Community School Corp,2761,Van Buren Elementary School,0.49
3330,Plainfield Community School Corp,2763,Brentwood Elementary School,0.594
3330,Plainfield Community School Corp,3331,Pride Academy,NA
3330,Plainfield Community School Corp,3338,Guilford Elementary,0.561
3335,Mill Creek Community Sch Corp,2675,Mill Creek East Elementary,0.375
3335,Mill Creek Community Sch Corp,2677,Mill Creek West Elementary,0.341
3335,Mill Creek Community Sch Corp,2687,Cascade Middle School,0.541
3405,Blue River Valley Schools,2803,Blue River Valley Elementary Sch,0.433
3415,South Henry School Corp,2773,Tri Junior-Senior High School,0.375
3415,South Henry School Corp,2777,Tri Elementary School,0.111
3435,Shenandoah School Corporation,2815,Shenandoah Elementary School,0.51
3435,Shenandoah School Corporation,2819,Shenandoah Middle School,0.457
3445,New Castle Community School Corp,2829,New Castle Middle School,0.306
3445,New Castle Community School Corp,2832,Eastwood Elementary School,0.139
3445,New Castle Community School Corp,2847,Parker Elementary School,0.333
3445,New Castle Community School Corp,2849,James Whitcomb Riley Elem School,0.5
3445,New Castle Community School Corp,2861,Westwood Elementary School,0.475
3445,New Castle Community School Corp,2865,Wilbur Wright Elementary School,0.339
3455,C A Beard Memorial School Corp,2870,Knightstown Intermediate School,0.399
3460,Taylor Community School Corp,2895,Taylor Elementary School,0.162
3460,Taylor Community School Corp,2896,Taylor Middle School,0.211
3470,Northwestern School Corp,2904,Northwestern Elementary School,0.525
3470,Northwestern School Corp,2905,Howard Elementary School,0.289
3480,Eastern Howard School Corporation,2909,Eastern Elementary School,0.331
3480,Eastern Howard School Corporation,2914,Eastern Middle School,0.425
3490,Western School Corporation,2922,Western Middle School,0.472
3490,Western School Corporation,2923,Western Intermediate School,0.38
3500,Kokomo School Corporation,2943,Sycamore Elementary School,0.268
3500,Kokomo School Corporation,2947,Boulevard Elementary School,0.212
3500,Kokomo School Corporation,2951,Bon Air Middle School,0.158
3500,Kokomo School Corporation,2955,Central Middle School,0.242
3500,Kokomo School Corporation,2961,Elwood Haynes Elementary School,0
3500,Kokomo School Corporation,2963,Maple Crest Middle School,0.115
3500,Kokomo School Corporation,2969,Lafayette Park Elementary School,0.391
3500,Kokomo School Corporation,2993,Pettit Park School,0.135
3500,Kokomo School Corporation,3005,Wallace Elementary School,0.545
3625,Huntington Co Com Sch Corp,3021,Andrews Elementary School,0.38
3625,Huntington Co Com Sch Corp,3025,Riverview School,0.408
3625,Huntington Co Com Sch Corp,3029,Roanoke Elementary School,0.362
3625,Huntington Co Com Sch Corp,3035,Salamonie Elementary School,0.45
3625,Huntington Co Com Sch Corp,3061,Crestview Middle School,0.397
3625,Huntington Co Com Sch Corp,3077,Flint Springs Elementary,0.456
3625,Huntington Co Com Sch Corp,3081,Lincoln Elementary School,0.231
3625,Huntington Co Com Sch Corp,3086,Horace Mann Elementary,0.286
3640,Medora Community School Corp,3093,Medora Jr & Sr High School,0.231
3640,Medora Community School Corp,3095,Medora STEM Academy,0.1
3675,Seymour Community Schools,3105,Cortland Elementary School,0.522
3675,Seymour Community Schools,3135,Margaret R Brown Elementary School,0.111
3675,Seymour Community Schools,3138,Seymour Middle School,0.219
3675,Seymour Community Schools,3141,Emerson Elementary School,0.452
3675,Seymour Community Schools,3153,Seymour-Jackson Elementary School,0.184
3675,Seymour Community Schools,3157,Seymour-Redding Elementary School,0.32
3695,Brownstown Cnt Com Sch Corp,3107,Brownstown Central Middle School,0.404
3695,Brownstown Cnt Com Sch Corp,3129,Brownstown Elementary School,0.398
3710,Crothersville Community Schools,3121,Crothersville Jr-Sr High School,0.207
3710,Crothersville Community Schools,3122,Crothersville Elementary School,0.31
3785,Kankakee Valley School Corp,3183,Kankakee Valley Middle School,0.311
3785,Kankakee Valley School Corp,3198,Kankakee Valley Intermediate Sch,0.445
3815,Rensselaer Central School Corp,3205,Van Rensselaer Elementary School,0.486
3815,Rensselaer Central School Corp,3221,Rensselaer Middle School,0.386
3945,Jay School Corporation,3241,Bloomfield Elementary School,0.41
3945,Jay School Corporation,3247,Redkey Elementary School,0.347
3945,Jay School Corporation,3273,East Jay Elementary,0.388
3945,Jay School Corporation,3289,West Jay Elementary,0.351
3995,Madison Consolidated Schools,3301,Deputy Elementary School,0.643
3995,Madison Consolidated Schools,3313,Madison Consolidated Jr High Sch,0.316
3995,Madison Consolidated Schools,3321,Rykers' Ridge Elementary School,0.387
3995,Madison Consolidated Schools,3329,Lydia Middleton Elementary School,0.529
3995,Madison Consolidated Schools,3333,Anderson Elementary School,0.154
4000,Southwestern-Jefferson Co Con,3341,Southwestern Elementary School,0.313
4000,Southwestern-Jefferson Co Con,3343,Southwestern Middle School,0.235
4015,Jennings County School Corporation,3349,Sand Creek Elementary School,0.267
4015,Jennings County School Corporation,3357,Scipio Elementary School,0.333
4015,Jennings County School Corporation,3361,Graham Creek Elementary School,0.419
4015,Jennings County School Corporation,3385,Hayden Elementary School,0.345
4015,Jennings County School Corporation,3389,Brush Creek Elementary School,0.333
4015,Jennings County School Corporation,3393,Jennings County Middle School,NA
4015,Jennings County School Corporation,3397,North Vernon Elementary School,0.302
4145,Clark-Pleasant Community Sch Corp,3401,Clark Elementary School,0.339
4145,Clark-Pleasant Community Sch Corp,3422,Grassy Creek Elementary School,0.489
4145,Clark-Pleasant Community Sch Corp,3425,Whiteland Elementary School,0.541
4145,Clark-Pleasant Community Sch Corp,3427,Clark Pleasant Middle School,0.401
4145,Clark-Pleasant Community Sch Corp,3429,Break-O-Day Elementary School,0.368
4145,Clark-Pleasant Community Sch Corp,3430,Pleasant Crossing Elementary,0.337
4145,Clark-Pleasant Community Sch Corp,4172,Ray Crowe Elementary,0.247
4205,Center Grove Community School Corp,3434,Sugar Grove Elementary School,0.455
4205,Center Grove Community School Corp,3435,Center Grove Elementary School,0.585
4205,Center Grove Community School Corp,3438,Walnut Grove Elementary School,0.582
4205,Center Grove Community School Corp,3439,Maple Grove Elementary School,0.529
4205,Center Grove Community School Corp,3440,North Grove Elementary School,0.46
4205,Center Grove Community School Corp,3441,Center Grove Middle School Central,0.589
4205,Center Grove Community School Corp,3443,Center Grove Middle School North,0.55
4205,Center Grove Community School Corp,3444,Pleasant Grove Elementary School,0.542
4215,Edinburgh Community School Corp,3449,Edinburgh Comm Middle School,0.208
4215,Edinburgh Community School Corp,3452,East Side Elementary School,0.155
4225,Franklin Community School Corp,3413,Needham Elementary School,0.46
4225,Franklin Community School Corp,3433,Union Elementary School,0.545
4225,Franklin Community School Corp,3458,Custer Baker Intermediate School,0.439
4225,Franklin Community School Corp,3461,Northwood Elementary School,0.273
4225,Franklin Community School Corp,3465,Webb Elementary School,0.391
4225,Franklin Community School Corp,3467,Creekside Elementary School,0.434
4245,Greenwood Community Sch Corp,3475,Greenwood Middle School,0.502
4245,Greenwood Community Sch Corp,3477,Greenwood Northeast Elementary Sch,0.347
4245,Greenwood Community Sch Corp,3479,Westwood Elementary School,0.462
4245,Greenwood Community Sch Corp,3481,V O Isom Central Elem School,0.37
4245,Greenwood Community Sch Corp,3483,Southwest Elementary School,0.435
4255,Nineveh-Hensley-Jackson United,3411,Indian Creek Intermediate School,0.408
4255,Nineveh-Hensley-Jackson United,3418,Indian Creek Middle School,0.404
4315,North Knox School Corp,3545,North Knox Intermediate,0.322
4325,South Knox School Corp,3489,South Knox Elementary School,0.484
4335,Vincennes Community School Corp,3509,Benjamin Franklin Elementary Sch,0.388
4335,Vincennes Community School Corp,3557,George Rogers Clark School,0.321
4335,Vincennes Community School Corp,3573,James Whitcomb Riley Elem Sch,0.138
4335,Vincennes Community School Corp,3577,Tecumseh-Harrison Elementary Sch,0.267
4335,Vincennes Community School Corp,3581,Francis Vigo Elementary School,0.224
4335,Vincennes Community School Corp,4319,Washington Learning Academy,NA
4345,Wawasee Community School Corp,3625,North Webster Elementary School,0.304
4345,Wawasee Community School Corp,3630,Wawasee Middle School,0.408
4345,Wawasee Community School Corp,3635,Milford Elementary School,0.3
4345,Wawasee Community School Corp,3637,Syracuse Elementary School,0.378
4415,Warsaw Community Schools,3589,Claypool Elementary School,0.229
4415,Warsaw Community Schools,3608,Eisenhower Elementary School,0.431
4415,Warsaw Community Schools,3610,Harrison Elementary School,0.369
4415,Warsaw Community Schools,3613,Leesburg Elementary School,0.254
4415,Warsaw Community Schools,3661,Jefferson Elementary School,0.35
4415,Warsaw Community Schools,3665,Lincoln Elementary School,0.408
4415,Warsaw Community Schools,3673,Madison Elementary School,0.422
4415,Warsaw Community Schools,3677,Washington Elementary School,0.359
4445,Tippecanoe Valley School Corp,2139,Akron Elementary School,0.4
4445,Tippecanoe Valley School Corp,3603,Mentone Elementary School,0.47
4445,Tippecanoe Valley School Corp,3619,Tippecanoe Valley Middle School,0.257
4455,Whitko Community School Corp,3642,Pierceton Elementary School,0.211
4455,Whitko Community School Corp,9173,South Whitley Elementary School,0.545
4515,Prairie Heights Community Sch Corp,3686,Prairie Heights Elementary School,0.406
4515,Prairie Heights Community Sch Corp,3688,Prairie Heights Middle School,0.452
4525,Westview School Corporation,3698,Topeka Elementary School,0.593
4525,Westview School Corporation,3702,Westview Elementary School,0.407
4525,Westview School Corporation,3704,Meadowview Elementary School,0.484
4525,Westview School Corporation,3714,Shipshewana-Scott Elementary Sch,0.574
4535,Lakeland School Corporation,3739,Lakeland Intermediate School,0.312
4570,NW Indiana Special Education Coop,4287,Eagle Park Community School,NA
4580,Hanover Community School Corp,3780,Red Cedars Elementary,0.461
4580,Hanover Community School Corp,3784,Hanover Central Middle School,0.411
4590,River Forest Community Sch Corp,3797,Henry S Evans Elementary School,0.28
4590,River Forest Community Sch Corp,3801,River Forest Middle School,0.213
4590,River Forest Community Sch Corp,3805,John I Meister Elementary School,0.421
4600,Merrillville Community School Corp,3813,Merrillville Intermediate School,0.272
4600,Merrillville Community School Corp,3821,Henry P Fieler Elementary School,0.048
4600,Merrillville Community School Corp,3822,Homer Iddings Elementary School,0.118
4600,Merrillville Community School Corp,3826,Edgar L Miller Elementary School,0.143
4600,Merrillville Community School Corp,3827,John Wood Elementary School,0.19
4600,Merrillville Community School Corp,3829,Jonas E Salk Elementary School,0.242
4615,Lake Central School Corporation,3831,Michael Grimmer Middle School,0.547
4615,Lake Central School Corporation,3837,Kolling Elementary School,0.531
4615,Lake Central School Corporation,3838,Hal E Clark Middle School,0.347
4615,Lake Central School Corporation,3839,George Bibich Elementary School,0.626
4615,Lake Central School Corporation,3840,James H Watson Elementary School,0.573
4615,Lake Central School Corporation,3841,Kahler Middle School,0.413
4615,Lake Central School Corporation,3843,Protsman Elementary School,0.496
4615,Lake Central School Corporation,4349,Homan Elementary School,0.608
4615,Lake Central School Corporation,4351,Peifer Elementary School,0.39
4645,Tri-Creek School Corporation,3753,Oak Hill Elementary School,0.539
4645,Tri-Creek School Corporation,3845,Lake Prairie Elementary School,0.614
4645,Tri-Creek School Corporation,3848,Three Creeks Elem School,0.549
4645,Tri-Creek School Corporation,3851,Lowell Middle School,0.496
4650,Lake Ridge New Tech Schools,3885,Longfellow New Tech Elementary Sch,0.113
4650,Lake Ridge New Tech Schools,3893,Lake Ridge New Tech Middle School,0.102
4660,Crown Point Community School Corp,3761,Robert Taft Middle School,0.461
4660,Crown Point Community School Corp,3769,Douglas MacArthur Elem School,0.517
4660,Crown Point Community School Corp,3773,Dwight D Eisenhower Elem School,0.546
4660,Crown Point Community School Corp,3903,Lake Street Elementary School,0.614
4660,Crown Point Community School Corp,3905,Solon Robinson Elementary School,0.637
4660,Crown Point Community School Corp,3907,Jerry Ross Elementary School,0.616
4660,Crown Point Community School Corp,3913,Timothy Ball Elementary School,0.484
4660,Crown Point Community School Corp,3915,Colonel John Wheeler Middle School,0.399
4670,School City of East Chicago,3941,Benjamin Harrison Elementary Sch,0.117
4670,School City of East Chicago,3945,Abraham Lincoln Elementary School,0.081
4670,School City of East Chicago,3953,William McKinley Elementary School,0.071
4670,School City of East Chicago,3961,George Washington Elementary Sch,0.087
4680,Lake Station Community Schools,3965,Thomas A Edison Jr-Sr HS,0.188
4680,Lake Station Community Schools,3973,Alexander Hamilton Elementary Sch,0.234
4680,Lake Station Community Schools,3975,Virgil I Bailey Elementary School,0.196
4690,Gary Community School Corp,4053,Banneker Elementary at Marquette,0.062
4690,Gary Community School Corp,4061,Beveridge Elementary School,0.044
4690,Gary Community School Corp,4068,Gary Virtual Academy,0
4690,Gary Community School Corp,4086,Frankie Woods McCullough Academy,0.018
4690,Gary Community School Corp,4105,Bailly Middle School,0.092
4690,Gary Community School Corp,4155,Glen Park Acad for Excel in Lrn,0.067
4690,Gary Community School Corp,4169,Daniel Hale Williams Elem Sch,0.068
4690,Gary Community School Corp,4178,Gary Middle School,0.037
4700,Griffith Public Schools,4171,Beiriger Elementary School,0.461
4700,Griffith Public Schools,4173,Griffth Jr/Sr High School,0.368
4710,School City of Hammond,4422,Joseph Hess Elementary School,0.169
4710,School City of Hammond,4449,Thomas A Edison Elementary School,0.125
4710,School City of Hammond,4451,Benjamin Franklin Elementary Sch,0.134
4710,School City of Hammond,4453,Warren G Harding Elementary School,0.149
4710,School City of Hammond,4455,Washington Irving Elementary Sch,0.048
4710,School City of Hammond,4457,Thomas Jefferson Elementary School,0.133
4710,School City of Hammond,4459,Kenwood Elementary School,0.236
4710,School City of Hammond,4463,Abraham Lincoln Elementary School,0.228
4710,School City of Hammond,4465,Annie Burns-Hicks Elementary School,0.031
4710,School City of Hammond,4469,Morton Elementary School,0.116
4710,School City of Hammond,4479,Lew Wallace Elementary School,0.148
4710,School City of Hammond,4484,Frank O'Bannon Elementary School,0.094
4720,School Town of Highland,4283,Highland Middle School,0.508
4720,School Town of Highland,4285,Judith Morton Johnston Elementary,0.469
4720,School Town of Highland,4290,Mildred Merkley Elementary School,0.432
4720,School Town of Highland,4301,Southridge Elementary School,0.257
4720,School Town of Highland,4303,Allen J Warren Elementary School,0.512
4730,School City of Hobart,4309,Hobart Middle School,0.312
4730,School City of Hobart,4317,Liberty Elementary School,0.375
4730,School City of Hobart,4325,Veterans Elementary School at Mundell,0.322
4730,School City of Hobart,4327,Joan Martin Elementary School,0.337
4740,School Town of Munster,4333,Wilbur Wright Middle School,0.546
4740,School Town of Munster,4337,James B Eads Elementary School,0.547
4740,School Town of Munster,4341,Ernest R Elliott Elementary School,0.589
4740,School Town of Munster,4343,Frank H Hammond Elementary School,0.648
4760,School City of Whiting,4356,Whiting Middle School,0.338
4760,School City of Whiting,4361,Nathan Hale Elementary School,0.308
4805,New Prairie United School Corp,4679,Prairie View Elementary School,0.621
4805,New Prairie United School Corp,4693,Rolling Prairie Elementary School,0.462
4805,New Prairie United School Corp,7345,New Prairie Middle School,0.524
4805,New Prairie United School Corp,7349,Olive Township Elementary School,0.565
4860,MSD of New Durham Township,4699,Westville Elementary School,0.402
4915,Tri-Township Cons School Corp,4696,Tri-Township Elementary School,0.205
4925,Michigan City Area Schools,4373,Coolspring Elementary School,0.207
4925,Michigan City Area Schools,4713,Springfield Elementary School,0.291
4925,Michigan City Area Schools,4805,Edgewood Elementary School,0.17
4925,Michigan City Area Schools,4811,Lake Hills Elementary School,0.11
4925,Michigan City Area Schools,4821,Joy Elementary School,0.233
4925,Michigan City Area Schools,4825,Knapp Elementary School,0.37
4925,Michigan City Area Schools,4833,Marsh Elementary School,0.231
4925,Michigan City Area Schools,6829,Pine Elementary School,0.147
4940,South Central Com School Corp,4734,South Central Elementary School,0.493
4945,LaPorte Community School Corp,4707,Indian Trail Elementary School,0.342
4945,LaPorte Community School Corp,4717,Kesling Intermediate School,0.513
4945,LaPorte Community School Corp,4721,Kingsford Heights Elementary Sch,0.464
4945,LaPorte Community School Corp,4727,Kingsbury Elementary School,0.5
4945,LaPorte Community School Corp,4749,Hailmann Elementary School,0.333
4945,LaPorte Community School Corp,4753,F Willard Crichfield Elementary,0.617
4945,LaPorte Community School Corp,4757,Lincoln Elementary School,0.444
4945,LaPorte Community School Corp,4767,Riley Elementary School,0.379
4945,LaPorte Community School Corp,4773,Handley Elementary School,0.328
5075,North Lawrence Com Schools,4864,Needmore Elementary School,0.485
5075,North Lawrence Com Schools,4885,Oolitic School,0.358
5075,North Lawrence Com Schools,4889,Shawswick Elementary School,0.452
5075,North Lawrence Com Schools,4909,Lincoln Elementary School,0.379
5075,North Lawrence Com Schools,4932,Parkview Elementary School,0.357
5085,Mitchell Community Schools,4861,Burris Elementary School,0.221
5085,Mitchell Community Schools,4924,Mitchell Jr High School,0.327
5245,Frankton-Lapel Community Schools,5009,Frankton Elementary School,0.313
5245,Frankton-Lapel Community Schools,5012,Lapel Middle School,0.279
5245,Frankton-Lapel Community Schools,5025,Lapel Elementary School,0.412
5255,South Madison Com Sch Corp,4935,East Elementary School,0.536
5255,South Madison Com Sch Corp,5061,Pendleton Elementary School,0.47
5255,South Madison Com Sch Corp,5064,Maple Ridge Elementary School,0.418
5265,Alexandria Community School Corp,5065,Alexandria Monroe Elementary School,0.384
5275,Anderson Community School Corp,4953,Edgewood Elementary School,0.186
5275,Anderson Community School Corp,4967,Anderson Intermediate School,0.172
5275,Anderson Community School Corp,4977,Tenth Street Elementary School,0.119
5275,Anderson Community School Corp,5033,Valley Grove Elementary School,0.19
5275,Anderson Community School Corp,5102,Eastside Elementary School,0.194
5275,Anderson Community School Corp,5142,Anderson Elementary School,0.082
5275,Anderson Community School Corp,5146,Erskine Elementary School,0.197
5280,Elwood Community School Corp,5151,Elwood Intermediate School,0.134
5300,MSD Decatur Township,5178,Gold Academy,0.099
5300,MSD Decatur Township,5179,Blue Academy,0.184
5300,MSD Decatur Township,5185,Stephen Decatur Elementary School,0.161
5300,MSD Decatur Township,5187,Valley Mills Elementary School,0.153
5300,MSD Decatur Township,5189,West Newton Elementary School,0.264
5300,MSD Decatur Township,5192,Lynwood Elementary,0.143
5310,Franklin Township Com Sch Corp,5207,Lillie Idella Kitley Intermediate,0.459
5310,Franklin Township Com Sch Corp,5210,Edgewood Intermediate School,0.367
5330,MSD Lawrence Township,5281,Brook Park Elementary School,0.045
5330,MSD Lawrence Township,5283,Mary Evelyn Castle Elementary Sch,0.291
5330,MSD Lawrence Township,5285,Crestview Elementary School,0.246
5330,MSD Lawrence Township,5287,Amy Beverland Elementary,0.394
5330,MSD Lawrence Township,5289,Harrison Hill Elementary School,0.095
5330,MSD Lawrence Township,5293,Indian Creek Elementary School,0.145
5330,MSD Lawrence Township,5294,Forest Glen Elementary School,0.492
5330,MSD Lawrence Township,5295,Winding Ridge Elementary School,0.102
5330,MSD Lawrence Township,5296,Oaklandon Elementary School,0.236
5330,MSD Lawrence Township,5298,Skiles Test Elementary School,0.111
5330,MSD Lawrence Township,5299,Sunnyside Elementary School,0.185
5340,Perry Township Schools,5310,Southport 6th Grade Academy,0.26
5340,Perry Township Schools,5312,Perry Meridian 6th Grade Academy,0.373
5340,Perry Township Schools,5321,William Henry Burkhart Elementary,0.346
5340,Perry Township Schools,5322,Mary Bryan Elementary School,0.278
5340,Perry Township Schools,5325,Clinton Young Elementary School,0.117
5340,Perry Township Schools,5333,Glenns Valley Elementary School,0.32
5340,Perry Township Schools,5337,Abraham Lincoln Elementary School,0.199
5340,Perry Township Schools,5338,Douglas MacArthur Elementary Sch,0.365
5340,Perry Township Schools,5345,Homecroft Elementary School,0.37
5340,Perry Township Schools,5347,Southport Elementary School,0.3
5340,Perry Township Schools,5351,Winchester Village Elementary,0.114
5340,Perry Township Schools,5366,Jeremiah Gray Elementary School,0.364
5340,Perry Township Schools,5372,Rosa Parks Elementary School,0.462
5350,MSD Pike Township,5349,Fishback Creek Public Academy,0.46
5350,MSD Pike Township,5352,Deer Run Elementary,0.1
5350,MSD Pike Township,5354,College Park Elementary School,0.067
5350,MSD Pike Township,5355,Lincoln Middle School,0.077
5350,MSD Pike Township,5356,Guion Creek Middle School,0.124
5350,MSD Pike Township,5357,Central Elementary School,0.068
5350,MSD Pike Township,5358,Eagle Creek Elementary School,0.318
5350,MSD Pike Township,5359,Eastbrook Elementary School,0.098
5350,MSD Pike Township,5360,Guion Creek Elementary School,0.178
5350,MSD Pike Township,5363,Snacks Crossing Elementary School,0.069
5350,MSD Pike Township,5378,New Augusta Public Academy - South,0.073
5350,MSD Pike Township,5380,New Augusta Public Academy - North,0.232
5360,MSD Warren Township,5364,Creston Intermediate & Middle Schl,0.112
5360,MSD Warren Township,5367,Stonybrook Intermediate & Middle,0.057
5360,MSD Warren Township,5368,Raymond Park Intermediate & Middle,0.149
5360,MSD Warren Township,5369,Eastridge Elementary School,0.04
5360,MSD Warren Township,5370,Hawthorne Elementary School,0.123
5360,MSD Warren Township,5373,Grassy Creek Elementary School,0.073
5360,MSD Warren Township,5375,Lakeside Elementary School,0.167
5360,MSD Warren Township,5377,Lowell Elementary School,0.184
5360,MSD Warren Township,5379,Warren Online Academy,0.134
5360,MSD Warren Township,5386,Pleasant Run Elementary School,0.06
5360,MSD Warren Township,5389,Sunny Heights Elementary School,0.022
5360,MSD Warren Township,5391,Brookview Elementary School,0.168
5360,MSD Warren Township,5397,Liberty Park Elementary School,0.121
5370,MSD Washington Township,5403,Allisonville Elementary School,0.451
5370,MSD Washington Township,5406,Crooked Creek Elementary School,0.256
5370,MSD Washington Township,5407,Clearwater Elementary School,0.456
5370,MSD Washington Township,5408,Willow Lake Elementary School,0.207
5370,MSD Washington Township,5418,Greenbriar Elementary School,0.161
5370,MSD Washington Township,5427,Nora Elementary School,0.165
5370,MSD Washington Township,5430,Spring Mill Elementary School,0.123
5370,MSD Washington Township,5436,Fox Hill Elementary School,0.193
5370,MSD Washington Township,5442,Eastwood Middle School,0.358
5370,MSD Washington Township,5445,Northview Middle School,0.304
5370,MSD Washington Township,5448,Westlane Middle School,0.278
5375,MSD Wayne Township,5223,Maplewood Elementary School,0.128
5375,MSD Wayne Township,5227,Chapel Glen Elementary School,0.111
5375,MSD Wayne Township,5241,Garden City Elementary School,0.075
5375,MSD Wayne Township,5257,McClelland Elementary School,0.32
5375,MSD Wayne Township,5261,Rhoades Elementary School,0.108
5375,MSD Wayne Township,5265,Robey Elementary School,0.394
5375,MSD Wayne Township,5267,North Wayne Elementary School,0.041
5375,MSD Wayne Township,5268,Achieve Virtual Elementary,0.143
5375,MSD Wayne Township,5270,Stout Field Elementary School,0.214
5375,MSD Wayne Township,5271,Sanders School,0.083
5375,MSD Wayne Township,5273,Westlake Elementary School,0.112
5375,MSD Wayne Township,5274,Chapelwood Elementary School,0.111
5375,MSD Wayne Township,5446,Bridgeport Elementary School,0.147
5380,Beech Grove City Schools,5461,South Grove Intermediate School,0.24
5385,Indianapolis Public Schools,0112,Impact Academy 2,NA
5385,Indianapolis Public Schools,0113,Impact Academy 3,NA
5385,Indianapolis Public Schools,5498,Cold Spring School,0.182
5385,Indianapolis Public Schools,5515,Thomas D Gregg School 15,0.057
5385,Indianapolis Public Schools,5531,James A Garfield School 31,0.082
5385,Indianapolis Public Schools,5534,Eleanor Skillen School 34,0.064
5385,Indianapolis Public Schools,5538,Center for Inquiry School 70,0.485
5385,Indianapolis Public Schools,5539,William McKinley School 39,0.233
5385,Indianapolis Public Schools,5543,James Whitcomb Riley School 43,0.042
5385,Indianapolis Public Schools,5546,Daniel Webster School 46,0.043
5385,Indianapolis Public Schools,5549,William Penn School 49,0.073
5385,Indianapolis Public Schools,5551,James Russell Lowell School 51,0.025
5385,Indianapolis Public Schools,5554,Brookside School 54,0.019
5385,Indianapolis Public Schools,5555,IPS/Butler Lab at Eliza Blaker 55,0.204
5385,Indianapolis Public Schools,5556,Francis W Parker School 56,0.064
5385,Indianapolis Public Schools,5557,George W Julian School 57,0.216
5385,Indianapolis Public Schools,5558,Ralph Waldo Emerson School 58,0.013
5385,Indianapolis Public Schools,5560,IPS/Butler Lab at William Bell 60,0.288
5385,Indianapolis Public Schools,5565,Raymond F Brandes School 65,0.088
5385,Indianapolis Public Schools,5570,Edison School of the Arts 47,0.046
5385,Indianapolis Public Schools,5574,Theodore Potter School 74,0.108
5385,Indianapolis Public Schools,5577,Merle Sidener Gifted Academy,0.839
5385,Indianapolis Public Schools,5579,Carl Wilde School 79,0.059
5385,Indianapolis Public Schools,5582,Christian Park School 82,0.091
5385,Indianapolis Public Schools,5583,Floro Torrence School 83,0.1
5385,Indianapolis Public Schools,5587,George Washington Carver School 87,0.282
5385,Indianapolis Public Schools,5588,Anna Brochhausen School 88,0.086
5385,Indianapolis Public Schools,5590,Ernie Pyle School 90,0.097
5385,Indianapolis Public Schools,5591,Rousseau McClellan School 91,0.343
5385,Indianapolis Public Schools,5596,Meredith Nicholson School 96,0.086
5385,Indianapolis Public Schools,5605,Charles Warren Fairbanks Sch 105,0.011
5385,Indianapolis Public Schools,5606,Robert Lee Frost School 106,0.034
5385,Indianapolis Public Schools,5607,Lew Wallace School 107,0.033
5385,Indianapolis Public Schools,5609,Jonathan Jennings School 109,0.077
5385,Indianapolis Public Schools,5614,Paul I Miller School 114,0.048
5385,Indianapolis Public Schools,5619,George S Buck School 94,0.115
5385,Indianapolis Public Schools,5623,Arlington Woods School 99,0
5385,Indianapolis Public Schools,5635,Center For Inquiry School 2,0.564
5385,Indianapolis Public Schools,5659,Center for Inquiry School 84,0.67
5385,Indianapolis Public Schools,5662,Clarence Farrington School 61,0.11
5385,Indianapolis Public Schools,5668,Center for Inquiry School 27,0.294
5385,Indianapolis Public Schools,5674,Frederick Douglass School 19,0.045
5390,Southside Sp Srvs Of Marion Co,5320,RISE Learning Center,0.087
5400,School Town of Speedway,5893,James A Allison Elementary Sch 3,0.559
5400,School Town of Speedway,5897,Carl G Fisher Elementary School 1,0.6
5400,School Town of Speedway,5901,Arthur C Newby Elementary School 2,0.508
5400,School Town of Speedway,5905,Frank H Wheeler Elementary Sch 4,0.406
5455,Culver Community Schools Corp,5245,Culver Community Middle/High Sch,0.234
5455,Culver Community Schools Corp,5928,Culver Elementary School,0.42
5470,Argos Community Schools,5936,Argos Community Elementary,0.333
5470,Argos Community Schools,5937,Argos Comm Jr-Sr High School,0.5
5480,Bremen Public Schools,5943,Bremen Elementary/Middle School,0.416
5485,Plymouth Community School Corp,5933,Menominee Elementary School,0.339
5485,Plymouth Community School Corp,5956,Riverside Intermediate,0.359
5485,Plymouth Community School Corp,5961,Jefferson Elementary School,0.289
5485,Plymouth Community School Corp,5965,Washington Discovery Academy,0.214
5485,Plymouth Community School Corp,5969,Webster Elementary School,0.261
5495,Triton School Corporation,5922,Triton Elementary School,0.371
5520,Shoals Community School Corp,5989,Shoals Community Elementary School,0.228
5520,Shoals Community School Corp,5991,Shoals Middle School,0.135
5525,Loogootee Community Sch Corp,5997,Loogootee Elementary School,0.589
5525,Loogootee Community Sch Corp,6001,Loogootee Middle School,0.455
5615,Maconaquah School Corp,6033,Maconaquah Middle School,0.208
5615,Maconaquah School Corp,6035,Maconaquah Elementary School,0.306
5620,North Miami Community Schools,6051,North Miami Elementary School,0.345
5625,Oak Hill United School Corp,2306,Swayzee Elementary School,0.423
5625,Oak Hill United School Corp,6081,Sweetser Elementary School,0.375
5635,Peru Community Schools,6093,Blair Pointe Upper Elementary,0.413
5705,Richland-Bean Blossom C S C,6147,Edgewood Junior High School,0.413
5705,Richland-Bean Blossom C S C,6153,Edgewood Intermediate School,0.495
5740,Monroe County Community Sch Corp,6123,Unionville Elementary School,0.648
5740,Monroe County Community Sch Corp,6134,Lakeview Elementary School,0.492
5740,Monroe County Community Sch Corp,6157,Grandview Elementary School,0.274
5740,Monroe County Community Sch Corp,6162,Highland Park Elementary School,0.28
5740,Monroe County Community Sch Corp,6164,Summit Elementary School,0.392
5740,Monroe County Community Sch Corp,6173,Binford Elementary School,0.599
