stlmt_corp_name,stlmt_corp_id,nrl_schl_name,nrl_schl_id,yr,xfr_sqrt,clr,stlmt_lon,stlmt_lat,nrl_lat,nrl_lon,typ,tot_xfr,fillcolor,fname,weight,color,pct_of_xfr,log,minutes
South Vermillion Community School Corporation,8020,Clarksville Community School Corporation,1000,2023,3,#0868ac,-87.3980741,39.6569817,38.302952,-85.76037,Public,9,#d95f02,8020-1000,0,NA,4.21,1.43746264769429,189.55
South Vermillion Community School Corporation,8020,Union School Corporation,6795,2023,6,#0868ac,-87.3980741,39.6569817,40.0481017,-85.1251322,Public,36,#d95f02,8020-6795,0,NA,16.82,2.822568654544802,167.96666666666667
Vigo County School Corporation,8030,Clarksville Community School Corporation,1000,2023,6.855654600401044,#0868ac,-87.31155299999999,39.465825,38.302952,-85.76037,Public,47,#d95f02,8030-1000,0,NA,4.86,1.5810384379124025,164.06666666666666
Vigo County School Corporation,8030,Cloverdale Community Schools,6750,2023,1.7320508075688772,#0868ac,-87.31155299999999,39.465825,39.5109654,-86.78998399999999,Public,3,#d95f02,8030-6750,0,NA,0.31,-1.171182981502945,40.81666666666667
Vigo County School Corporation,8030,Union School Corporation,6795,2023,12.409673645990855,#0868ac,-87.31155299999999,39.465825,40.0481017,-85.1251322,Public,154,#d95f02,8030-6795,0,NA,15.91,2.7669478423496954,142.46666666666667
Manchester Community Schools,8045,Clarksville Community School Corporation,1000,2023,1.4142135623730951,#0868ac,-85.77589990000001,41.009895,38.302952,-85.76037,Public,2,#d95f02,8045-1000,0,NA,1.23,0.20701416938432612,215.55
Manchester Community Schools,8045,Union School Corporation,6795,2023,2.6457513110645907,#0868ac,-85.77589990000001,41.009895,40.0481017,-85.1251322,Public,7,#d95f02,8045-6795,0,NA,4.29,1.4562867329399256,107.18333333333334
Metropolitan School District Wabash County Schools,8050,Clarksville Community School Corporation,1000,2023,2.23606797749979,#0868ac,-85.8493033,40.827845,38.302952,-85.76037,Public,5,#d95f02,8050-1000,0,NA,1.08,0.0769610411361284,199.23333333333332
Metropolitan School District Wabash County Schools,8050,Eastern Howard School Corporation,3480,2023,1.4142135623730951,#0868ac,-85.8493033,40.827845,40.475289,-85.966644,Public,2,#d95f02,8050-3480,0,NA,0.43,-0.843970070294529,34.833333333333336
Metropolitan School District Wabash County Schools,8050,Union School Corporation,6795,2023,3.3166247903554,#0868ac,-85.8493033,40.827845,40.0481017,-85.1251322,Public,11,#d95f02,8050-6795,0,NA,2.39,0.8712933659434193,87.46666666666667
Wabash City Schools,8060,Clarksville Community School Corporation,1000,2023,1,#0868ac,-85.8237852,40.7964522,38.302952,-85.76037,Public,1,#d95f02,8060-1000,0,NA,0.26,-1.3470736479666092,198.46666666666667
Wabash City Schools,8060,Union School Corporation,6795,2023,3.3166247903554,#0868ac,-85.8237852,40.7964522,40.0481017,-85.1251322,Public,11,#d95f02,8060-6795,0,NA,2.87,1.0543120297715298,93.96666666666667
Metropolitan School District Warren County,8115,Clarksville Community School Corporation,1000,2023,2.6457513110645907,#0868ac,-87.2937518,40.2872342,38.302952,-85.76037,Public,7,#d95f02,8115-1000,0,NA,8.54,2.1447610078004784,179.26666666666668
Metropolitan School District Warren County,8115,Union School Corporation,6795,2023,2.6457513110645907,#0868ac,-87.2937518,40.2872342,40.0481017,-85.1251322,Public,7,#d95f02,8115-6795,0,NA,8.54,2.1447610078004784,149.58333333333334
Warrick County School Corporation,8130,Clarksville Community School Corporation,1000,2023,2.8284271247461903,#0868ac,-87.27417229999999,38.0492131,38.302952,-85.76037,Public,8,#d95f02,8130-1000,0,NA,0.77,-0.2613647641344075,94.68333333333334
Warrick County School Corporation,8130,Eastern Howard School Corporation,3480,2023,1,#0868ac,-87.27417229999999,38.0492131,40.475289,-85.966644,Public,1,#d95f02,8130-3480,0,NA,0.1,-2.3025850929940455,219.7
Warrick County School Corporation,8130,Cloverdale Community Schools,6750,2023,4.358898943540674,#0868ac,-87.27417229999999,38.0492131,39.5109654,-86.78998399999999,Public,19,#d95f02,8130-6750,0,NA,1.82,0.598836501088704,130.78333333333333
Warrick County School Corporation,8130,Union School Corporation,6795,2023,6.082762530298219,#0868ac,-87.27417229999999,38.0492131,40.0481017,-85.1251322,Public,37,#d95f02,8130-6795,0,NA,3.54,1.264126727145683,222.43333333333334
Salem Community Schools,8205,Clarksville Community School Corporation,1000,2023,2.23606797749979,#0868ac,-86.1053513,38.6140898,38.302952,-85.76037,Public,5,#d95f02,8205-1000,0,NA,1.3,0.26236426446749106,56.6
Salem Community Schools,8205,Union School Corporation,6795,2023,4.58257569495584,#0868ac,-86.1053513,38.6140898,40.0481017,-85.1251322,Public,21,#d95f02,8205-6795,0,NA,5.45,1.6956156086751528,160.05
East Washington School Corporation,8215,Clarksville Community School Corporation,1000,2023,3.1622776601683795,#0868ac,-86.0018917,38.5133247,38.302952,-85.76037,Public,10,#d95f02,8215-1000,0,NA,3.97,1.3787660946990992,39.35
East Washington School Corporation,8215,Union School Corporation,6795,2023,4.358898943540674,#0868ac,-86.0018917,38.5133247,40.0481017,-85.1251322,Public,19,#d95f02,8215-6795,0,NA,7.54,2.020222182019865,176.51666666666668
West Washington School Corporation,8220,Clarksville Community School Corporation,1000,2023,1.4142135623730951,#0868ac,-86.2341519,38.5835549,38.302952,-85.76037,Public,2,#d95f02,8220-1000,0,NA,1.43,0.3576744442718159,175.93333333333334
West Washington School Corporation,8220,Union School Corporation,6795,2023,3.4641016151377544,#0868ac,-86.2341519,38.5835549,40.0481017,-85.1251322,Public,12,#d95f02,8220-6795,0,NA,8.57,2.1482677326096886,63.61666666666667
Nettle Creek School Corporation,8305,Clarksville Community School Corporation,1000,2023,1,#0868ac,-85.1583266,39.9123413,38.302952,-85.76037,Public,1,#d95f02,8305-1000,0,NA,0.71,-0.342490308946776,154.18333333333334
Nettle Creek School Corporation,8305,Union School Corporation,6795,2023,4.58257569495584,#0868ac,-85.1583266,39.9123413,40.0481017,-85.1251322,Public,21,#d95f02,8305-6795,0,NA,15,2.70805020110221,16.1
Nettle Creek School Corporation,8305,Northeastern Wayne Schools,8375,2023,3.605551275463989,#0868ac,-85.1583266,39.9123413,39.95560280000001,-84.91746189999999,Public,13,#d95f02,8305-8375,0,NA,9.29,2.2289385528257473,23.233333333333334
Western Wayne Schools,8355,Union School Corporation,6795,2023,3,#0868ac,-85.1374809,39.814673,40.0481017,-85.1251322,Public,9,#d95f02,8355-6795,0,NA,4.33,1.4655675420143983,31.25
Western Wayne Schools,8355,Northeastern Wayne Schools,8375,2023,1.4142135623730951,#0868ac,-85.1374809,39.814673,39.95560280000001,-84.91746189999999,Public,2,#d95f02,8355-8375,0,NA,0.96,-0.04082199452025516,29.466666666666665
Centerville-Abington Community Schools,8360,Clarksville Community School Corporation,1000,2023,2,#0868ac,-84.99763899999999,39.8144777,38.302952,-85.76037,Public,4,#d95f02,8360-1000,0,NA,3.23,1.172482137234565,159.58333333333334
Centerville-Abington Community Schools,8360,Union School Corporation,6795,2023,2.6457513110645907,#0868ac,-84.99763899999999,39.8144777,40.0481017,-85.1251322,Public,7,#d95f02,8360-6795,0,NA,5.65,1.7316555451583495,34.88333333333333
Centerville-Abington Community Schools,8360,Northeastern Wayne Schools,8375,2023,4.898979485566356,#0868ac,-84.99763899999999,39.8144777,39.95560280000001,-84.91746189999999,Public,24,#d95f02,8360-8375,0,NA,19.35,2.962692419475791,18.6
Northeastern Wayne Schools,8375,Union School Corporation,6795,2023,1.7320508075688772,#0868ac,-84.91746189999999,39.95560280000001,40.0481017,-85.1251322,Public,3,#d95f02,8375-6795,0,NA,2.88,1.0577902941478543,27.616666666666667
Richmond Community Schools,8385,Clarksville Community School Corporation,1000,2023,4.358898943540674,#0868ac,-84.90213969999999,39.8246461,38.302952,-85.76037,Public,19,#d95f02,8385-1000,0,NA,1.44,0.3646431135879093,165.4
Richmond Community Schools,8385,Union School Corporation,6795,2023,8.06225774829855,#0868ac,-84.90213969999999,39.8246461,40.0481017,-85.1251322,Public,65,#d95f02,8385-6795,0,NA,4.93,1.5953389880545987,36.766666666666666
Richmond Community Schools,8385,Northeastern Wayne Schools,8375,2023,19.77371993328519,#0868ac,-84.90213969999999,39.8246461,39.95560280000001,-84.91746189999999,Public,391,#d95f02,8385-8375,0,NA,29.64,3.389124800427886,13.183333333333334
Norwell Community Schools,8435,Clarksville Community School Corporation,1000,2023,2,#0868ac,-85.16588,40.8827459,38.302952,-85.76037,Public,4,#d95f02,8435-1000,0,NA,1.15,0.13976194237515863,208.66666666666666
Norwell Community Schools,8435,Cloverdale Community Schools,6750,2023,3.3166247903554,#0868ac,-85.16588,40.8827459,39.5109654,-86.78998399999999,Public,11,#d95f02,8435-6750,0,NA,3.16,1.1505720275988207,153.55
Norwell Community Schools,8435,Union School Corporation,6795,2023,2.6457513110645907,#0868ac,-85.16588,40.8827459,40.0481017,-85.1251322,Public,7,#d95f02,8435-6795,0,NA,2.01,0.6981347220709843,78.55
Metropolitan School District Bluffton-Harrison,8445,Clarksville Community School Corporation,1000,2023,2,#0868ac,-85.1661211,40.72098,38.302952,-85.76037,Public,4,#d95f02,8445-1000,0,NA,2.23,0.8020015854720274,208.81666666666666
Metropolitan School District Bluffton-Harrison,8445,Cloverdale Community Schools,6750,2023,3.1622776601683795,#0868ac,-85.1661211,40.72098,39.5109654,-86.78998399999999,Public,10,#d95f02,8445-6750,0,NA,5.59,1.7209792871670078,153.71666666666667
Metropolitan School District Bluffton-Harrison,8445,Union School Corporation,6795,2023,3.4641016151377544,#0868ac,-85.1661211,40.72098,40.0481017,-85.1251322,Public,12,#d95f02,8445-6795,0,NA,6.7,1.9021075263969205,63.8
North White School Corporation,8515,Clarksville Community School Corporation,1000,2023,2.23606797749979,#0868ac,-86.87485509999999,40.8687365,38.302952,-85.76037,Public,5,#d95f02,8515-1000,0,NA,3.36,1.2119409739751128,186.86666666666667
North White School Corporation,8515,Union School Corporation,6795,2023,3.4641016151377544,#0868ac,-86.87485509999999,40.8687365,40.0481017,-85.1251322,Public,12,#d95f02,8515-6795,0,NA,8.05,2.0856720914304723,151.2
Frontier School Corporation,8525,Cloverdale Community Schools,6750,2023,1,#0868ac,-86.86945709999999,40.6630933,39.5109654,-86.78998399999999,Public,1,#d95f02,8525-6750,0,NA,0.85,-0.16251892949777494,110.06666666666666
Frontier School Corporation,8525,Union School Corporation,6795,2023,2.449489742783178,#0868ac,-86.86945709999999,40.6630933,40.0481017,-85.1251322,Public,6,#d95f02,8525-6795,0,NA,5.13,1.6351056591826785,138.55
Tri-County School Corporation,8535,Clarksville Community School Corporation,1000,2023,2,#0868ac,-87.0423027,40.7590428,38.302952,-85.76037,Public,4,#d95f02,8535-1000,0,NA,5.97,1.786746927404511,175.93333333333334
Tri-County School Corporation,8535,Union School Corporation,6795,2023,1.4142135623730951,#0868ac,-87.0423027,40.7590428,40.0481017,-85.1251322,Public,2,#d95f02,8535-6795,0,NA,2.99,1.095273387402595,63.61666666666667
Twin Lakes School Corporation,8565,Clarksville Community School Corporation,1000,2023,3.3166247903554,#0868ac,-86.7613855,40.7379004,38.302952,-85.76037,Public,11,#d95f02,8565-1000,0,NA,8.53,2.1435893615035875,180.88333333333333
Twin Lakes School Corporation,8565,Cloverdale Community Schools,6750,2023,1,#0868ac,-86.7613855,40.7379004,39.5109654,-86.78998399999999,Public,1,#d95f02,8565-6750,0,NA,0.78,-0.2484613592984996,116.73333333333333
Twin Lakes School Corporation,8565,Union School Corporation,6795,2023,4.242640687119285,#0868ac,-86.7613855,40.7379004,40.0481017,-85.1251322,Public,18,#d95f02,8565-6795,0,NA,13.95,2.6354795082673745,144.91666666666666
Smith-Green Community Schools,8625,Clarksville Community School Corporation,1000,2023,2.449489742783178,#0868ac,-85.32307209999999,41.23103709999999,38.302952,-85.76037,Public,6,#d95f02,8625-1000,0,NA,4.72,1.551808799597464,229.65
Smith-Green Community Schools,8625,Union School Corporation,6795,2023,1.7320508075688772,#0868ac,-85.32307209999999,41.23103709999999,40.0481017,-85.1251322,Public,3,#d95f02,8625-6795,0,NA,2.36,0.8586616190375187,117.35
Whitley County Consolidated Schools,8665,Clarksville Community School Corporation,1000,2023,3.3166247903554,#0868ac,-85.4935094,41.1581781,38.302952,-85.76037,Public,11,#d95f02,8665-1000,0,NA,3.57,1.2725655957915476,222.83333333333334
Whitley County Consolidated Schools,8665,Cloverdale Community Schools,6750,2023,1.7320508075688772,#0868ac,-85.4935094,41.1581781,39.5109654,-86.78998399999999,Public,3,#d95f02,8665-6750,0,NA,0.97,-0.03045920748470857,167.73333333333332
Whitley County Consolidated Schools,8665,Union School Corporation,6795,2023,5.5677643628300215,#0868ac,-85.4935094,41.1581781,40.0481017,-85.1251322,Public,31,#d95f02,8665-6795,0,NA,10.06,2.3085671646715933,110.51666666666667
