stlmt_corp_name,stlmt_corp_id,nrl_schl_name,nrl_schl_id,yr,xfr_sqrt,clr,stlmt_lon,stlmt_lat,nrl_lat,nrl_lon,typ,tot_xfr,fillcolor,fname,weight,color,pct_of_xfr,log,minutes
Union Township School Corporation,6530,Union School Corporation,6795,2023,2,#0868ac,-87.1802608,41.4788016,40.0481017,-85.1251322,Public,4,#d95f02,6530-6795,0,NA,4.35,1.4701758451005926,199.48333333333332
Portage Township Schools,6550,Clarksville Community School Corporation,1000,2023,4.47213595499958,#0868ac,-87.17239839999999,41.5516742,38.302952,-85.76037,Public,20,#d95f02,6550-1000,0,NA,2.77,1.0188473201992472,243.05
Portage Township Schools,6550,South Central Community School Corporation,4940,2023,1,#0868ac,-87.17239839999999,41.5516742,41.4650155,-86.8162286,Public,1,#d95f02,6550-4940,0,NA,0.14,-1.9661128563728327,33.3
Portage Township Schools,6550,Cloverdale Community Schools,6750,2023,2.23606797749979,#0868ac,-87.17239839999999,41.5516742,39.5109654,-86.78998399999999,Public,5,#d95f02,6550-6750,0,NA,0.69,-0.37106368139083207,178.88333333333333
Portage Township Schools,6550,Union School Corporation,6795,2023,7,#0868ac,-87.17239839999999,41.5516742,40.0481017,-85.1251322,Public,49,#d95f02,6550-6795,0,NA,6.79,1.9154509415706047,207.38333333333333
Valparaiso Community Schools,6560,Clarksville Community School Corporation,1000,2023,2.6457513110645907,#0868ac,-87.06733229999999,41.5021902,38.302952,-85.76037,Public,7,#d95f02,6560-1000,0,NA,1.2,0.1823215567939546,241.78333333333333
Valparaiso Community Schools,6560,South Central Community School Corporation,4940,2023,3.4641016151377544,#0868ac,-87.06733229999999,41.5021902,41.4650155,-86.8162286,Public,12,#d95f02,6560-4940,0,NA,2.07,0.7275486072772777,27
Valparaiso Community Schools,6560,Union School Corporation,6795,2023,6.4031242374328485,#0868ac,-87.06733229999999,41.5021902,40.0481017,-85.1251322,Public,41,#d95f02,6560-6795,0,NA,7.06,1.9544450515051504,201.53333333333333
Metropolitan School District Mount Vernon,6590,Clarksville Community School Corporation,1000,2023,2.23606797749979,#0868ac,-87.90677800000002,37.9289986,38.302952,-85.76037,Public,5,#d95f02,6590-1000,0,NA,1.36,0.3074846997479607,130.53333333333333
Metropolitan School District Mount Vernon,6590,Union School Corporation,6795,2023,3.3166247903554,#0868ac,-87.90677800000002,37.9289986,40.0481017,-85.1251322,Public,11,#d95f02,6590-6795,0,NA,2.98,1.091923300517313,241.23333333333332
Metropolitan School District North Posey County Schools,6600,Clarksville Community School Corporation,1000,2023,2,#0868ac,-87.7847493,38.1725875,38.302952,-85.76037,Public,4,#d95f02,6600-1000,0,NA,1.72,0.5423242908253617,114.1
Metropolitan School District North Posey County Schools,6600,Cloverdale Community Schools,6750,2023,1,#0868ac,-87.7847493,38.1725875,39.5109654,-86.78998399999999,Public,1,#d95f02,6600-6750,0,NA,0.43,-0.843970070294529,133.13333333333333
Metropolitan School District North Posey County Schools,6600,Union School Corporation,6795,2023,3.1622776601683795,#0868ac,-87.7847493,38.1725875,40.0481017,-85.1251322,Public,10,#d95f02,6600-6795,0,NA,4.31,1.4609379041156565,224.78333333333333
Eastern Pulaski Community School Corporation,6620,Clarksville Community School Corporation,1000,2023,1.4142135623730951,#0868ac,-86.5975121,41.0462144,38.302952,-85.76037,Public,2,#d95f02,6620-1000,0,NA,2.7,0.9932517730102834,215.78333333333333
Eastern Pulaski Community School Corporation,6620,Union School Corporation,6795,2023,3,#0868ac,-86.5975121,41.0462144,40.0481017,-85.1251322,Public,9,#d95f02,6620-6795,0,NA,12.16,2.498151876538021,150.38333333333333
West Central School Corporation,6630,Clarksville Community School Corporation,1000,2023,1.4142135623730951,#0868ac,-86.8794613,40.9853172,38.302952,-85.76037,Public,2,#d95f02,6630-1000,0,NA,3.12,1.1378330018213911,206.58333333333334
West Central School Corporation,6630,Union School Corporation,6795,2023,2.449489742783178,#0868ac,-86.8794613,40.9853172,40.0481017,-85.1251322,Public,6,#d95f02,6630-6795,0,NA,9.38,2.238579763018133,166.96666666666667
South Putnam Community Schools,6705,Clarksville Community School Corporation,1000,2023,1,#0868ac,-86.868156,39.7190374,38.302952,-85.76037,Public,1,#d95f02,6705-1000,0,NA,0.59,-0.527632742082372,136.38333333333333
South Putnam Community Schools,6705,Cloverdale Community Schools,6750,2023,5.196152422706632,#0868ac,-86.868156,39.7190374,39.5109654,-86.78998399999999,Public,27,#d95f02,6705-6750,0,NA,15.98,2.7713379403381286,16.8
South Putnam Community Schools,6705,Union School Corporation,6795,2023,1.7320508075688772,#0868ac,-86.868156,39.7190374,40.0481017,-85.1251322,Public,3,#d95f02,6705-6795,0,NA,1.78,0.5766133643039938,114.8
North Putnam Community Schools,6715,Clarksville Community School Corporation,1000,2023,1.4142135623730951,#0868ac,-86.8116325,39.761954,38.302952,-85.76037,Public,2,#d95f02,6715-1000,0,NA,0.8,-0.2231435513142097,154.98333333333332
North Putnam Community Schools,6715,Union School Corporation,6795,2023,3.4641016151377544,#0868ac,-86.8116325,39.761954,40.0481017,-85.1251322,Public,12,#d95f02,6715-6795,0,NA,4.8,1.5686159179138452,130.45
Cloverdale Community Schools,6750,Clarksville Community School Corporation,1000,2023,1.7320508075688772,#0868ac,-86.78998399999999,39.5109654,38.302952,-85.76037,Public,3,#d95f02,6750-1000,0,NA,2.36,0.8586616190375187,135.05
Cloverdale Community Schools,6750,Union School Corporation,6795,2023,4.242640687119285,#0868ac,-86.78998399999999,39.5109654,40.0481017,-85.1251322,Public,18,#d95f02,6750-6795,0,NA,14.17,2.6511270537025893,113.46666666666667
Greencastle Community School Corporation,6755,Clarksville Community School Corporation,1000,2023,1.7320508075688772,#0868ac,-86.8402697,39.64022670000001,38.302952,-85.76037,Public,3,#d95f02,6755-1000,0,NA,1.38,0.3220834991691132,149.3
Greencastle Community School Corporation,6755,Cloverdale Community Schools,6750,2023,4.58257569495584,#0868ac,-86.8402697,39.64022670000001,39.5109654,-86.78998399999999,Public,21,#d95f02,6755-6750,0,NA,9.68,2.2700619012884857,25.35
Greencastle Community School Corporation,6755,Union School Corporation,6795,2023,4.358898943540674,#0868ac,-86.8402697,39.64022670000001,40.0481017,-85.1251322,Public,19,#d95f02,6755-6795,0,NA,8.76,2.1701959049483,127.71666666666667
Union School Corporation,6795,Cowan Community School Corporation,1900,2023,2.449489742783178,#0868ac,-85.1251322,40.0481017,40.1080198,-85.3931312,Public,6,#d95f02,6795-1900,0,NA,2.62,0.9631743177730056,20.6
Union School Corporation,6795,Northeastern Wayne Schools,8375,2023,1,#0868ac,-85.1251322,40.0481017,39.95560280000001,-84.91746189999999,Public,1,#d95f02,6795-8375,0,NA,0.44,-0.8209805520698302,27.316666666666666
Randolph Southern School Corporation,6805,Clarksville Community School Corporation,1000,2023,1,#0868ac,-84.94629119999999,40.0508894,38.302952,-85.76037,Public,1,#d95f02,6805-1000,0,NA,1.1,0.09531017980432492,175.7
Randolph Southern School Corporation,6805,Union School Corporation,6795,2023,2.23606797749979,#0868ac,-84.94629119999999,40.0508894,40.0481017,-85.1251322,Public,5,#d95f02,6805-6795,0,NA,5.49,1.7029282555214391,17.516666666666666
Randolph Southern School Corporation,6805,Northeastern Wayne Schools,8375,2023,5.5677643628300215,#0868ac,-84.94629119999999,40.0508894,39.95560280000001,-84.91746189999999,Public,31,#d95f02,6805-8375,0,NA,34.07,3.5284172316728752,16.483333333333334
Monroe Central School Corporation,6820,Clarksville Community School Corporation,1000,2023,1.7320508075688772,#0868ac,-85.165861,40.1725925,38.302952,-85.76037,Public,3,#d95f02,6820-1000,0,NA,2.75,1.01160091167848,179.56666666666666
Monroe Central School Corporation,6820,Cloverdale Community Schools,6750,2023,1,#0868ac,-85.165861,40.1725925,39.5109654,-86.78998399999999,Public,1,#d95f02,6820-6750,0,NA,0.92,-0.08338160893905101,124.46666666666667
Monroe Central School Corporation,6820,Union School Corporation,6795,2023,4.358898943540674,#0868ac,-85.165861,40.1725925,40.0481017,-85.1251322,Public,19,#d95f02,6820-6795,0,NA,17.43,2.8581928595319295,21.266666666666666
Randolph Central School Corporation,6825,Cowan Community School Corporation,1900,2023,1.7320508075688772,#0868ac,-84.9800068,40.1727229,40.1080198,-85.3931312,Public,3,#d95f02,6825-1900,0,NA,1.36,0.3074846997479607,36.7
Randolph Central School Corporation,6825,Union School Corporation,6795,2023,4.69041575982343,#0868ac,-84.9800068,40.1727229,40.0481017,-85.1251322,Public,22,#d95f02,6825-6795,0,NA,10,2.302585092994046,30.833333333333332
Randolph Central School Corporation,6825,Northeastern Wayne Schools,8375,2023,2.23606797749979,#0868ac,-84.9800068,40.1727229,39.95560280000001,-84.91746189999999,Public,5,#d95f02,6825-8375,0,NA,2.27,0.8197798314933114,27.5
Randolph Eastern School Corporation,6835,Clarksville Community School Corporation,1000,2023,2,#0868ac,-84.8146277,40.2055819,38.302952,-85.76037,Public,4,#d95f02,6835-1000,0,NA,4.4,1.4816045409242156,193.01666666666668
Randolph Eastern School Corporation,6835,Union School Corporation,6795,2023,3.1622776601683795,#0868ac,-84.8146277,40.2055819,40.0481017,-85.1251322,Public,10,#d95f02,6835-6795,0,NA,10.99,2.39698576841553,39.166666666666664
South Ripley Community School Corporation,6865,Clarksville Community School Corporation,1000,2023,1,#0868ac,-85.2519035,39.0719988,38.302952,-85.76037,Public,1,#d95f02,6865-1000,0,NA,0.53,-0.6348782724359695,82.78333333333333
South Ripley Community School Corporation,6865,Union School Corporation,6795,2023,3,#0868ac,-85.2519035,39.0719988,40.0481017,-85.1251322,Public,9,#d95f02,6865-6795,0,NA,4.76,1.5602476682433286,119.26666666666667
Batesville Community School Corporation,6895,Clarksville Community School Corporation,1000,2023,2,#0868ac,-85.222184,39.3000511,38.302952,-85.76037,Public,4,#d95f02,6895-1000,0,NA,1.61,0.4762341789963717,113.06666666666666
Batesville Community School Corporation,6895,Union School Corporation,6795,2023,3.872983346207417,#0868ac,-85.222184,39.3000511,40.0481017,-85.1251322,Public,15,#d95f02,6895-6795,0,NA,6.02,1.7950872593207297,85.9
Jac-Cen-Del Community School Corporation,6900,Union School Corporation,6795,2023,1.4142135623730951,#0868ac,-85.2938475,39.1357483,40.0481017,-85.1251322,Public,2,#d95f02,6900-6795,0,NA,1.46,0.37843643572024505,100.41666666666667
Milan Community Schools,6910,Clarksville Community School Corporation,1000,2023,1.4142135623730951,#0868ac,-85.1249009,39.1205004,38.302952,-85.76037,Public,2,#d95f02,6910-1000,0,NA,0.97,-0.03045920748470857,98.91666666666667
Milan Community Schools,6910,Union School Corporation,6795,2023,2,#0868ac,-85.1249009,39.1205004,40.0481017,-85.1251322,Public,4,#d95f02,6910-6795,0,NA,1.94,0.6626879730752367,106.31666666666666
Rush County Schools,6995,Clarksville Community School Corporation,1000,2023,2.23606797749979,#0868ac,-85.44879929999999,39.6151833,38.302952,-85.76037,Public,5,#d95f02,6995-1000,0,NA,1.48,0.3920420877760237,114.53333333333333
Rush County Schools,6995,Union School Corporation,6795,2023,4.898979485566356,#0868ac,-85.44879929999999,39.6151833,40.0481017,-85.1251322,Public,24,#d95f02,6995-6795,0,NA,7.12,1.9629077254238845,60.31666666666667
John Glenn School Corporation,7150,Clarksville Community School Corporation,1000,2023,2,#0868ac,-86.4810553,41.4580488,38.302952,-85.76037,Public,4,#d95f02,7150-1000,0,NA,2.23,0.8020015854720274,236.25
John Glenn School Corporation,7150,South Central Community School Corporation,4940,2023,1.4142135623730951,#0868ac,-86.4810553,41.4580488,41.4650155,-86.8162286,Public,2,#d95f02,7150-4940,0,NA,1.12,0.11332868530700328,35.38333333333333
John Glenn School Corporation,7150,Union School Corporation,6795,2023,4,#0868ac,-86.4810553,41.4580488,40.0481017,-85.1251322,Public,16,#d95f02,7150-6795,0,NA,8.94,2.190535589185423,168.21666666666667
Penn-Harris-Madison School Corporation,7175,Clarksville Community School Corporation,1000,2023,3,#0868ac,-86.1086141,41.6821269,38.302952,-85.76037,Public,9,#d95f02,7175-1000,0,NA,0.63,-0.4620354595965587,241.86666666666667
Penn-Harris-Madison School Corporation,7175,Cloverdale Community Schools,6750,2023,5.291502622129181,#0868ac,-86.1086141,41.6821269,39.5109654,-86.78998399999999,Public,28,#d95f02,7175-6750,0,NA,1.96,0.6729444732424258,177.41666666666666
Penn-Harris-Madison School Corporation,7175,Union School Corporation,6795,2023,7.416198487095663,#0868ac,-86.1086141,41.6821269,40.0481017,-85.1251322,Public,55,#d95f02,7175-6795,0,NA,3.85,1.3480731482996928,171.41666666666666
School City of Mishawaka,7200,Clarksville Community School Corporation,1000,2023,4.358898943540674,#0868ac,-86.1793878,41.6491866,38.302952,-85.76037,Public,19,#d95f02,7200-1000,0,NA,1.76,0.5653138090500605,247.06666666666666
School City of Mishawaka,7200,Cloverdale Community Schools,6750,2023,2.23606797749979,#0868ac,-86.1793878,41.6491866,39.5109654,-86.78998399999999,Public,5,#d95f02,7200-6750,0,NA,0.46,-0.7765287894989963,182.61666666666667
School City of Mishawaka,7200,Union School Corporation,6795,2023,7.54983443527075,#0868ac,-86.1793878,41.6491866,40.0481017,-85.1251322,Public,57,#d95f02,7200-6795,0,NA,5.29,1.665818245870208,179.01666666666668
South Bend Community School Corporation,7205,Clarksville Community School Corporation,1000,2023,6.6332495807108,#0868ac,-86.2491572,41.6744616,38.302952,-85.76037,Public,44,#d95f02,7205-1000,0,NA,0.53,-0.6348782724359695,243.88333333333333
South Bend Community School Corporation,7205,Cloverdale Community Schools,6750,2023,4.69041575982343,#0868ac,-86.2491572,41.6744616,39.5109654,-86.78998399999999,Public,22,#d95f02,7205-6750,0,NA,0.26,-1.3470736479666092,179.45
South Bend Community School Corporation,7205,Union School Corporation,6795,2023,10.677078252031311,#0868ac,-86.2491572,41.6744616,40.0481017,-85.1251322,Public,114,#d95f02,7205-6795,0,NA,1.36,0.3074846997479607,175.85
Union-North United School Corporation,7215,Clarksville Community School Corporation,1000,2023,2.8284271247461903,#0868ac,-86.3049085,41.47752070000001,38.302952,-85.76037,Public,8,#d95f02,7215-1000,0,NA,2.52,0.924258901523332,225.01666666666668
Union-North United School Corporation,7215,Union School Corporation,6795,2023,2.8284271247461903,#0868ac,-86.3049085,41.47752070000001,40.0481017,-85.1251322,Public,8,#d95f02,7215-6795,0,NA,2.52,0.924258901523332,156.98333333333332
Scott County School District 1,7230,Clarksville Community School Corporation,1000,2023,2.23606797749979,#0868ac,-85.80595819999999,38.7415038,38.302952,-85.76037,Public,5,#d95f02,7230-1000,0,NA,3.16,1.1505720275988207,37
Scott County School District 1,7230,Union School Corporation,6795,2023,3.1622776601683795,#0868ac,-85.80595819999999,38.7415038,40.0481017,-85.1251322,Public,10,#d95f02,7230-6795,0,NA,6.33,1.8453002361560848,138.9
Scott County School District 2,7255,Clarksville Community School Corporation,1000,2023,2.8284271247461903,#0868ac,-85.7663851,38.6844525,38.302952,-85.76037,Public,8,#d95f02,7255-1000,0,NA,2.96,1.085189268335969,34.4
Scott County School District 2,7255,Cloverdale Community Schools,6750,2023,1.4142135623730951,#0868ac,-85.7663851,38.6844525,39.5109654,-86.78998399999999,Public,2,#d95f02,7255-6750,0,NA,0.74,-0.3011050927839216,118.73333333333333
Scott County School District 2,7255,Union School Corporation,6795,2023,4.69041575982343,#0868ac,-85.7663851,38.6844525,40.0481017,-85.1251322,Public,22,#d95f02,7255-6795,0,NA,8.15,2.0980179272527715,146.85
Shelby Eastern Schools,7285,Clarksville Community School Corporation,1000,2023,1.7320508075688772,#0868ac,-85.6698547,39.561657,38.302952,-85.76037,Public,3,#d95f02,7285-1000,0,NA,0.94,-0.06187540371808753,103.16666666666667
Shelby Eastern Schools,7285,Union School Corporation,6795,2023,5,#0868ac,-85.6698547,39.561657,40.0481017,-85.1251322,Public,25,#d95f02,7285-6795,0,NA,7.81,2.0554049638515948,71.93333333333334
Northwestern Consolidated School Corporation,7350,Clarksville Community School Corporation,1000,2023,1.7320508075688772,#0868ac,-85.8743294,39.6107433,38.302952,-85.76037,Public,3,#d95f02,7350-1000,0,NA,2.4,0.8754687373538999,104.08333333333333
Northwestern Consolidated School Corporation,7350,Beech Grove City Schools,5380,2023,1.4142135623730951,#0868ac,-85.8743294,39.6107433,39.7127309,-86.076734,Public,2,#d95f02,7350-5380,0,NA,1.6,0.4700036292457356,21.1
Northwestern Consolidated School Corporation,7350,Union School Corporation,6795,2023,2.6457513110645907,#0868ac,-85.8743294,39.6107433,40.0481017,-85.1251322,Public,7,#d95f02,7350-6795,0,NA,5.6,1.7227665977411035,81.38333333333334
Southwestern Consolidated School Shelby County,7360,Beech Grove City Schools,5380,2023,1,#0868ac,-85.84558439999999,39.4410806,39.7127309,-86.076734,Public,1,#d95f02,7360-5380,0,NA,0.75,-0.2876820724517809,30.166666666666668
Southwestern Consolidated School Shelby County,7360,Union School Corporation,6795,2023,1.4142135623730951,#0868ac,-85.84558439999999,39.4410806,40.0481017,-85.1251322,Public,2,#d95f02,7360-6795,0,NA,1.5,0.4054651081081644,89.05
Shelbyville Central Schools,7365,Clarksville Community School Corporation,1000,2023,3.872983346207417,#0868ac,-85.7599292,39.5196499,38.302952,-85.76037,Public,15,#d95f02,7365-1000,0,NA,3.87,1.3532545070416904,100.31666666666666
Shelbyville Central Schools,7365,Union School Corporation,6795,2023,4.358898943540674,#0868ac,-85.7599292,39.5196499,40.0481017,-85.1251322,Public,19,#d95f02,7365-6795,0,NA,4.9,1.589235205116581,77.48333333333333
North Spencer County School Corporation,7385,Clarksville Community School Corporation,1000,2023,1.4142135623730951,#0868ac,-86.9949372,38.1226369,38.302952,-85.76037,Public,2,#d95f02,7385-1000,0,NA,1.53,0.4252677354043441,80.11666666666666
North Spencer County School Corporation,7385,Union School Corporation,6795,2023,2.23606797749979,#0868ac,-86.9949372,38.1226369,40.0481017,-85.1251322,Public,5,#d95f02,7385-6795,0,NA,3.82,1.3402504226184837,230.3
South Spencer County School Corporation,7445,Clarksville Community School Corporation,1000,2023,2.23606797749979,#0868ac,-87.0511065,37.8796483,38.302952,-85.76037,Public,5,#d95f02,7445-1000,0,NA,3.85,1.3480731482996928,96.03333333333333
South Spencer County School Corporation,7445,Cloverdale Community Schools,6750,2023,1,#0868ac,-87.0511065,37.8796483,39.5109654,-86.78998399999999,Public,1,#d95f02,7445-6750,0,NA,0.77,-0.2613647641344075,149.6
South Spencer County School Corporation,7445,Union School Corporation,6795,2023,3.1622776601683795,#0868ac,-87.0511065,37.8796483,40.0481017,-85.1251322,Public,10,#d95f02,7445-6795,0,NA,7.69,2.039920783517553,241.26666666666668
Oregon-Davis School Corporation,7495,South Central Community School Corporation,4940,2023,2.8284271247461903,#0868ac,-86.5528671,41.3892494,41.4650155,-86.8162286,Public,8,#d95f02,7495-4940,0,NA,2.99,1.095273387402595,17.683333333333334
Oregon-Davis School Corporation,7495,Union School Corporation,6795,2023,1.7320508075688772,#0868ac,-86.5528671,41.3892494,40.0481017,-85.1251322,Public,3,#d95f02,7495-6795,0,NA,1.12,0.11332868530700328,170.41666666666666
North Judson-San Pierre School Corporation,7515,Clarksville Community School Corporation,1000,2023,1,#0868ac,-86.7857581,41.2110215,38.302952,-85.76037,Public,1,#d95f02,7515-1000,0,NA,0.33,-1.1086626245216111,220.76666666666668
North Judson-San Pierre School Corporation,7515,South Central Community School Corporation,4940,2023,2.23606797749979,#0868ac,-86.7857581,41.2110215,41.4650155,-86.8162286,Public,5,#d95f02,7515-4940,0,NA,1.63,0.4885800148186709,27.266666666666666
North Judson-San Pierre School Corporation,7515,Union School Corporation,6795,2023,2,#0868ac,-86.7857581,41.2110215,40.0481017,-85.1251322,Public,4,#d95f02,7515-6795,0,NA,1.31,0.2700271372130602,168.58333333333334
Knox Community School Corporation,7525,Clarksville Community School Corporation,1000,2023,1.7320508075688772,#0868ac,-86.62445699999999,41.2865936,38.302952,-85.76037,Public,3,#d95f02,7525-1000,0,NA,1.08,0.0769610411361284,235.51666666666668
Knox Community School Corporation,7525,South Central Community School Corporation,4940,2023,2.23606797749979,#0868ac,-86.62445699999999,41.2865936,41.4650155,-86.8162286,Public,5,#d95f02,7525-4940,0,NA,1.79,0.5822156198526637,24.916666666666668
Knox Community School Corporation,7525,Union School Corporation,6795,2023,4,#0868ac,-86.62445699999999,41.2865936,40.0481017,-85.1251322,Public,16,#d95f02,7525-6795,0,NA,5.73,1.7457155307266483,167.48333333333332
Fremont Community Schools,7605,Clarksville Community School Corporation,1000,2023,1.4142135623730951,#0868ac,-84.9327395,41.7308834,38.302952,-85.76037,Public,2,#d95f02,7605-1000,0,NA,1.9,0.6418538861723947,255.18333333333334
Fremont Community Schools,7605,Union School Corporation,6795,2023,3.3166247903554,#0868ac,-84.9327395,41.7308834,40.0481017,-85.1251322,Public,11,#d95f02,7605-6795,0,NA,10.48,2.349468678892896,142.88333333333333
Hamilton Community Schools,7610,Clarksville Community School Corporation,1000,2023,1,#0868ac,-84.91995899999999,41.522286,38.302952,-85.76037,Public,1,#d95f02,7610-1000,0,NA,0.48,-0.7339691750802004,247.85
Hamilton Community Schools,7610,Cloverdale Community Schools,6750,2023,1.7320508075688772,#0868ac,-84.91995899999999,41.522286,39.5109654,-86.78998399999999,Public,3,#d95f02,7610-6750,0,NA,1.45,0.371563556432483,192.73333333333332
Hamilton Community Schools,7610,Union School Corporation,6795,2023,3,#0868ac,-84.91995899999999,41.522286,40.0481017,-85.1251322,Public,9,#d95f02,7610-6795,0,NA,4.35,1.4701758451005926,135.53333333333333
Metropolitan School District Steuben County,7615,Clarksville Community School Corporation,1000,2023,3.7416573867739418,#0868ac,-84.9984731,41.63222890000001,38.302952,-85.76037,Public,14,#d95f02,7615-1000,0,NA,4.07,1.4036429994545037,250.63333333333333
Metropolitan School District Steuben County,7615,Union School Corporation,6795,2023,4,#0868ac,-84.9984731,41.63222890000001,40.0481017,-85.1251322,Public,16,#d95f02,7615-6795,0,NA,4.65,1.536867219599265,138.31666666666666
Northeast School Corporation,7645,Clarksville Community School Corporation,1000,2023,1.7320508075688772,#0868ac,-87.3034771,39.1863242,38.302952,-85.76037,Public,3,#d95f02,7645-1000,0,NA,0.58,-0.5447271754416722,166.23333333333332
Northeast School Corporation,7645,Union School Corporation,6795,2023,3,#0868ac,-87.3034771,39.1863242,40.0481017,-85.1251322,Public,9,#d95f02,7645-6795,0,NA,1.75,0.5596157879354227,153.96666666666667
Southwest School Corporation,7715,Clarksville Community School Corporation,1000,2023,1.4142135623730951,#0868ac,-87.4058525,39.0953199,38.302952,-85.76037,Public,2,#d95f02,7715-1000,0,NA,0.71,-0.342490308946776,160.35
Southwest School Corporation,7715,Union School Corporation,6795,2023,3,#0868ac,-87.4058525,39.0953199,40.0481017,-85.1251322,Public,9,#d95f02,7715-6795,0,NA,3.18,1.1568811967920856,160.58333333333334
Switzerland County School Corporation,7775,Clarksville Community School Corporation,1000,2023,1.7320508075688772,#0868ac,-85.0844188,38.7387378,38.302952,-85.76037,Public,3,#d95f02,7775-1000,0,NA,2.26,0.8153648132841944,84.18333333333334
Switzerland County School Corporation,7775,Union School Corporation,6795,2023,4.358898943540674,#0868ac,-85.0844188,38.7387378,40.0481017,-85.1251322,Public,19,#d95f02,7775-6795,0,NA,14.29,2.659559991941776,143.75
Lafayette School Corporation,7855,Clarksville Community School Corporation,1000,2023,4.47213595499958,#0868ac,-86.8716805,40.4212346,38.302952,-85.76037,Public,20,#d95f02,7855-1000,0,NA,2.12,0.7514160886839212,159.9
Lafayette School Corporation,7855,Cloverdale Community Schools,6750,2023,2,#0868ac,-86.8716805,40.4212346,39.5109654,-86.78998399999999,Public,4,#d95f02,7855-6750,0,NA,0.42,-0.8675005677047231,94.55
Lafayette School Corporation,7855,Union School Corporation,6795,2023,7,#0868ac,-86.8716805,40.4212346,40.0481017,-85.1251322,Public,49,#d95f02,7855-6795,0,NA,5.2,1.6486586255873816,124.23333333333333
Tippecanoe School Corporation,7865,Clarksville Community School Corporation,1000,2023,7.3484692283495345,#0868ac,-86.9042951,40.392306,38.302952,-85.76037,Public,54,#d95f02,7865-1000,0,NA,4.01,1.3887912413184778,153.36666666666667
Tippecanoe School Corporation,7865,Cloverdale Community Schools,6750,2023,5.916079783099616,#0868ac,-86.9042951,40.392306,39.5109654,-86.78998399999999,Public,35,#d95f02,7865-6750,0,NA,2.6,0.9555114450274363,80.75
Tippecanoe School Corporation,7865,Union School Corporation,6795,2023,7.745966692414834,#0868ac,-86.9042951,40.392306,40.0481017,-85.1251322,Public,60,#d95f02,7865-6795,0,NA,4.46,1.4951487660319729,117.7
West Lafayette Community School Corporation,7875,Clarksville Community School Corporation,1000,2023,2.449489742783178,#0868ac,-86.90548969999999,40.4371308,38.302952,-85.76037,Public,6,#d95f02,7875-1000,0,NA,6.06,1.801709800081223,163.23333333333332
West Lafayette Community School Corporation,7875,Union School Corporation,6795,2023,4.58257569495584,#0868ac,-86.90548969999999,40.4371308,40.0481017,-85.1251322,Public,21,#d95f02,7875-6795,0,NA,21.21,3.0544727685765913,127.55
Tri-Central Community Schools,7935,Eastern Howard School Corporation,3480,2023,5.291502622129181,#0868ac,-86.0515635,40.3730602,40.475289,-85.966644,Public,28,#d95f02,7935-3480,0,NA,21.88,3.085572977553781,19.216666666666665
Tri-Central Community Schools,7935,Union School Corporation,6795,2023,2.23606797749979,#0868ac,-86.0515635,40.3730602,40.0481017,-85.1251322,Public,5,#d95f02,7935-6795,0,NA,3.91,1.3635373739972745,81.35
Tipton Community School Corporation,7945,Clarksville Community School Corporation,1000,2023,3.1622776601683795,#0868ac,-86.03973479999999,40.271437,38.302952,-85.76037,Public,10,#d95f02,7945-1000,0,NA,3.65,1.2947271675944,149
Tipton Community School Corporation,7945,Eastern Howard School Corporation,3480,2023,2,#0868ac,-86.03973479999999,40.271437,40.475289,-85.966644,Public,4,#d95f02,7945-3480,0,NA,1.46,0.37843643572024505,28.583333333333332
Tipton Community School Corporation,7945,Union School Corporation,6795,2023,3.605551275463989,#0868ac,-86.03973479999999,40.271437,40.0481017,-85.1251322,Public,13,#d95f02,7945-6795,0,NA,4.74,1.556037135706985,77.5
Union County-College Corner Joint School District,7950,Clarksville Community School Corporation,1000,2023,2,#0868ac,-84.9171539,39.6367448,38.302952,-85.76037,Public,4,#d95f02,7950-1000,0,NA,5.97,1.786746927404511,151.5
Union County-College Corner Joint School District,7950,Union School Corporation,6795,2023,3.605551275463989,#0868ac,-84.9171539,39.6367448,40.0481017,-85.1251322,Public,13,#d95f02,7950-6795,0,NA,19.4,2.9652730660692823,60.166666666666664
Union County-College Corner Joint School District,7950,Northeastern Wayne Schools,8375,2023,1,#0868ac,-84.9171539,39.6367448,39.95560280000001,-84.91746189999999,Public,1,#d95f02,7950-8375,0,NA,1.49,0.3987761199573678,39.2
Evansville Vanderburgh School Corporation,7995,Clarksville Community School Corporation,1000,2023,7.0710678118654755,#0868ac,-87.563493,37.9726009,38.302952,-85.76037,Public,50,#d95f02,7995-1000,0,NA,1.33,0.28517894223366247,105.21666666666667
Evansville Vanderburgh School Corporation,7995,Cloverdale Community Schools,6750,2023,5.0990195135927845,#0868ac,-87.563493,37.9726009,39.5109654,-86.78998399999999,Public,26,#d95f02,7995-6750,0,NA,0.69,-0.37106368139083207,124.26666666666667
Evansville Vanderburgh School Corporation,7995,Union School Corporation,6795,2023,12.12435565298214,#0868ac,-87.563493,37.9726009,40.0481017,-85.1251322,Public,147,#d95f02,7995-6795,0,NA,3.92,1.366091653802371,215.91666666666666
North Vermillion Community School Corporation,8010,Union School Corporation,6795,2023,1,#0868ac,-87.4519791,39.9669441,40.0481017,-85.1251322,Public,1,#d95f02,8010-6795,0,NA,1.85,0.6151856390902335,153.9
