corp_id,corp_name,schl_id,schl_name,IREAD_pct
4415,Warsaw Community Schools,3661,Jefferson Elementary School,0.75
4415,Warsaw Community Schools,3665,Lincoln Elementary School,0.837
4415,Warsaw Community Schools,3673,Madison Elementary School,0.831
4415,Warsaw Community Schools,3677,Washington Elementary School,0.893
4445,Tippecanoe Valley School Corp,2139,Akron Elementary School,0.828
4445,Tippecanoe Valley School Corp,3603,Mentone Elementary School,0.854
4455,Whitko Community School Corp,3642,Pierceton Elementary School,0.737
4455,Whitko Community School Corp,9173,South Whitley Elementary School,0.886
4515,Prairie Heights Community Sch Corp,3686,Prairie Heights Elementary School,0.898
4525,Westview School Corporation,3698,Topeka Elementary School,0.851
4525,Westview School Corporation,3704,Meadowview Elementary School,NA
4525,Westview School Corporation,3714,Shipshewana-Scott Elementary Sch,0.889
4535,Lakeland School Corporation,3739,Lakeland Intermediate School,0.716
4570,NW Indiana Special Education Coop,4287,Eagle Park Community School,NA
4580,Hanover Community School Corp,3780,Red Cedars Elementary,0.915
4590,River Forest Community Sch Corp,3797,Henry S Evans Elementary School,NA
4590,River Forest Community Sch Corp,3805,John I Meister Elementary School,NA
4600,Merrillville Community School Corp,3821,Henry P Fieler Elementary School,0.678
4600,Merrillville Community School Corp,3822,Homer Iddings Elementary School,0.76
4600,Merrillville Community School Corp,3826,Edgar L Miller Elementary School,0.662
4600,Merrillville Community School Corp,3827,John Wood Elementary School,0.729
4600,Merrillville Community School Corp,3829,Jonas E Salk Elementary School,0.82
4615,Lake Central School Corporation,3837,Kolling Elementary School,0.892
4615,Lake Central School Corporation,3839,George Bibich Elementary School,0.964
4615,Lake Central School Corporation,3840,James H Watson Elementary School,0.872
4615,Lake Central School Corporation,3843,Protsman Elementary School,0.946
4615,Lake Central School Corporation,4349,Homan Elementary School,0.902
4615,Lake Central School Corporation,4351,Peifer Elementary School,0.888
4645,Tri-Creek School Corporation,3753,Oak Hill Elementary School,0.841
4645,Tri-Creek School Corporation,3845,Lake Prairie Elementary School,1
4645,Tri-Creek School Corporation,3848,Three Creeks Elem School,0.957
4650,Lake Ridge New Tech Schools,3885,Longfellow New Tech Elementary Sch,0.52
4660,Crown Point Community School Corp,3769,Douglas MacArthur Elem School,1
4660,Crown Point Community School Corp,3773,Dwight D Eisenhower Elem School,0.901
4660,Crown Point Community School Corp,3903,Lake Street Elementary School,0.92
4660,Crown Point Community School Corp,3905,Solon Robinson Elementary School,0.949
4660,Crown Point Community School Corp,3907,Jerry Ross Elementary School,0.866
4660,Crown Point Community School Corp,3913,Timothy Ball Elementary School,0.926
4670,School City of East Chicago,3941,Benjamin Harrison Elementary Sch,0.618
4670,School City of East Chicago,3945,Abraham Lincoln Elementary School,NA
4670,School City of East Chicago,3953,William McKinley Elementary School,0.585
4670,School City of East Chicago,3961,George Washington Elementary Sch,0.503
4680,Lake Station Community Schools,3973,Alexander Hamilton Elementary Sch,NA
4680,Lake Station Community Schools,3975,Virgil I Bailey Elementary School,0.708
4690,Gary Community School Corp,4053,Banneker Elementary at Marquette,NA
4690,Gary Community School Corp,4061,Beveridge Elementary School,NA
4690,Gary Community School Corp,4068,Gary Virtual Academy,NA
4690,Gary Community School Corp,4086,Frankie Woods McCullough Academy,0.558
4690,Gary Community School Corp,4155,Glen Park Acad for Excel in Lrn,0.542
4690,Gary Community School Corp,4169,Daniel Hale Williams Elem Sch,0.481
4700,Griffith Public Schools,4171,Beiriger Elementary School,0.843
4710,School City of Hammond,4422,Joseph Hess Elementary School,0.587
4710,School City of Hammond,4449,Thomas A Edison Elementary School,0.687
4710,School City of Hammond,4451,Benjamin Franklin Elementary Sch,0.523
4710,School City of Hammond,4453,Warren G Harding Elementary School,0.524
4710,School City of Hammond,4455,Washington Irving Elementary Sch,0.515
4710,School City of Hammond,4457,Thomas Jefferson Elementary School,0.715
4710,School City of Hammond,4459,Kenwood Elementary School,0.7
4710,School City of Hammond,4463,Abraham Lincoln Elementary School,0.569
4710,School City of Hammond,4465,Annie Burns-Hicks Elementary School,0.545
4710,School City of Hammond,4469,Morton Elementary School,0.626
4710,School City of Hammond,4479,Lew Wallace Elementary School,0.529
4710,School City of Hammond,4484,Frank O'Bannon Elementary School,0.562
4720,School Town of Highland,4285,Judith Morton Johnston Elementary,0.934
4720,School Town of Highland,4290,Mildred Merkley Elementary School,0.766
4720,School Town of Highland,4301,Southridge Elementary School,0.871
4720,School Town of Highland,4303,Allen J Warren Elementary School,0.902
4730,School City of Hobart,4317,Liberty Elementary School,0.943
4730,School City of Hobart,4325,Veterans Elementary School at Mundell,0.836
4730,School City of Hobart,4327,Joan Martin Elementary School,0.761
4740,School Town of Munster,4337,James B Eads Elementary School,0.927
4740,School Town of Munster,4341,Ernest R Elliott Elementary School,0.976
4740,School Town of Munster,4343,Frank H Hammond Elementary School,0.972
4760,School City of Whiting,4361,Nathan Hale Elementary School,0.876
4805,New Prairie United School Corp,4679,Prairie View Elementary School,0.917
4805,New Prairie United School Corp,4693,Rolling Prairie Elementary School,0.958
4805,New Prairie United School Corp,7349,Olive Township Elementary School,0.992
4860,MSD of New Durham Township,4699,Westville Elementary School,0.862
4915,Tri-Township Cons School Corp,4696,Tri-Township Elementary School,0.95
4925,Michigan City Area Schools,4373,Coolspring Elementary School,0.707
4925,Michigan City Area Schools,4713,Springfield Elementary School,NA
4925,Michigan City Area Schools,4805,Edgewood Elementary School,0.637
4925,Michigan City Area Schools,4811,Lake Hills Elementary School,NA
4925,Michigan City Area Schools,4821,Joy Elementary School,0.753
4925,Michigan City Area Schools,4825,Knapp Elementary School,0.838
4925,Michigan City Area Schools,4833,Marsh Elementary School,NA
4925,Michigan City Area Schools,6829,Pine Elementary School,0.667
4940,South Central Com School Corp,4734,South Central Elementary School,0.955
4945,LaPorte Community School Corp,4707,Indian Trail Elementary School,0.782
4945,LaPorte Community School Corp,4721,Kingsford Heights Elementary Sch,NA
4945,LaPorte Community School Corp,4727,Kingsbury Elementary School,0.925
4945,LaPorte Community School Corp,4749,Hailmann Elementary School,NA
4945,LaPorte Community School Corp,4753,F Willard Crichfield Elementary,0.94
4945,LaPorte Community School Corp,4757,Lincoln Elementary School,NA
4945,LaPorte Community School Corp,4767,Riley Elementary School,NA
4945,LaPorte Community School Corp,4773,Handley Elementary School,0.883
5075,North Lawrence Com Schools,4864,Needmore Elementary School,0.878
5075,North Lawrence Com Schools,4885,Oolitic School,0.785
5075,North Lawrence Com Schools,4889,Shawswick Elementary School,0.838
5075,North Lawrence Com Schools,4909,Lincoln Elementary School,0.944
5075,North Lawrence Com Schools,4932,Parkview Elementary School,0.839
5085,Mitchell Community Schools,4861,Burris Elementary School,0.847
5245,Frankton-Lapel Community Schools,5009,Frankton Elementary School,0.99
5245,Frankton-Lapel Community Schools,5025,Lapel Elementary School,0.914
5255,South Madison Com Sch Corp,4935,East Elementary School,0.839
5255,South Madison Com Sch Corp,5061,Pendleton Elementary School,0.973
5255,South Madison Com Sch Corp,5064,Maple Ridge Elementary School,0.977
5265,Alexandria Community School Corp,5065,Alexandria Monroe Elementary School,0.854
5275,Anderson Community School Corp,4953,Edgewood Elementary School,NA
5275,Anderson Community School Corp,4977,Tenth Street Elementary School,0.777
5275,Anderson Community School Corp,5033,Valley Grove Elementary School,0.712
5275,Anderson Community School Corp,5102,Eastside Elementary School,0.765
5275,Anderson Community School Corp,5142,Anderson Elementary School,0.445
5275,Anderson Community School Corp,5146,Erskine Elementary School,0.781
5280,Elwood Community School Corp,5151,Elwood Intermediate School,0.691
5300,MSD Decatur Township,5178,Gold Academy,0.773
5300,MSD Decatur Township,5179,Blue Academy,0.831
5300,MSD Decatur Township,5185,Stephen Decatur Elementary School,0.727
5300,MSD Decatur Township,5187,Valley Mills Elementary School,0.829
5300,MSD Decatur Township,5189,West Newton Elementary School,0.864
5300,MSD Decatur Township,5192,Lynwood Elementary,NA
5310,Franklin Township Com Sch Corp,5194,South Creek Elementary,0.866
5310,Franklin Township Com Sch Corp,5198,Thompson Crossing Elementary Sch,0.765
5310,Franklin Township Com Sch Corp,5200,Mary Adams Elementary School,0.862
5310,Franklin Township Com Sch Corp,5201,Acton Elementary School,0.861
5310,Franklin Township Com Sch Corp,5202,Arlington Elementary School,0.82
5310,Franklin Township Com Sch Corp,5205,Bunker Hill Elementary School,0.799
5330,MSD Lawrence Township,5281,Brook Park Elementary School,0.54
5330,MSD Lawrence Township,5283,Mary Evelyn Castle Elementary Sch,0.778
5330,MSD Lawrence Township,5285,Crestview Elementary School,0.767
5330,MSD Lawrence Township,5287,Amy Beverland Elementary,0.85
5330,MSD Lawrence Township,5289,Harrison Hill Elementary School,0.581
5330,MSD Lawrence Township,5293,Indian Creek Elementary School,0.482
5330,MSD Lawrence Township,5294,Forest Glen Elementary School,0.891
5330,MSD Lawrence Township,5295,Winding Ridge Elementary School,0.621
5330,MSD Lawrence Township,5296,Oaklandon Elementary School,0.726
5330,MSD Lawrence Township,5298,Skiles Test Elementary School,0.652
5330,MSD Lawrence Township,5299,Sunnyside Elementary School,0.54
5340,Perry Township Schools,5321,William Henry Burkhart Elementary,0.708
5340,Perry Township Schools,5322,Mary Bryan Elementary School,0.788
5340,Perry Township Schools,5325,Clinton Young Elementary School,0.316
5340,Perry Township Schools,5333,Glenns Valley Elementary School,0.743
5340,Perry Township Schools,5337,Abraham Lincoln Elementary School,0.601
5340,Perry Township Schools,5338,Douglas MacArthur Elementary Sch,0.881
5340,Perry Township Schools,5345,Homecroft Elementary School,0.792
5340,Perry Township Schools,5347,Southport Elementary School,0.622
5340,Perry Township Schools,5351,Winchester Village Elementary,0.478
5340,Perry Township Schools,5366,Jeremiah Gray Elementary School,0.857
5340,Perry Township Schools,5372,Rosa Parks Elementary School,0.839
5350,MSD Pike Township,5349,Fishback Creek Public Academy,0.863
5350,MSD Pike Township,5352,Deer Run Elementary,0.756
5350,MSD Pike Township,5354,College Park Elementary School,0.622
5350,MSD Pike Township,5357,Central Elementary School,0.683
5350,MSD Pike Township,5358,Eagle Creek Elementary School,0.753
5350,MSD Pike Township,5359,Eastbrook Elementary School,0.681
5350,MSD Pike Township,5360,Guion Creek Elementary School,0.708
5350,MSD Pike Township,5363,Snacks Crossing Elementary School,0.465
5350,MSD Pike Township,5378,New Augusta Public Academy - South,0.693
5360,MSD Warren Township,5369,Eastridge Elementary School,0.778
5360,MSD Warren Township,5370,Hawthorne Elementary School,0.664
5360,MSD Warren Township,5373,Grassy Creek Elementary School,0.7
5360,MSD Warren Township,5375,Lakeside Elementary School,0.548
5360,MSD Warren Township,5377,Lowell Elementary School,0.85
5360,MSD Warren Township,5379,Warren Online Academy,NA
5360,MSD Warren Township,5386,Pleasant Run Elementary School,0.576
5360,MSD Warren Township,5389,Sunny Heights Elementary School,0.779
5360,MSD Warren Township,5391,Brookview Elementary School,0.674
5360,MSD Warren Township,5397,Liberty Park Elementary School,0.785
5370,MSD Washington Township,5403,Allisonville Elementary School,0.867
5370,MSD Washington Township,5406,Crooked Creek Elementary School,0.882
5370,MSD Washington Township,5407,Clearwater Elementary School,0.921
5370,MSD Washington Township,5408,Willow Lake Elementary School,0.805
5370,MSD Washington Township,5418,Greenbriar Elementary School,0.756
5370,MSD Washington Township,5427,Nora Elementary School,0.71
5370,MSD Washington Township,5430,Spring Mill Elementary School,0.84
5370,MSD Washington Township,5436,Fox Hill Elementary School,0.853
5375,MSD Wayne Township,5223,Maplewood Elementary School,0.558
5375,MSD Wayne Township,5227,Chapel Glen Elementary School,0.662
5375,MSD Wayne Township,5241,Garden City Elementary School,0.504
5375,MSD Wayne Township,5257,McClelland Elementary School,0.791
5375,MSD Wayne Township,5261,Rhoades Elementary School,0.645
5375,MSD Wayne Township,5265,Robey Elementary School,0.9
5375,MSD Wayne Township,5267,North Wayne Elementary School,0.644
5375,MSD Wayne Township,5268,Achieve Virtual Elementary,NA
5375,MSD Wayne Township,5270,Stout Field Elementary School,0.76
5375,MSD Wayne Township,5271,Sanders School,NA
5375,MSD Wayne Township,5273,Westlake Elementary School,0.594
5375,MSD Wayne Township,5274,Chapelwood Elementary School,0.764
5375,MSD Wayne Township,5446,Bridgeport Elementary School,0.749
5380,Beech Grove City Schools,5457,Central Elementary School,0.764
5385,Indianapolis Public Schools,5498,Cold Spring School,0.504
5385,Indianapolis Public Schools,5515,Thomas D Gregg School 15,NA
5385,Indianapolis Public Schools,5531,James A Garfield School 31,NA
5385,Indianapolis Public Schools,5534,Eleanor Skillen School 34,NA
5385,Indianapolis Public Schools,5538,Center for Inquiry School 70,0.736
5385,Indianapolis Public Schools,5539,William McKinley School 39,0.747
5385,Indianapolis Public Schools,5543,James Whitcomb Riley School 43,NA
5385,Indianapolis Public Schools,5546,Daniel Webster School 46,0.385
5385,Indianapolis Public Schools,5549,William Penn School 49,NA
5385,Indianapolis Public Schools,5551,James Russell Lowell School 51,0.403
5385,Indianapolis Public Schools,5554,Brookside School 54,0.578
5385,Indianapolis Public Schools,5555,IPS/Butler Lab at Eliza Blaker 55,0.725
5385,Indianapolis Public Schools,5556,Francis W Parker School 56,NA
5385,Indianapolis Public Schools,5557,George W Julian School 57,NA
5385,Indianapolis Public Schools,5558,Ralph Waldo Emerson School 58,NA
5385,Indianapolis Public Schools,5560,IPS/Butler Lab at William Bell 60,0.734
5385,Indianapolis Public Schools,5565,Raymond F Brandes School 65,NA
5385,Indianapolis Public Schools,5570,Edison School of the Arts 47,0.717
5385,Indianapolis Public Schools,5574,Theodore Potter School 74,0.798
5385,Indianapolis Public Schools,5577,Merle Sidener Gifted Academy,1
5385,Indianapolis Public Schools,5579,Carl Wilde School 79,0.305
5385,Indianapolis Public Schools,5582,Christian Park School 82,NA
5385,Indianapolis Public Schools,5583,Floro Torrence School 83,NA
5385,Indianapolis Public Schools,5587,George Washington Carver School 87,0.761
5385,Indianapolis Public Schools,5588,Anna Brochhausen School 88,0.488
5385,Indianapolis Public Schools,5590,Ernie Pyle School 90,NA
5385,Indianapolis Public Schools,5591,Rousseau McClellan School 91,0.917
5385,Indianapolis Public Schools,5596,Meredith Nicholson School 96,0.554
5385,Indianapolis Public Schools,5605,Charles Warren Fairbanks Sch 105,0.183
5385,Indianapolis Public Schools,5606,Robert Lee Frost School 106,NA
5385,Indianapolis Public Schools,5607,Lew Wallace School 107,0.37
5385,Indianapolis Public Schools,5609,Jonathan Jennings School 109,NA
5385,Indianapolis Public Schools,5614,Paul I Miller School 114,NA
5385,Indianapolis Public Schools,5619,George S Buck School 94,NA
5385,Indianapolis Public Schools,5623,Arlington Woods School 99,NA
5385,Indianapolis Public Schools,5635,Center For Inquiry School 2,0.897
5385,Indianapolis Public Schools,5659,Center for Inquiry School 84,NA
5385,Indianapolis Public Schools,5662,Clarence Farrington School 61,0.32
5385,Indianapolis Public Schools,5668,Center for Inquiry School 27,0.676
5385,Indianapolis Public Schools,5674,Frederick Douglass School 19,NA
5390,Southside Sp Srvs Of Marion Co,5320,RISE Learning Center,NA
5400,School Town of Speedway,5893,James A Allison Elementary Sch 3,NA
5400,School Town of Speedway,5897,Carl G Fisher Elementary School 1,NA
5400,School Town of Speedway,5901,Arthur C Newby Elementary School 2,0.971
5400,School Town of Speedway,5905,Frank H Wheeler Elementary Sch 4,0.738
5455,Culver Community Schools Corp,5928,Culver Elementary School,0.971
5470,Argos Community Schools,5936,Argos Community Elementary,0.897
5480,Bremen Public Schools,5943,Bremen Elementary/Middle School,0.762
5485,Plymouth Community School Corp,5933,Menominee Elementary School,0.746
5485,Plymouth Community School Corp,5961,Jefferson Elementary School,0.897
5485,Plymouth Community School Corp,5965,Washington Discovery Academy,0.721
5485,Plymouth Community School Corp,5969,Webster Elementary School,0.779
5495,Triton School Corporation,5922,Triton Elementary School,0.911
5520,Shoals Community School Corp,5989,Shoals Community Elementary School,0.881
5525,Loogootee Community Sch Corp,5997,Loogootee Elementary School,0.934
5615,Maconaquah School Corp,6035,Maconaquah Elementary School,0.746
5620,North Miami Community Schools,6051,North Miami Elementary School,0.911
5625,Oak Hill United School Corp,6073,Converse Elementary School,NA
5625,Oak Hill United School Corp,6081,Sweetser Elementary School,0.94
5635,Peru Community Schools,6093,Blair Pointe Upper Elementary,0.884
5705,Richland-Bean Blossom C S C,6153,Edgewood Intermediate School,0.872
5740,Monroe County Community Sch Corp,6123,Unionville Elementary School,NA
5740,Monroe County Community Sch Corp,6134,Lakeview Elementary School,0.895
5740,Monroe County Community Sch Corp,6157,Grandview Elementary School,0.779
5740,Monroe County Community Sch Corp,6162,Highland Park Elementary School,0.706
5740,Monroe County Community Sch Corp,6164,Summit Elementary School,0.771
5740,Monroe County Community Sch Corp,6173,Binford Elementary School,0.886
5740,Monroe County Community Sch Corp,6181,Arlington Heights Elementary Sch,0.602
5740,Monroe County Community Sch Corp,6187,Childs Elementary School,0.914
5740,Monroe County Community Sch Corp,6189,Clear Creek Elementary School,0.78
5740,Monroe County Community Sch Corp,6197,Fairview Elementary School,0.731
5740,Monroe County Community Sch Corp,6213,Marlin Elementary School,NA
5740,Monroe County Community Sch Corp,6225,Templeton Elementary School,0.814
5740,Monroe County Community Sch Corp,6226,University Elementary School,0.802
5835,North Montgomery Com Sch Corp,6240,Pleasant Hill Elementary School,0.791
5835,North Montgomery Com Sch Corp,6243,Lester B Sommer Elementary School,0.904
5835,North Montgomery Com Sch Corp,6246,Sugar Creek Elementary School,0.849
5845,South Montgomery Com Sch Corp,6233,Ladoga Elementary School,NA
5845,South Montgomery Com Sch Corp,6258,Walnut Elementary School,NA
5845,South Montgomery Com Sch Corp,6269,New Market Elementary School,0.909
5855,Crawfordsville Community Schools,6301,Meredith Nicholson Elementary Sch,0.785
5900,Monroe-Gregg School District,6323,Monrovia Elementary School,0.849
5910,Eminence Community School Corp,6327,Eminence Elementary School,0.95
5925,MSD Martinsville Schools,6309,Green Township Elementary School,0.862
5925,MSD Martinsville Schools,6337,Brooklyn STEM Academy,NA
5925,MSD Martinsville Schools,6341,Centerton Elementary School,0.917
5925,MSD Martinsville Schools,6344,South Elementary School of Communications,0.868
5925,MSD Martinsville Schools,6349,Charles L Smith Fine Arts Academy,0.893
5925,MSD Martinsville Schools,6357,Paragon Elementary School,0.78
5925,MSD Martinsville Schools,6361,Poston Road Elementary School,0.939
5930,Mooresville Con School Corp,6375,Neil Armstrong Elementary School,0.76
5930,Mooresville Con School Corp,6381,Newby Memorial Elementary School,0.904
5930,Mooresville Con School Corp,6385,North Madison Elementary School,0.903
5930,Mooresville Con School Corp,6387,Northwood Elementary School,0.876
5930,Mooresville Con School Corp,6393,Waverly Elementary School,0.922
5945,North Newton School Corp,6397,Morocco Elementary School,NA
5945,North Newton School Corp,6405,Lake Village Elementary School,NA
5945,North Newton School Corp,6409,Lincoln Elementary School,0.937
5995,South Newton School Corp,6431,South Newton Elementary School,0.863
6055,Central Noble Com School Corp,6454,Central Noble Elementary School,0.772
6060,East Noble School Corporation,6457,Avilla Elementary School,0.669
6060,East Noble School Corporation,6465,Rome City Elementary School,0.862
6060,East Noble School Corporation,6477,North Side Elementary School,0.79
6060,East Noble School Corporation,6478,South Side Elementary School,0.58
6060,East Noble School Corporation,6485,Wayne Center Elem School,0.776
6065,West Noble School Corporation,6510,West Noble Elementary School,0.802
6080,Rising Sun-Ohio Co Com,6511,Ohio County Elementary School,0.85
6145,Orleans Community Schools,6577,Orleans Elementary School,0.801
6155,Paoli Community School Corp,6587,Throop Elementary School,0.893
6160,Springs Valley Com School Corp,6591,Springs Valley Elementary School,0.832
6195,Spencer-Owen Community Schools,6601,Patricksburg Elementary School,NA
6195,Spencer-Owen Community Schools,6605,Gosport Elementary School,NA
6195,Spencer-Owen Community Schools,6617,Spencer Elementary School,0.813
6195,Spencer-Owen Community Schools,6619,McCormick's Creek Elementary Sch,0.935
6260,Southwest Parke Com Sch Corp,6621,Rosedale Elementary School,0.885
6260,Southwest Parke Com Sch Corp,6629,Montezuma Elementary School,0.867
6325,Perry Central Com Schools Corp,6705,Perry Central Elementary School,0.955
6340,Cannelton City Schools,6733,Cannelton Elementary & High School,NA
6350,Tell City-Troy Twp School Corp,6745,William Tell Elementary School,0.825
6375,North Central Parke Comm Schl Corp,6645,Rockville Elementary School,0.886
6375,North Central Parke Comm Schl Corp,6647,Turkey Run Elementary School,0.916
6445,Pike County School Corp,6808,Winslow Elementary School,0.935
6445,Pike County School Corp,6809,Petersburg Elementary School,0.943
6455,Porter County Education Services,6811,Porter County Education Services,NA
6460,MSD Boone Township,6815,Hebron Elementary School,0.941
6470,Duneland School Corporation,6817,Jackson Elementary School,0.915
6470,Duneland School Corporation,6819,Brummitt Elementary School,0.884
6470,Duneland School Corporation,6823,Liberty Elementary School,0.91
6470,Duneland School Corporation,6926,Trojan Virtual Academy,NA
6470,Duneland School Corporation,6928,Bailly Elementary School,0.881
6470,Duneland School Corporation,6941,Newton Yost Elementary School,0.941
6510,East Porter County School Corp,6828,Morgan Township Elementary School,0.947
6510,East Porter County School Corp,6835,Kouts Elementary School,0.903
6510,East Porter County School Corp,6852,Washington Twp Elementary School,NA
6520,Porter Township School Corp,6840,Porter Lakes Elementary School,0.919
6530,Union Township School Corp,6845,Union Center Elementary School,0.961
6530,Union Township School Corp,6846,John Simatovich Elementary School,0.975
6550,Portage Township Schools,6857,Wallace Aylesworth Elementary,0.832
6550,Portage Township Schools,6861,Crisman Elementary School,0.776
6550,Portage Township Schools,6865,Central Elementary School,0.689
6550,Portage Township Schools,6869,Ethel R Jones Elementary School,0.812
6550,Portage Township Schools,6874,Rowena Kyle Elementary School,0.856
6550,Portage Township Schools,6876,Paul Saylor Elementary School,0.756
6550,Portage Township Schools,6877,George L Myers Elementary School,0.814
6550,Portage Township Schools,6879,South Haven Elementary School,0.933
6560,Valparaiso Community Schools,6888,Thomas Jefferson Elementary School,0.968
6560,Valparaiso Community Schools,6891,Central Elementary School,1
6560,Valparaiso Community Schools,6893,Flint Lake Elementary School,0.931
6560,Valparaiso Community Schools,6897,Cooks Corners Elementary School,0.917
6560,Valparaiso Community Schools,6903,Heavilin Elementary School,0.942
6560,Valparaiso Community Schools,6913,Memorial Elementary School,0.853
6560,Valparaiso Community Schools,6917,Northview Elementary School,0.933
6560,Valparaiso Community Schools,6921,Parkview Elementary School,0.964
6590,MSD Mount Vernon,6961,West Elementary School,0.906
6590,MSD Mount Vernon,6965,Farmersville Elementary School,0.845
6590,MSD Mount Vernon,6969,Marrs Elementary School,0.986
6600,MSD North Posey Co Schools,6985,North Elementary School,0.888
6600,MSD North Posey Co Schools,6989,South Terrace Elementary,0.986
6620,Eastern Pulaski Community Sch Corp,6994,Eastern Pulaski Elementary School,0.855
6630,West Central School Corp,7027,West Central Elementary School,0.863
6705,South Putnam Community Schools,7055,Central Elementary School,0.874
6705,South Putnam Community Schools,7057,Fillmore Elementary School,0.864
6715,North Putnam Community Schools,7041,Bainbridge Elementary School,0.821
6715,North Putnam Community Schools,7045,Roachdale Elementary School,0.96
6750,Cloverdale Community Schools,7079,Cloverdale Distance Learning Academy,NA
6750,Cloverdale Community Schools,7082,Cloverdale Elementary School,0.892
6755,Greencastle Community School Corp,7102,Tzouanakis Intermediate School,0.825
6795,Union School Corporation,7117,Union Elementary School,NA
6795,Union School Corporation,7122,Indiana Digital Elementary,0.587
6805,Randolph Southern School Corp,7113,Randolph Southern Elementary Sch,0.856
6820,Monroe Central School Corp,7152,Monroe Central Elementary School,0.917
6825,Randolph Central School Corp,7145,Willard Elementary School,0.815
6825,Randolph Central School Corp,7146,Deerfield Elementary School,NA
6835,Randolph Eastern School Corp,7164,North Side Elementary School,0.809
6865,South Ripley Com Sch Corp,7178,South Ripley Elementary School,0.882
6895,Batesville Community School Corp,7229,Batesville Intermediate School,0.963
6900,Jac-Cen-Del Community Sch Corp,7203,Jac-Cen-Del Elementary School,0.88
6910,Milan Community Schools,7209,Milan Elementary School,0.858
6995,Rush County Schools,7233,Milroy Elementary School,NA
6995,Rush County Schools,7253,Arlington Elementary School,NA
6995,Rush County Schools,7271,Rushville Elementary School,0.739
6995,Rush County Schools,7272,Rushville Elementary School West,0.9
7150,John Glenn School Corporation,7456,North Liberty School,0.955
7150,John Glenn School Corporation,7457,Walkerton Elementary School,0.944
7175,Penn-Harris-Madison School Corp,7323,Walt Disney Elementary School,0.818
7175,Penn-Harris-Madison School Corp,7324,Prairie Vista Elementary School,0.973
7175,Penn-Harris-Madison School Corp,7329,Mary Frank Harris Elementary Sch,0.848
7175,Penn-Harris-Madison School Corp,7341,Madison Elementary School,NA
7175,Penn-Harris-Madison School Corp,7361,Elm Road Elementary School,0.752
7175,Penn-Harris-Madison School Corp,7365,Elsie Rogers Elementary School,0.809
7175,Penn-Harris-Madison School Corp,7377,Moran Elementary School,0.844
7175,Penn-Harris-Madison School Corp,7379,Bittersweet Elementary School,0.869
7175,Penn-Harris-Madison School Corp,7383,Horizon Elementary School,0.879
7175,Penn-Harris-Madison School Corp,7386,Meadow's Edge Elementary School,0.751
7175,Penn-Harris-Madison School Corp,7390,Northpoint Elementary School,0.989
7200,School City of Mishawaka,7459,Fred J Hums Elementary School,0.868
7200,School City of Mishawaka,7469,Battell Elementary School,0.879
7200,School City of Mishawaka,7473,Beiger Elementary School,0.827
7200,School City of Mishawaka,7478,Liberty Elementary School,NA
7200,School City of Mishawaka,7481,Emmons Elementary School,NA
7200,School City of Mishawaka,7485,Lasalle Elementary School,NA
7200,School City of Mishawaka,7499,Twin Branch Elementary School,0.886
7205,South Bend Community School Corp,7248,South Bend Virtual School,NA
7205,South Bend Community School Corp,7417,Warren Elementary School,NA
7205,South Bend Community School Corp,7425,Clay International Academy,0.673
7205,South Bend Community School Corp,7435,Darden Elementary School,0.75
7205,South Bend Community School Corp,7441,Swanson Traditional School,0.893
7205,South Bend Community School Corp,7533,Coquillard Elementary School,0.267
7205,South Bend Community School Corp,7545,Harrison Elementary School,0.31
7205,South Bend Community School Corp,7546,Marshall Traditional School,0.776
7205,South Bend Community School Corp,7555,Kennedy Academy,0.909
7205,South Bend Community School Corp,7561,Lincoln Elementary School,NA
7205,South Bend Community School Corp,7569,McKinley Elementary School,0.404
7205,South Bend Community School Corp,7573,Madison S.T.E.A.M. Academy,NA
7205,South Bend Community School Corp,7577,Marquette Montessori Academy,0.833
7205,South Bend Community School Corp,7585,Monroe Elementary School,0.411
7205,South Bend Community School Corp,7588,Wilson Elementary School,NA
7205,South Bend Community School Corp,7593,Muessel Elementary School,NA
7205,South Bend Community School Corp,7601,Nuner Fine Arts Academy,NA
7215,Union-North United School Corp,7400,LaVille Elementary School,0.876
7230,Scott County School District 1,7630,Austin Elementary School,0.69
7255,Scott County School District 2,7633,Johnson Elementary School,NA
7255,Scott County School District 2,7637,Lexington Elementary School,0.808
7255,Scott County School District 2,7649,Scottsburg Elem School,0.866
7255,Scott County School District 2,7653,Vienna-Finley Elementary School,0.898
7285,Shelby Eastern Schools,7663,Morristown Elementary School,0.858
7285,Shelby Eastern Schools,7667,Waldron Elementary School,0.952
7350,Northwestern Con School Corp,7691,Triton Central Elementary School,0.937
7360,Southwestern Con Sch Shelby Co,7703,Southwestern Elementary School,0.829
7365,Shelbyville Central Schools,7725,Coulston Elementary School,0.735
7365,Shelbyville Central Schools,7729,Thomas A Hendricks Elementary Sch,0.799
7365,Shelbyville Central Schools,7733,William F Loper Elementary School,0.865
7385,North Spencer County Sch Corp,7751,Chrisney Elementary School,0.95
7385,North Spencer County Sch Corp,7753,David Turnham Education Center,0.912
7385,North Spencer County Sch Corp,7755,Nancy Hanks Elementary School,NA
7385,North Spencer County Sch Corp,7767,Lincoln Trail Elementary School,1
7445,South Spencer County Sch Corp,7789,Luce Elementary School,NA
7445,South Spencer County Sch Corp,7803,Rockport-Ohio Elementary School,0.953
