corp_id,corp_name,schl_id,schl_name,ss_prof_pct
4720,School Town of Highland,4301,Southridge Elementary School,0.58
4720,School Town of Highland,4303,Allen J Warren Elementary School,0.32
4730,School City of Hobart,4309,Hobart Middle School,NA
4730,School City of Hobart,4317,Liberty Elementary School,0.42
4730,School City of Hobart,4325,Veterans Elementary School at Mundell,0.284
4730,School City of Hobart,4327,Joan Martin Elementary School,0.435
4740,School Town of Munster,4337,James B Eads Elementary School,0.614
4740,School Town of Munster,4341,Ernest R Elliott Elementary School,0.683
4740,School Town of Munster,4343,Frank H Hammond Elementary School,0.608
4760,School City of Whiting,4361,Nathan Hale Elementary School,0.47
4805,New Prairie United School Corp,4679,Prairie View Elementary School,0.191
4805,New Prairie United School Corp,4693,Rolling Prairie Elementary School,0.48
4805,New Prairie United School Corp,7349,Olive Township Elementary School,0.403
4860,MSD of New Durham Township,4699,Westville Elementary School,0.554
4915,Tri-Township Cons School Corp,4696,Tri-Township Elementary School,0.5
4925,Michigan City Area Schools,4373,Coolspring Elementary School,0.2
4925,Michigan City Area Schools,4713,Springfield Elementary School,0.192
4925,Michigan City Area Schools,4805,Edgewood Elementary School,0.157
4925,Michigan City Area Schools,4811,Lake Hills Elementary School,0.149
4925,Michigan City Area Schools,4821,Joy Elementary School,0.26
4925,Michigan City Area Schools,4825,Knapp Elementary School,0.212
4925,Michigan City Area Schools,4833,Marsh Elementary School,0.116
4925,Michigan City Area Schools,6829,Pine Elementary School,0.13
4940,South Central Com School Corp,4734,South Central Elementary School,0.571
4945,LaPorte Community School Corp,4717,Kesling Intermediate School,0.451
5075,North Lawrence Com Schools,4864,Needmore Elementary School,0.538
5075,North Lawrence Com Schools,4885,Oolitic School,0.394
5075,North Lawrence Com Schools,4889,Shawswick Elementary School,0.456
5075,North Lawrence Com Schools,4909,Lincoln Elementary School,0.522
5075,North Lawrence Com Schools,4932,Parkview Elementary School,0.522
5085,Mitchell Community Schools,4861,Burris Elementary School,0.233
5245,Frankton-Lapel Community Schools,5009,Frankton Elementary School,0.257
5245,Frankton-Lapel Community Schools,5025,Lapel Elementary School,0.387
5255,South Madison Com Sch Corp,4935,East Elementary School,0.5
5255,South Madison Com Sch Corp,5061,Pendleton Elementary School,0.492
5255,South Madison Com Sch Corp,5064,Maple Ridge Elementary School,0.41
5265,Alexandria Community School Corp,5065,Alexandria Monroe Elementary School,0.341
5275,Anderson Community School Corp,4967,Anderson Intermediate School,0.134
5280,Elwood Community School Corp,5151,Elwood Intermediate School,0.15
5300,MSD Decatur Township,5178,Gold Academy,0.273
5300,MSD Decatur Township,5179,Blue Academy,0.202
5300,MSD Decatur Township,5185,Stephen Decatur Elementary School,0.102
5300,MSD Decatur Township,5187,Valley Mills Elementary School,0.24
5300,MSD Decatur Township,5189,West Newton Elementary School,0.28
5300,MSD Decatur Township,5192,Lynwood Elementary,0.082
5310,Franklin Township Com Sch Corp,5207,Lillie Idella Kitley Intermediate,0.52
5310,Franklin Township Com Sch Corp,5210,Edgewood Intermediate School,0.461
5330,MSD Lawrence Township,5281,Brook Park Elementary School,0.029
5330,MSD Lawrence Township,5283,Mary Evelyn Castle Elementary Sch,0.13
5330,MSD Lawrence Township,5285,Crestview Elementary School,0.291
5330,MSD Lawrence Township,5287,Amy Beverland Elementary,0.455
5330,MSD Lawrence Township,5289,Harrison Hill Elementary School,0.089
5330,MSD Lawrence Township,5293,Indian Creek Elementary School,0.231
5330,MSD Lawrence Township,5294,Forest Glen Elementary School,0.49
5330,MSD Lawrence Township,5295,Winding Ridge Elementary School,0.15
5330,MSD Lawrence Township,5296,Oaklandon Elementary School,0.276
5330,MSD Lawrence Township,5298,Skiles Test Elementary School,0.062
5330,MSD Lawrence Township,5299,Sunnyside Elementary School,0.327
5340,Perry Township Schools,5321,William Henry Burkhart Elementary,0.41
5340,Perry Township Schools,5322,Mary Bryan Elementary School,0.239
5340,Perry Township Schools,5325,Clinton Young Elementary School,0.148
5340,Perry Township Schools,5333,Glenns Valley Elementary School,0.298
5340,Perry Township Schools,5337,Abraham Lincoln Elementary School,0.234
5340,Perry Township Schools,5338,Douglas MacArthur Elementary Sch,0.377
5340,Perry Township Schools,5345,Homecroft Elementary School,0.34
5340,Perry Township Schools,5347,Southport Elementary School,0.116
5340,Perry Township Schools,5351,Winchester Village Elementary,0.173
5340,Perry Township Schools,5366,Jeremiah Gray Elementary School,0.308
5340,Perry Township Schools,5372,Rosa Parks Elementary School,0.451
5350,MSD Pike Township,5349,Fishback Creek Public Academy,0.301
5350,MSD Pike Township,5352,Deer Run Elementary,0.124
5350,MSD Pike Township,5354,College Park Elementary School,0.128
5350,MSD Pike Township,5357,Central Elementary School,0.059
5350,MSD Pike Township,5358,Eagle Creek Elementary School,0.228
5350,MSD Pike Township,5359,Eastbrook Elementary School,0.174
5350,MSD Pike Township,5360,Guion Creek Elementary School,0.216
5350,MSD Pike Township,5363,Snacks Crossing Elementary School,0.058
5350,MSD Pike Township,5378,New Augusta Public Academy - South,0.294
5360,MSD Warren Township,5364,Creston Intermediate & Middle Schl,0.099
5360,MSD Warren Township,5367,Stonybrook Intermediate & Middle,0.068
5360,MSD Warren Township,5368,Raymond Park Intermediate & Middle,0.138
5360,MSD Warren Township,5379,Warren Online Academy,0.167
5370,MSD Washington Township,5403,Allisonville Elementary School,0.434
5370,MSD Washington Township,5406,Crooked Creek Elementary School,0.4
5370,MSD Washington Township,5407,Clearwater Elementary School,0.454
5370,MSD Washington Township,5408,Willow Lake Elementary School,0.217
5370,MSD Washington Township,5418,Greenbriar Elementary School,0.2
5370,MSD Washington Township,5427,Nora Elementary School,0.424
5370,MSD Washington Township,5430,Spring Mill Elementary School,0.325
5370,MSD Washington Township,5436,Fox Hill Elementary School,0.208
5375,MSD Wayne Township,5223,Maplewood Elementary School,0.165
5375,MSD Wayne Township,5227,Chapel Glen Elementary School,0.28
5375,MSD Wayne Township,5241,Garden City Elementary School,0.067
5375,MSD Wayne Township,5257,McClelland Elementary School,0.276
5375,MSD Wayne Township,5261,Rhoades Elementary School,0.14
5375,MSD Wayne Township,5265,Robey Elementary School,0.439
5375,MSD Wayne Township,5267,North Wayne Elementary School,0.067
5375,MSD Wayne Township,5268,Achieve Virtual Elementary,0.286
5375,MSD Wayne Township,5270,Stout Field Elementary School,0.143
5375,MSD Wayne Township,5271,Sanders School,NA
5375,MSD Wayne Township,5273,Westlake Elementary School,0.269
5375,MSD Wayne Township,5274,Chapelwood Elementary School,0.271
5375,MSD Wayne Township,5446,Bridgeport Elementary School,0.219
5380,Beech Grove City Schools,5461,South Grove Intermediate School,0.114
5385,Indianapolis Public Schools,5498,Cold Spring School,0.087
5385,Indianapolis Public Schools,5515,Thomas D Gregg School 15,0.182
5385,Indianapolis Public Schools,5531,James A Garfield School 31,0.143
5385,Indianapolis Public Schools,5534,Eleanor Skillen School 34,0.049
5385,Indianapolis Public Schools,5538,Center for Inquiry School 70,0.583
5385,Indianapolis Public Schools,5539,William McKinley School 39,0.089
5385,Indianapolis Public Schools,5543,James Whitcomb Riley School 43,0
5385,Indianapolis Public Schools,5546,Daniel Webster School 46,0
5385,Indianapolis Public Schools,5549,William Penn School 49,0.053
5385,Indianapolis Public Schools,5551,James Russell Lowell School 51,0.024
5385,Indianapolis Public Schools,5554,Brookside School 54,0.015
5385,Indianapolis Public Schools,5555,IPS/Butler Lab at Eliza Blaker 55,0.188
5385,Indianapolis Public Schools,5556,Francis W Parker School 56,0.083
5385,Indianapolis Public Schools,5557,George W Julian School 57,0.053
5385,Indianapolis Public Schools,5558,Ralph Waldo Emerson School 58,0
5385,Indianapolis Public Schools,5560,IPS/Butler Lab at William Bell 60,0.369
5385,Indianapolis Public Schools,5565,Raymond F Brandes School 65,0.143
5385,Indianapolis Public Schools,5570,Edison School of the Arts 47,0.109
5385,Indianapolis Public Schools,5574,Theodore Potter School 74,0.229
5385,Indianapolis Public Schools,5577,Merle Sidener Gifted Academy,0.804
5385,Indianapolis Public Schools,5579,Carl Wilde School 79,0.013
5385,Indianapolis Public Schools,5582,Christian Park School 82,0.056
5385,Indianapolis Public Schools,5583,Floro Torrence School 83,0.067
5385,Indianapolis Public Schools,5587,George Washington Carver School 87,0.219
5385,Indianapolis Public Schools,5588,Anna Brochhausen School 88,0
5385,Indianapolis Public Schools,5590,Ernie Pyle School 90,0
5385,Indianapolis Public Schools,5591,Rousseau McClellan School 91,0.3
5385,Indianapolis Public Schools,5596,Meredith Nicholson School 96,0.103
5385,Indianapolis Public Schools,5605,Charles Warren Fairbanks Sch 105,0.016
5385,Indianapolis Public Schools,5606,Robert Lee Frost School 106,0
5385,Indianapolis Public Schools,5607,Lew Wallace School 107,0.13
5385,Indianapolis Public Schools,5609,Jonathan Jennings School 109,0.17
5385,Indianapolis Public Schools,5614,Paul I Miller School 114,0.026
5385,Indianapolis Public Schools,5619,George S Buck School 94,0.029
5385,Indianapolis Public Schools,5623,Arlington Woods School 99,0.045
5385,Indianapolis Public Schools,5635,Center For Inquiry School 2,0.449
5385,Indianapolis Public Schools,5659,Center for Inquiry School 84,0.685
5385,Indianapolis Public Schools,5662,Clarence Farrington School 61,0.014
5385,Indianapolis Public Schools,5668,Center for Inquiry School 27,0.111
5385,Indianapolis Public Schools,5674,Frederick Douglass School 19,0.093
5390,Southside Sp Srvs Of Marion Co,5320,RISE Learning Center,NA
5400,School Town of Speedway,5893,James A Allison Elementary Sch 3,0.387
5400,School Town of Speedway,5897,Carl G Fisher Elementary School 1,0.455
5400,School Town of Speedway,5901,Arthur C Newby Elementary School 2,0.606
5400,School Town of Speedway,5905,Frank H Wheeler Elementary Sch 4,0.282
5455,Culver Community Schools Corp,5928,Culver Elementary School,0.259
5470,Argos Community Schools,5936,Argos Community Elementary,0.446
5480,Bremen Public Schools,5943,Bremen Elementary/Middle School,0.496
5485,Plymouth Community School Corp,5956,Riverside Intermediate,0.4
5495,Triton School Corporation,5922,Triton Elementary School,0.507
5520,Shoals Community School Corp,5989,Shoals Community Elementary School,0.263
5525,Loogootee Community Sch Corp,6001,Loogootee Middle School,0.556
5615,Maconaquah School Corp,6035,Maconaquah Elementary School,0.212
5620,North Miami Community Schools,6051,North Miami Elementary School,0.312
5625,Oak Hill United School Corp,2306,Swayzee Elementary School,0.744
5635,Peru Community Schools,6093,Blair Pointe Upper Elementary,0.388
5705,Richland-Bean Blossom C S C,6153,Edgewood Intermediate School,0.495
5740,Monroe County Community Sch Corp,6123,Unionville Elementary School,0.643
5740,Monroe County Community Sch Corp,6134,Lakeview Elementary School,0.415
5740,Monroe County Community Sch Corp,6157,Grandview Elementary School,0.321
5740,Monroe County Community Sch Corp,6162,Highland Park Elementary School,0.327
5740,Monroe County Community Sch Corp,6164,Summit Elementary School,0.266
5740,Monroe County Community Sch Corp,6173,Binford Elementary School,0.602
5740,Monroe County Community Sch Corp,6181,Arlington Heights Elementary Sch,0.178
5740,Monroe County Community Sch Corp,6187,Childs Elementary School,0.747
5740,Monroe County Community Sch Corp,6189,Clear Creek Elementary School,0.286
5740,Monroe County Community Sch Corp,6197,Fairview Elementary School,0.104
5740,Monroe County Community Sch Corp,6213,Marlin Elementary School,0.581
5740,Monroe County Community Sch Corp,6225,Templeton Elementary School,0.279
5740,Monroe County Community Sch Corp,6226,University Elementary School,0.736
5835,North Montgomery Com Sch Corp,6240,Pleasant Hill Elementary School,0.5
5835,North Montgomery Com Sch Corp,6243,Lester B Sommer Elementary School,0.271
5835,North Montgomery Com Sch Corp,6246,Sugar Creek Elementary School,0.622
5845,South Montgomery Com Sch Corp,6233,Ladoga Elementary School,0.704
5845,South Montgomery Com Sch Corp,6258,Walnut Elementary School,0.571
5845,South Montgomery Com Sch Corp,6269,New Market Elementary School,0.39
5855,Crawfordsville Community Schools,6289,Mollie B Hoover Elementary School,0.363
5900,Monroe-Gregg School District,6323,Monrovia Elementary School,0.33
5910,Eminence Community School Corp,6327,Eminence Elementary School,0.35
5925,MSD Martinsville Schools,6334,Bell Intermediate Academy,0.33
5930,Mooresville Con School Corp,6375,Neil Armstrong Elementary School,0.268
5930,Mooresville Con School Corp,6381,Newby Memorial Elementary School,0.367
5930,Mooresville Con School Corp,6385,North Madison Elementary School,0.253
5930,Mooresville Con School Corp,6387,Northwood Elementary School,0.241
5930,Mooresville Con School Corp,6393,Waverly Elementary School,0.543
5945,North Newton School Corp,6397,Morocco Elementary School,0.318
5945,North Newton School Corp,6405,Lake Village Elementary School,0.393
5945,North Newton School Corp,6409,Lincoln Elementary School,0.529
5995,South Newton School Corp,6431,South Newton Elementary School,0.625
6055,Central Noble Com School Corp,6454,Central Noble Elementary School,0.321
6060,East Noble School Corporation,6457,Avilla Elementary School,0.459
6060,East Noble School Corporation,6465,Rome City Elementary School,0.243
6060,East Noble School Corporation,6477,North Side Elementary School,0.25
6060,East Noble School Corporation,6478,South Side Elementary School,0.295
6060,East Noble School Corporation,6485,Wayne Center Elem School,0.51
6065,West Noble School Corporation,6509,West Noble Middle School,0.269
6080,Rising Sun-Ohio Co Com,6511,Ohio County Elementary School,0.566
6145,Orleans Community Schools,6577,Orleans Elementary School,0.46
6155,Paoli Community School Corp,6587,Throop Elementary School,0.372
6160,Springs Valley Com School Corp,6591,Springs Valley Elementary School,0.393
6195,Spencer-Owen Community Schools,6601,Patricksburg Elementary School,0.267
6195,Spencer-Owen Community Schools,6605,Gosport Elementary School,0.526
6195,Spencer-Owen Community Schools,6617,Spencer Elementary School,0.219
6195,Spencer-Owen Community Schools,6619,McCormick's Creek Elementary Sch,0.385
6260,Southwest Parke Com Sch Corp,6621,Rosedale Elementary School,0.513
6260,Southwest Parke Com Sch Corp,6629,Montezuma Elementary School,0.143
6325,Perry Central Com Schools Corp,6705,Perry Central Elementary School,0.36
6340,Cannelton City Schools,6733,Cannelton Elementary & High School,NA
6350,Tell City-Troy Twp School Corp,6745,William Tell Elementary School,0.412
6375,North Central Parke Comm Schl Corp,6645,Rockville Elementary School,0.609
6375,North Central Parke Comm Schl Corp,6647,Turkey Run Elementary School,0.667
6445,Pike County School Corp,6808,Winslow Elementary School,0.431
6445,Pike County School Corp,6809,Petersburg Elementary School,0.648
6455,Porter County Education Services,6811,Porter County Education Services,NA
6460,MSD Boone Township,6815,Hebron Elementary School,0.623
6470,Duneland School Corporation,6821,Liberty Intermediate School,0.715
6470,Duneland School Corporation,6926,Trojan Virtual Academy,NA
6470,Duneland School Corporation,6927,Westchester Intermediate School,0.616
6510,East Porter County School Corp,6828,Morgan Township Elementary School,0.769
6510,East Porter County School Corp,6835,Kouts Elementary School,0.544
6510,East Porter County School Corp,6852,Washington Twp Elementary School,0.577
6520,Porter Township School Corp,6837,Boone Grove Elementary School,0.505
6530,Union Township School Corp,6845,Union Center Elementary School,0.714
6530,Union Township School Corp,6846,John Simatovich Elementary School,0.366
6550,Portage Township Schools,6857,Wallace Aylesworth Elementary,0.26
6550,Portage Township Schools,6861,Crisman Elementary School,0.179
6550,Portage Township Schools,6865,Central Elementary School,0.221
6550,Portage Township Schools,6869,Ethel R Jones Elementary School,0.098
6550,Portage Township Schools,6874,Rowena Kyle Elementary School,0.256
6550,Portage Township Schools,6876,Paul Saylor Elementary School,0.3
6550,Portage Township Schools,6877,George L Myers Elementary School,0.206
6550,Portage Township Schools,6879,South Haven Elementary School,0.289
6560,Valparaiso Community Schools,6888,Thomas Jefferson Elementary School,0.413
6560,Valparaiso Community Schools,6891,Central Elementary School,0.455
6560,Valparaiso Community Schools,6893,Flint Lake Elementary School,0.418
6560,Valparaiso Community Schools,6897,Cooks Corners Elementary School,0.591
6560,Valparaiso Community Schools,6903,Heavilin Elementary School,0.461
6560,Valparaiso Community Schools,6913,Memorial Elementary School,0.803
6560,Valparaiso Community Schools,6917,Northview Elementary School,0.593
6560,Valparaiso Community Schools,6921,Parkview Elementary School,0.375
6590,MSD Mount Vernon,6961,West Elementary School,0.469
6590,MSD Mount Vernon,6965,Farmersville Elementary School,0.487
6590,MSD Mount Vernon,6969,Marrs Elementary School,0.756
6600,MSD North Posey Co Schools,6985,North Elementary School,0.458
6600,MSD North Posey Co Schools,6989,South Terrace Elementary,0.672
6620,Eastern Pulaski Community Sch Corp,6994,Eastern Pulaski Elementary School,0.393
6630,West Central School Corp,7027,West Central Elementary School,0.276
6705,South Putnam Community Schools,7055,Central Elementary School,0.235
6705,South Putnam Community Schools,7057,Fillmore Elementary School,0.583
6715,North Putnam Community Schools,7041,Bainbridge Elementary School,0.571
6715,North Putnam Community Schools,7045,Roachdale Elementary School,0.545
6750,Cloverdale Community Schools,7079,Cloverdale Distance Learning Academy,0.333
6750,Cloverdale Community Schools,7085,Cloverdale Middle School,0.405
6755,Greencastle Community School Corp,7102,Tzouanakis Intermediate School,0.406
6795,Union School Corporation,7117,Union Elementary School,0.267
6795,Union School Corporation,7122,Indiana Digital Elementary,0.058
6805,Randolph Southern School Corp,7113,Randolph Southern Elementary Sch,0.395
6820,Monroe Central School Corp,7152,Monroe Central Elementary School,0.357
6825,Randolph Central School Corp,7145,Willard Elementary School,0.5
6825,Randolph Central School Corp,7146,Deerfield Elementary School,0.516
6835,Randolph Eastern School Corp,7164,North Side Elementary School,0.181
6865,South Ripley Com Sch Corp,7178,South Ripley Elementary School,0.558
6895,Batesville Community School Corp,7229,Batesville Intermediate School,0.5
6900,Jac-Cen-Del Community Sch Corp,7203,Jac-Cen-Del Elementary School,0.367
6910,Milan Community Schools,7212,Milan Intermediate School,0.397
6995,Rush County Schools,7233,Milroy Elementary School,0.394
6995,Rush County Schools,7253,Arlington Elementary School,0.259
6995,Rush County Schools,7271,Rushville Elementary School,0.379
6995,Rush County Schools,7272,Rushville Elementary School West,0.222
7150,John Glenn School Corporation,7456,North Liberty School,0.468
7150,John Glenn School Corporation,7457,Walkerton Elementary School,0.568
7175,Penn-Harris-Madison School Corp,7323,Walt Disney Elementary School,0.31
7175,Penn-Harris-Madison School Corp,7324,Prairie Vista Elementary School,0.86
7175,Penn-Harris-Madison School Corp,7329,Mary Frank Harris Elementary Sch,0.318
7175,Penn-Harris-Madison School Corp,7341,Madison Elementary School,0.591
7175,Penn-Harris-Madison School Corp,7361,Elm Road Elementary School,0.478
7175,Penn-Harris-Madison School Corp,7365,Elsie Rogers Elementary School,0.346
7175,Penn-Harris-Madison School Corp,7377,Moran Elementary School,0.397
7175,Penn-Harris-Madison School Corp,7379,Bittersweet Elementary School,0.5
7175,Penn-Harris-Madison School Corp,7383,Horizon Elementary School,0.748
7175,Penn-Harris-Madison School Corp,7386,Meadow's Edge Elementary School,0.329
7175,Penn-Harris-Madison School Corp,7390,Northpoint Elementary School,0.843
7200,School City of Mishawaka,7459,Fred J Hums Elementary School,0.444
7200,School City of Mishawaka,7469,Battell Elementary School,0.367
7200,School City of Mishawaka,7473,Beiger Elementary School,0.364
7200,School City of Mishawaka,7478,Liberty Elementary School,0.138
7200,School City of Mishawaka,7481,Emmons Elementary School,0.15
7200,School City of Mishawaka,7485,Lasalle Elementary School,0.033
7200,School City of Mishawaka,7499,Twin Branch Elementary School,0.409
7205,South Bend Community School Corp,7248,South Bend Virtual School,NA
7205,South Bend Community School Corp,7417,Warren Elementary School,0.074
7205,South Bend Community School Corp,7425,Clay International Academy,0
7205,South Bend Community School Corp,7435,Darden Elementary School,0.135
7205,South Bend Community School Corp,7441,Swanson Traditional School,0.538
7205,South Bend Community School Corp,7533,Coquillard Elementary School,0.087
7205,South Bend Community School Corp,7545,Harrison Elementary School,0.02
7205,South Bend Community School Corp,7546,Marshall Traditional School,0.172
7205,South Bend Community School Corp,7555,Kennedy Academy,0.628
7205,South Bend Community School Corp,7561,Lincoln Elementary School,0.016
7205,South Bend Community School Corp,7569,McKinley Elementary School,0.162
7205,South Bend Community School Corp,7573,Madison S.T.E.A.M. Academy,0.04
7205,South Bend Community School Corp,7577,Marquette Montessori Academy,0.07
7205,South Bend Community School Corp,7585,Monroe Elementary School,0.205
7205,South Bend Community School Corp,7588,Wilson Elementary School,0.075
7205,South Bend Community School Corp,7593,Muessel Elementary School,0
7205,South Bend Community School Corp,7601,Nuner Fine Arts Academy,0.062
7215,Union-North United School Corp,7400,LaVille Elementary School,0.442
7230,Scott County School District 1,7630,Austin Elementary School,0.128
7255,Scott County School District 2,7633,Johnson Elementary School,0.517
7255,Scott County School District 2,7637,Lexington Elementary School,0.657
7255,Scott County School District 2,7649,Scottsburg Elem School,0.435
7255,Scott County School District 2,7653,Vienna-Finley Elementary School,0.438
7285,Shelby Eastern Schools,7663,Morristown Elementary School,0.345
7285,Shelby Eastern Schools,7667,Waldron Elementary School,0.583
7350,Northwestern Con School Corp,7697,Triton Central Middle School,0.5
7360,Southwestern Con Sch Shelby Co,7703,Southwestern Elementary School,0.512
7365,Shelbyville Central Schools,7725,Coulston Elementary School,0.205
7365,Shelbyville Central Schools,7729,Thomas A Hendricks Elementary Sch,0.3
7365,Shelbyville Central Schools,7733,William F Loper Elementary School,0.273
7385,North Spencer County Sch Corp,7751,Chrisney Elementary School,0.5
7385,North Spencer County Sch Corp,7753,David Turnham Education Center,0.722
7385,North Spencer County Sch Corp,7755,Nancy Hanks Elementary School,0.575
7385,North Spencer County Sch Corp,7767,Lincoln Trail Elementary School,0.717
7445,South Spencer County Sch Corp,7789,Luce Elementary School,0.321
7445,South Spencer County Sch Corp,7803,Rockport-Ohio Elementary School,0.31
7495,Oregon-Davis School Corp,7818,Oregon-Davis Elementary School,0.344
7515,North Judson-San Pierre Sch Corp,7851,North Judson-San Pierre Elem Sch,0.353
7525,Knox Community School Corp,7837,Knox Community Middle School,0.22
7605,Fremont Community Schools,7884,Fremont Middle School,0.389
7610,Hamilton Community Schools,7889,Hamilton Community Elementary Sch,0.619
7615,MSD Steuben County,7897,Carlin Park Elementary School,0.487
7615,MSD Steuben County,7899,Ryan Park Elementary School,0.431
7615,MSD Steuben County,7901,Hendry Park Elementary School,0.421
7615,MSD Steuben County,7905,Pleasant Lake Elementary School,0.65
7645,Northeast School Corp,7921,Northeast North Elementary School,0.211
7645,Northeast School Corp,7941,Northeast East Elementary School,0.35
7715,Southwest School Corporation,7953,Carlisle Elementary School,0.481
7715,Southwest School Corporation,7965,Sullivan Elementary School,0.243
7775,Switzerland County School Corp,7985,Jefferson-Craig Elementary School,0.292
7775,Switzerland County School Corp,7994,Switzerland Co Elementary School,0.593
7855,Lafayette School Corporation,8073,Lafayette Sunnyside Intermediate,0.202
7865,Tippecanoe School Corp,8005,Mayflower Mill Elementary School,0.472
7865,Tippecanoe School Corp,8006,Wyandotte Elementary,0.585
7865,Tippecanoe School Corp,8007,Hershey Elementary School,0.518
7865,Tippecanoe School Corp,8009,Mintonye Elementary School,0.47
7865,Tippecanoe School Corp,8017,Dayton Elementary School,0.516
7865,Tippecanoe School Corp,8019,Burnett Creek Elementary School,0.717
7865,Tippecanoe School Corp,8021,Wea Ridge Elementary School,0.26
7865,Tippecanoe School Corp,8024,Battle Ground Elementary School,0.588
7865,Tippecanoe School Corp,8035,James Cole Elementary School,0.721
7865,Tippecanoe School Corp,8042,Klondike Elementary School,0.484
7865,Tippecanoe School Corp,8111,Woodland Elementary School,0.267
7875,West Lafayette Com School Corp,8135,West Lafayette Intermediate School,0.75
7935,Tri-Central Community Schools,8154,Tri Central Elementary,0.45
7945,Tipton Community School Corp,8163,Tipton Elementary School,0.514
7950,Union Co/Clg Corner Joint Sch Dist,8209,Liberty Elementary School,0.468
7950,Union Co/Clg Corner Joint Sch Dist,8213,College Corner Union Elem School,0.263
7995,Evansville Vanderburgh School Corp,8207,EVSC Virtual Academy,0.182
7995,Evansville Vanderburgh School Corp,8225,Cynthia Heights Elementary School,0.618
7995,Evansville Vanderburgh School Corp,8229,Scott Elementary School,0.538
7995,Evansville Vanderburgh School Corp,8231,Oak Hill Elementary,0.568
7995,Evansville Vanderburgh School Corp,8242,McCutchanville Elementary School,0.702
7995,Evansville Vanderburgh School Corp,8251,Lincoln School,0.2
7995,Evansville Vanderburgh School Corp,8261,Caze Elementary School,0.018
7995,Evansville Vanderburgh School Corp,8265,Cedar Hall Community School,0.053
7995,Evansville Vanderburgh School Corp,8270,Academy for Innovative Studies,NA
7995,Evansville Vanderburgh School Corp,8285,Delaware Elementary School,0
7995,Evansville Vanderburgh School Corp,8289,Dexter Elementary School,0.06
7995,Evansville Vanderburgh School Corp,8293,Fairlawn Elementary School,0.119
7995,Evansville Vanderburgh School Corp,8301,Glenwood Leadership Academy,0.023
7995,Evansville Vanderburgh School Corp,8309,Harper Elementary School,0.153
7995,Evansville Vanderburgh School Corp,8317,Hebron Elementary School,0.246
7995,Evansville Vanderburgh School Corp,8321,Stockwell Elementary School,0.359
7995,Evansville Vanderburgh School Corp,8325,Highland Elementary School,0.404
7995,Evansville Vanderburgh School Corp,8329,Lodge Community School,0.026
7995,Evansville Vanderburgh School Corp,8353,Evans School,0.083
7995,Evansville Vanderburgh School Corp,8357,Stringtown Elementary School,0.324
7995,Evansville Vanderburgh School Corp,8361,Tekoppel Elementary School,0.247
7995,Evansville Vanderburgh School Corp,8365,Vogel Elementary School,0.247
7995,Evansville Vanderburgh School Corp,8376,Daniel Wertz Elementary School,0.13
7995,Evansville Vanderburgh School Corp,8381,West Terrace Elementary School,0.469
8010,North Vermillion Com Sch Corp,8403,North Vermillion Elementary School,0.404
8020,South Vermillion Com Sch Corp,8409,Central Elementary School,0.537
8020,South Vermillion Com Sch Corp,8431,Ernie Pyle Elementary School,0.395
8020,South Vermillion Com Sch Corp,8435,Van Duyn Elementary School,0.359
8030,Vigo County School Corp,8483,Vigo Virtual School Academy,NA
8030,Vigo County School Corp,8497,Sugar Creek Consolidated Elem Sch,0.205
8030,Vigo County School Corp,8505,Davis Park Elementary School,0.231
8030,Vigo County School Corp,8510,Adelaide De Vaney Elementary Sch,0.508
8030,Vigo County School Corp,8511,Dixie Bee Elementary School,0.452
8030,Vigo County School Corp,8517,Farrington Grove Elementary School,0.091
8030,Vigo County School Corp,8521,Fayette Elementary School,0.372
8030,Vigo County School Corp,8525,Rio Grande Elementary School,0.29
8030,Vigo County School Corp,8533,Benjamin Franklin Elem School,0.132
8030,Vigo County School Corp,8537,Blanche E Fuqua Elementary School,0.244
8030,Vigo County School Corp,8543,Hoosier Prairie Elementary School,0.369
8030,Vigo County School Corp,8549,Lost Creek Elementary School,0.515
8030,Vigo County School Corp,8575,Ouabache Elementary School,0.281
8030,Vigo County School Corp,8593,Riley Elementary School,0.483
8030,Vigo County School Corp,8605,Sugar Grove Elementary School,0.255
8030,Vigo County School Corp,8607,Terre Town Elementary School,0.379
8045,Manchester Community Schools,8645,Manchester Intermediate School,0.43
8050,MSD Wabash County Schools,8656,Southwood Elementary School,0.667
8050,MSD Wabash County Schools,8657,Sharp Creek Elementary School,0.609
8060,Wabash City Schools,8694,Wabash Middle School,0.275
8115,MSD Warren County,8729,Williamsport Elementary School,0.179
8115,MSD Warren County,8733,Pine Village Elementary School,0.382
8115,MSD Warren County,8744,Warren Central Elementary School,0.415
8130,Warrick County School Corp,8761,Yankeetown Elementary School,0.714
8130,Warrick County School Corp,8764,John H Castle Elementary School,0.69
8130,Warrick County School Corp,8769,Elberfeld Elementary School,0.64
8130,Warrick County School Corp,8773,Lynnville Elementary School,0.273
8130,Warrick County School Corp,8777,Loge Elementary School,0.757
8130,Warrick County School Corp,8785,Tennyson Elementary School,0.545
8130,Warrick County School Corp,8801,Oakdale Elementary School,0.366
8130,Warrick County School Corp,8813,Chandler Elementary School,0.62
8130,Warrick County School Corp,8817,Newburgh Elementary School,0.845
8130,Warrick County School Corp,8819,Sharon Elementary School,0.554
8205,Salem Community Schools,8864,Bradie Shrum Elementary,0.597
8215,East Washington School Corp,8906,East Washington Middle School,0.417
8220,West Washington School Corp,8894,West Washington Elementary School,0.468
