corp_ID,corp_name,schl_ID,schl_name,enrlmnt,year,type
9220,Diocese of Fort Wayne,A035,Saint Joseph School,295,2014,pr
9230,Lutheran Schools of Indiana,A040,St Peter Immanuel Lutheran Sch,53,2014,pr
9230,Lutheran Schools of Indiana,A045,Wyneken Memorial Lutheran Sch,209,2014,pr
9220,Diocese of Fort Wayne,A104,St Joseph-St Elizabeth Campus 2,274,2014,pr
9220,Diocese of Fort Wayne,A120,Bishop Dwenger High School,1035,2014,pr
9220,Diocese of Fort Wayne,A125,Bishop Luers High School,600,2014,pr
9220,Diocese of Fort Wayne,A130,Most Precious Blood School,217,2014,pr
9220,Diocese of Fort Wayne,A135,Queen Of Angels School,184,2014,pr
9220,Diocese of Fort Wayne,A145,Saint Charles Borromeo School,780,2014,pr
9220,Diocese of Fort Wayne,A150,Saint John The Baptist School,270,2014,pr
9220,Diocese of Fort Wayne,A155,St Joseph - St Elizabeth Campus 1,240,2014,pr
9220,Diocese of Fort Wayne,A160,Saint Jude Elementary School,534,2014,pr
N/A,Independent Non-Public Schools,A170,Blackhawk Christian Mdl/High Sch,372,2014,pr
N/A,Independent Non-Public Schools,A172,Blackhawk Christian Elem Sch,342,2014,pr
9220,Diocese of Fort Wayne,A175,Saint Therese School,186,2014,pr
9220,Diocese of Fort Wayne,A180,Saint Vincent DePaul School,737,2014,pr
9230,Lutheran Schools of Indiana,A195,Concordia Lutheran High School,705,2014,pr
9230,Lutheran Schools of Indiana,A200,Suburban Bethlehem Lutheran Sch,159,2014,pr
9230,Lutheran Schools of Indiana,A205,Concordia Evangelical Lutheran Sch,1,2014,pr
9230,Lutheran Schools of Indiana,A215,Emmanuel St Michael Lutheran Sch,342,2014,pr
9230,Lutheran Schools of Indiana,A220,Emmaus Lutheran School,134,2014,pr
9230,Lutheran Schools of Indiana,A225,Holy Cross Lutheran School,419,2014,pr
9230,Lutheran Schools of Indiana,A235,Lutheran South Unity School,209,2014,pr
N/A,Independent Non-Public Schools,A236,Cornerstone College Prep Sch,101,2014,pr
9230,Lutheran Schools of Indiana,A245,Saint Paul Lutheran School,199,2014,pr
9230,Lutheran Schools of Indiana,A248,Ascension Lutheran Sch,118,2014,pr
N/A,Independent Non-Public Schools,A249,Central Christian School,159,2014,pr
9230,Lutheran Schools of Indiana,A250,Saint Peter's Lutheran School,220,2014,pr
N/A,Independent Non-Public Schools,A260,Aboite Christian School,32,2014,pr
9220,Diocese of Fort Wayne,A270,Saint Aloysius Catholic School,87,2014,pr
N/A,Independent Non-Public Schools,A302,Horizon Christian Academy 2,125,2014,pr
N/A,Independent Non-Public Schools,A307,Horizon Christian Academy 3,204,2014,pr
N/A,Independent Non-Public Schools,A309,Horizon Christian Academy,157,2014,pr
9220,Diocese of Fort Wayne,A340,Saint Joseph Catholic School,87,2014,pr
9220,Diocese of Fort Wayne,A350,St Joseph Hessen Cassel Cath Sch,108,2014,pr
N/A,Independent Non-Public Schools,A352,Gateway Woods School,18,2014,pr
9220,Diocese of Fort Wayne,A355,Saint John The Baptist Catholic Sc,327,2014,pr
9220,Diocese of Fort Wayne,A360,Saint Louis Besancon Catholic Sch,101,2014,pr
9230,Lutheran Schools of Indiana,A365,St John-Emmanuel Lutheran School,132,2014,pr
9230,Lutheran Schools of Indiana,A370,Central Lutheran School,345,2014,pr
9230,Lutheran Schools of Indiana,A375,Woodburn Lutheran School,123,2014,pr
9200,Archdiocese of Indianapolis,A425,St Bartholomew School,351,2014,pr
9230,Lutheran Schools of Indiana,A430,White Creek Lutheran School,138,2014,pr
9230,Lutheran Schools of Indiana,A435,Saint Peter Lutheran School,399,2014,pr
N/A,Independent Non-Public Schools,A450,Columbus Christian School Inc,197,2014,pr
9210,Diocese of Lafayette Catholic Sch,A470,Sacred Heart School,79,2014,pr
N/A,Independent Non-Public Schools,A480,James E Davis School,22,2014,pr
9210,Diocese of Lafayette Catholic Sch,A515,All Saints Catholic School,162,2014,pr
9200,Archdiocese of Indianapolis,A550,Saint Paul School,313,2014,pr
9200,Archdiocese of Indianapolis,A560,Saint Anthony School,356,2014,pr
9200,Archdiocese of Indianapolis,A570,Sacred Heart School,191,2014,pr
9200,Archdiocese of Indianapolis,A575,Our Lady Of Providence High Sch,587,2014,pr
9215,Diocese of Evansville,A660,Washington Catholic Mid/High Sch,143,2014,pr
9215,Diocese of Evansville,A665,Washington Catholic Elem School,181,2014,pr
9200,Archdiocese of Indianapolis,A680,Saint Nicholas School,122,2014,pr
9200,Archdiocese of Indianapolis,A685,Saint Paul Catholic School,44,2014,pr
9200,Archdiocese of Indianapolis,A690,Saint Mary School,133,2014,pr
9200,Archdiocese of Indianapolis,A700,Saint Lawrence School,219,2014,pr
N/A,Independent Non-Public Schools,A724,Good Shepherd Christian Academy,42,2014,pr
9200,Archdiocese of Indianapolis,A730,Saint Mary School,175,2014,pr
9220,Diocese of Fort Wayne,A735,Saint Joseph School,76,2014,pr
N/A,Independent Non-Public Schools,A740,Lakewood Park Christian Sch,607,2014,pr
N/A,Independent Non-Public Schools,A746,Heritage Hall Christian School,188,2014,pr
9210,Diocese of Lafayette Catholic Sch,A790,Saint Lawrence School,91,2014,pr
9210,Diocese of Lafayette Catholic Sch,A795,Saint Mary School,138,2014,pr
9215,Diocese of Evansville,A865,Holy Family School,149,2014,pr
9215,Diocese of Evansville,A870,Precious Blood School,171,2014,pr
N/A,Independent Non-Public Schools,A875,Clinton Christian School,127,2014,pr
9220,Diocese of Fort Wayne,A975,St Thomas The Apostle School,355,2014,pr
9220,Diocese of Fort Wayne,A980,St Vincent DePaul School,137,2014,pr
N/A,Independent Non-Public Schools,A990,Elkhart Christian Academy,469,2014,pr
N/A,Independent Non-Public Schools,B009,Crossing Educational Center,541,2014,pr
N/A,Independent Non-Public Schools,B015,Bethany Christian Sch,281,2014,pr
9220,Diocese of Fort Wayne,B020,St John Evangelist School,119,2014,pr
9200,Archdiocese of Indianapolis,B035,St Gabriel Parochial School,132,2014,pr
N/A,Independent Non-Public Schools,B045,Christian Academy of Indiana,709,2014,pr
9200,Archdiocese of Indianapolis,B050,Holy Family School,406,2014,pr
9200,Archdiocese of Indianapolis,B060,Our Lady Of Perpetual School,387,2014,pr
9200,Archdiocese of Indianapolis,B067,St Mary of-the-Knobs Catholic Sch,174,2014,pr
N/A,Independent Non-Public Schools,B085,Covington Christian School,66,2014,pr
9200,Archdiocese of Indianapolis,B095,Saint Michael School,247,2014,pr
9215,Diocese of Evansville,B105,St Joseph School,154,2014,pr
9215,Diocese of Evansville,B115,Holy Cross School,132,2014,pr
9215,Diocese of Evansville,B120,Saint James School,185,2014,pr
9215,Diocese of Evansville,B125,Sts Peter & Paul School,105,2014,pr
N/A,Independent Non-Public Schools,B136,The King's Academy,133,2014,pr
N/A,Independent Non-Public Schools,B145,Lakeview Christian School Inc,176,2014,pr
9210,Diocese of Lafayette Catholic Sch,B155,Saint Paul Parish School,116,2014,pr
N/A,Independent Non-Public Schools,B160,Eman Schools,222,2014,pr
N/A,Independent Non-Public Schools,B161,Fishers Christian Academy,38,2014,pr
N/A,Independent Non-Public Schools,B167,Paddock View Residential Center,38,2014,pr
N/A,Independent Non-Public Schools,B190,Indiana Academy,18,2014,pr
N/A,Independent Non-Public Schools,B195,Cicero Adventist School,44,2014,pr
9210,Diocese of Lafayette Catholic Sch,B215,Our Lady Of Mt Carmel School,648,2014,pr
9210,Diocese of Lafayette Catholic Sch,B216,Saint Maria Goretti Sch,459,2014,pr
9210,Diocese of Lafayette Catholic Sch,B227,Saint Louis de Montfort School,458,2014,pr
N/A,Independent Non-Public Schools,B241,University High School of Indiana,282,2014,pr
9210,Diocese of Lafayette Catholic Sch,B246,Our Lady of Grace School,383,2014,pr
N/A,Independent Non-Public Schools,B248,Legacy Christian School,173,2014,pr
9210,Diocese of Lafayette Catholic Sch,B249,Guerin Catholic High School,733,2014,pr
9200,Archdiocese of Indianapolis,B265,Saint Michael School,295,2014,pr
9230,Lutheran Schools of Indiana,B275,Saint John Lutheran School,114,2014,pr
9200,Archdiocese of Indianapolis,B280,Saint Joseph School,70,2014,pr
9200,Archdiocese of Indianapolis,B285,Saint Malachy School,424,2014,pr
N/A,Independent Non-Public Schools,B290,Bethesda Christian School,337,2014,pr
N/A,Independent Non-Public Schools,B293,Todd Academy Inc,29,2014,pr
N/A,Independent Non-Public Schools,B295,Kingsway Christian School,530,2014,pr
N/A,Independent Non-Public Schools,B297,The Oaks Academy - Brookside,160,2014,pr
9200,Archdiocese of Indianapolis,B300,Saint Susanna School,352,2014,pr
9230,Lutheran Schools of Indiana,B367,Redeemer Lutheran School,73,2014,pr
9210,Diocese of Lafayette Catholic Sch,B395,Sts Joan of Arc & Patrick School,306,2014,pr
9220,Diocese of Fort Wayne,B418,Huntington Catholic School,143,2014,pr
9200,Archdiocese of Indianapolis,B440,Saint Ambrose School,136,2014,pr
9230,Lutheran Schools of Indiana,B445,Immanuel Lutheran School,337,2014,pr
9230,Lutheran Schools of Indiana,B452,Trinity Lutheran High School,176,2014,pr
N/A,Independent Non-Public Schools,B455,Seymour Christian Academy,99,2014,pr
9230,Lutheran Schools of Indiana,B465,Lutheran Central School,137,2014,pr
N/A,Independent Non-Public Schools,B469,Covenant Christian High School,110,2014,pr
N/A,Independent Non-Public Schools,B470,DeMotte Christian Sch,275,2014,pr
N/A,Independent Non-Public Schools,B473,Christian Haven,33,2014,pr
9210,Diocese of Lafayette Catholic Sch,B475,Saint Augustine School,115,2014,pr
N/A,Independent Non-Public Schools,B483,Jay County Christian Academy,68,2014,pr
N/A,Independent Non-Public Schools,B493,Christian Academy of Madison,157,2014,pr
9200,Archdiocese of Indianapolis,B505,Shawe Memorial High School,167,2014,pr
9200,Archdiocese of Indianapolis,B510,Pope John XXIII School,268,2014,pr
9200,Archdiocese of Indianapolis,B515,Saint Mary School,183,2014,pr
9200,Archdiocese of Indianapolis,B518,St Rose of Lima Sch,180,2014,pr
9200,Archdiocese of Indianapolis,B535,Our Lady Of Greenwood School,377,2014,pr
9200,Archdiocese of Indianapolis,B540,SS Francis and Clare Catholic Schl,481,2014,pr
9215,Diocese of Evansville,B560,Rivet Middle & High School,179,2014,pr
N/A,Independent Non-Public Schools,B562,Southwest IN Regional Youth Vlg,77,2014,pr
9215,Diocese of Evansville,B565,Flaget Elementary School,245,2014,pr
N/A,Independent Non-Public Schools,B595,Lakeland Christian Academy,107,2014,pr
N/A,Independent Non-Public Schools,B600,Warsaw Christian School,158,2014,pr
9220,Diocese of Fort Wayne,B605,Sacred Heart School,148,2014,pr
N/A,Independent Non-Public Schools,B725,Howe School,67,2014,pr
N/A,Independent Non-Public Schools,B747,Midwest Elite Prep Acad Inc,90,2014,pr
N/A,Independent Non-Public Schools,B748,Faith Academy,50,2014,pr
9205,Diocese of Gary,B755,Aquinas School at St Andrew's,139,2014,pr
9205,Diocese of Gary,B760,Andrean High School,588,2014,pr
N/A,Independent Non-Public Schools,B764,Avicenna Academy,34,2014,pr
N/A,Independent Non-Public Schools,B771,Crown Point Christian Sch,612,2014,pr
9205,Diocese of Gary,B775,Saint Michael School,300,2014,pr
9205,Diocese of Gary,B780,Saint John Evangelist School,394,2014,pr
N/A,Independent Non-Public Schools,B803,Trinity Freeway Academy,2,2014,pr
N/A,Independent Non-Public Schools,B806,Ambassador Chrisitan Academy,280,2014,pr
N/A,Independent Non-Public Schools,B807,Willowglen Academy,9,2014,pr
N/A,Independent Non-Public Schools,B815,Calumet Christian School,107,2014,pr
9205,Diocese of Gary,B835,Saint Mary Catholic Comm School,509,2014,pr
9230,Lutheran Schools of Indiana,B850,Trinity Lutheran School,184,2014,pr
9205,Diocese of Gary,B865,St Stanislaus School,250,2014,pr
N/A,Independent Non-Public Schools,B901,Trinity Educational Daycare & Acad,69,2014,pr
N/A,Independent Non-Public Schools,B928,Spirit of God Accelerated School,98,2014,pr
9205,Diocese of Gary,B930,Saint Mary School,282,2014,pr
9205,Diocese of Gary,B950,Saint Casimir School,329,2014,pr
9205,Diocese of Gary,B960,Saint John Bosco School,266,2014,pr
9205,Diocese of Gary,B965,Saint John The Baptist School,419,2014,pr
9205,Diocese of Gary,B970,Bishop Noll Institute,511,2014,pr
N/A,Independent Non-Public Schools,C020,Highland Christian School,332,2014,pr
9205,Diocese of Gary,C025,Our Lady Of Grace School,168,2014,pr
9230,Lutheran Schools of Indiana,C050,Trinity Lutheran School,74,2014,pr
9205,Diocese of Gary,C060,Saint Thomas More School,569,2014,pr
9230,Lutheran Schools of Indiana,C065,St Paul's Lutheran School,174,2014,pr
9205,Diocese of Gary,C105,Notre Dame Elementary School,218,2014,pr
9205,Diocese of Gary,C110,Queen Of All Saints School,214,2014,pr
N/A,Independent Non-Public Schools,C112,Door Prairie Adventist School,48,2014,pr
9205,Diocese of Gary,C120,Saint Stanislaus Kostka School,164,2014,pr
9205,Diocese of Gary,C125,Marquette Catholic High School,230,2014,pr
N/A,Independent Non-Public Schools,C130,Saint Paul Lutheran School,125,2014,pr
9230,Lutheran Schools of Indiana,C150,Saint John Lutheran School,123,2014,pr
9200,Archdiocese of Indianapolis,C160,Saint Vincent DePaul School,193,2014,pr
N/A,Independent Non-Public Schools,C175,Indiana Christian Academy,193,2014,pr
9210,Diocese of Lafayette Catholic Sch,C190,Saint Mary School,87,2014,pr
9210,Diocese of Lafayette Catholic Sch,C205,Saint Ambrose School,100,2014,pr
9210,Diocese of Lafayette Catholic Sch,C210,Saint Mary School,179,2014,pr
N/A,Independent Non-Public Schools,C224,Liberty Christian Sch (7-8),81,2014,pr
N/A,Independent Non-Public Schools,C225,Liberty Christian School,168,2014,pr
N/A,Independent Non-Public Schools,C226,Liberty Christian Elementary,362,2014,pr
N/A,Independent Non-Public Schools,C250,Anderson Christian School,100,2014,pr
N/A,Independent Non-Public Schools,C257,Damar Academy,50,2014,pr
9200,Archdiocese of Indianapolis,C265,Nativity School,364,2014,pr
9230,Lutheran Schools of Indiana,C267,Holy Cross Lutheran School,195,2014,pr
9230,Lutheran Schools of Indiana,C270,Lutheran High School,237,2014,pr
N/A,Independent Non-Public Schools,C271,Curtis Wilson Primary School,117,2014,pr
N/A,Independent Non-Public Schools,C275,Heritage Christian School,1209,2014,pr
9200,Archdiocese of Indianapolis,C280,Saint Lawrence School,301,2014,pr
N/A,Independent Non-Public Schools,C281,Cornerstone Baptist Academy,153,2014,pr
N/A,Independent Non-Public Schools,C282,Horizon Christian School,285,2014,pr
9200,Archdiocese of Indianapolis,C295,Saint Barnabas School,516,2014,pr
9200,Archdiocese of Indianapolis,C300,Saint Jude Elementary School,509,2014,pr
9200,Archdiocese of Indianapolis,C305,Saint Mark School,235,2014,pr
9200,Archdiocese of Indianapolis,C310,Saint Roch School,275,2014,pr
9230,Lutheran Schools of Indiana,C315,Calvary Lutheran School,223,2014,pr
9200,Archdiocese of Indianapolis,C320,Roncalli High School,1127,2014,pr
N/A,Independent Non-Public Schools,C349,Southport Presbyterian Chrst Sch,119,2014,pr
9200,Archdiocese of Indianapolis,C360,Brebeuf Jesuit Preparatory School,723,2014,pr
N/A,Independent Non-Public Schools,C375,Traders Point Christian Academy,573,2014,pr
9200,Archdiocese of Indianapolis,C390,Holy Spirit School,411,2014,pr
9230,Lutheran Schools of Indiana,C395,Trinity Lutheran School,235,2014,pr
9230,Lutheran Schools of Indiana,C400,Saint John Ev Lutheran School,193,2014,pr
N/A,Independent Non-Public Schools,C432,Park Tudor School (9-12),411,2014,pr
9200,Archdiocese of Indianapolis,C435,Saint Luke School,582,2014,pr
9200,Archdiocese of Indianapolis,C440,Saint Matthew School,410,2014,pr
9200,Archdiocese of Indianapolis,C445,Saint Monica School,461,2014,pr
9200,Archdiocese of Indianapolis,C450,Saint Pius X School,438,2014,pr
N/A,Independent Non-Public Schools,C455,Indianapolis Junior Academy,66,2014,pr
N/A,Independent Non-Public Schools,C475,Hasten Hebrew Acad Of Indianapolis,104,2014,pr
N/A,Independent Non-Public Schools,C495,Colonial Christian School,154,2014,pr
9230,Lutheran Schools of Indiana,C512,Our Shepherd Lutheran School,136,2014,pr
N/A,Independent Non-Public Schools,C514,Crosspointe Christian Academy,205,2014,pr
N/A,Independent Non-Public Schools,C527,Covenant Christian High School,319,2014,pr
9200,Archdiocese of Indianapolis,C545,Holy Name School,270,2014,pr
N/A,Independent Non-Public Schools,C561,Trinity Christian School,199,2014,pr
N/A,Independent Non-Public Schools,C563,Horizon Chrstn Sch-Shepherd Campus,79,2014,pr
N/A,Independent Non-Public Schools,C575,Baptist Academy,223,2014,pr
N/A,Independent Non-Public Schools,C580,Calvary Christian School,214,2014,pr
9200,Archdiocese of Indianapolis,C585,Christ The King School,379,2014,pr
N/A,Independent Non-Public Schools,C589,The Independence Academy,33,2014,pr
9200,Archdiocese of Indianapolis,C590,Holy Angels Catholic Sch,2,2014,pr
9200,Archdiocese of Indianapolis,C595,Holy Cross Central School,6,2014,pr
9200,Archdiocese of Indianapolis,C600,Immaculate Heart of Mary School,448,2014,pr
9200,Archdiocese of Indianapolis,C605,Our Lady Of Lourdes School,279,2014,pr
9200,Archdiocese of Indianapolis,C623,Providence Cristo Rey High School,192,2014,pr
9200,Archdiocese of Indianapolis,C625,Central Catholic School,213,2014,pr
N/A,Independent Non-Public Schools,C628,MTI School of Knowledge,214,2014,pr
9200,Archdiocese of Indianapolis,C645,Saint Joan Of Arc School,351,2014,pr
9200,Archdiocese of Indianapolis,C650,St Michael The Archangel School,330,2014,pr
9200,Archdiocese of Indianapolis,C655,Saint Philip Neri School,223,2014,pr
9200,Archdiocese of Indianapolis,C665,Saint Simon The Apostle School,717,2014,pr
9200,Archdiocese of Indianapolis,C675,Saint Thomas Aquinas School,1,2014,pr
9230,Lutheran Schools of Indiana,C680,Emmaus Lutheran School,19,2014,pr
N/A,Independent Non-Public Schools,C690,Capitol City SDA Church School,2,2014,pr
N/A,Independent Non-Public Schools,C699,TP Schools,248,2014,pr
9200,Archdiocese of Indianapolis,C700,Cathedral High School,1266,2014,pr
9200,Archdiocese of Indianapolis,C705,Bishop Chatard High School,685,2014,pr
9200,Archdiocese of Indianapolis,C710,Scecina Memorial School,406,2014,pr
9200,Archdiocese of Indianapolis,C715,Cardinal Ritter High School,641,2014,pr
N/A,Independent Non-Public Schools,C773,The Oaks Academy,399,2014,pr
N/A,Independent Non-Public Schools,C791,Project Libertas,62,2014,pr
9200,Archdiocese of Indianapolis,C795,Saint Christopher School,1,2014,pr
N/A,Independent Non-Public Schools,C805,Culver Academies,807,2014,pr
9220,Diocese of Fort Wayne,C855,Saint Michael School,172,2014,pr
N/A,Independent Non-Public Schools,C899,Pinnacle School,106,2014,pr
9200,Archdiocese of Indianapolis,C900,Saint Charles Boromeo School,399,2014,pr
N/A,Independent Non-Public Schools,C905,Adventist Christian Academy,11,2014,pr
N/A,Independent Non-Public Schools,C918,The Prep School,120,2014,pr
N/A,Independent Non-Public Schools,C927,Lighthouse Christian Academy,208,2014,pr
N/A,Independent Non-Public Schools,C933,Clear Creek Christian School,86,2014,pr
N/A,Independent Non-Public Schools,C940,Tabernacle Christian Schools,206,2014,pr
N/A,Independent Non-Public Schools,C965,Mooresville Christian Academy,239,2014,pr
N/A,Independent Non-Public Schools,C966,Greenwood Christian Academy,539,2014,pr
9220,Diocese of Fort Wayne,C980,Saint Mary Elementary School,142,2014,pr
9230,Lutheran Schools of Indiana,C985,St John Lutheran School,136,2014,pr
9205,Diocese of Gary,D050,Saint Patrick School,296,2014,pr
N/A,Independent Non-Public Schools,D056,Shults-Lewis Child & Family Srvs,12,2014,pr
9205,Diocese of Gary,D065,Nativity of Our Savior School,243,2014,pr
N/A,Independent Non-Public Schools,D073,Victory Christian Academy,273,2014,pr
N/A,Independent Non-Public Schools,D080,Portage Christian School,236,2014,pr
9205,Diocese of Gary,D085,Saint Paul Catholic School,352,2014,pr
9230,Lutheran Schools of Indiana,D090,Immanuel Lutheran School,205,2014,pr
9215,Diocese of Evansville,D095,St Matthew School,50,2014,pr
9215,Diocese of Evansville,D100,St Philip School,191,2014,pr
9215,Diocese of Evansville,D105,Saint Wendel School,116,2014,pr
9200,Archdiocese of Indianapolis,D130,Saint Louis School,358,2014,pr
9200,Archdiocese of Indianapolis,D135,Oldenburg Academy,195,2014,pr
9200,Archdiocese of Indianapolis,D140,Saint Mary Elementary School,96,2014,pr
N/A,Independent Non-Public Schools,D158,North Liberty Christian School,31,2014,pr
9220,Diocese of Fort Wayne,D164,St Pius X Catholic School,541,2014,pr
9220,Diocese of Fort Wayne,D165,Marian High School,704,2014,pr
9220,Diocese of Fort Wayne,D177,Mishawaka Catholic School,357,2014,pr
N/A,Independent Non-Public Schools,D189,Covenant Christian Sch,102,2014,pr
N/A,Independent Non-Public Schools,D195,South Bend Hebrew Day School,141,2014,pr
9220,Diocese of Fort Wayne,D198,Queen of Peace School,199,2014,pr
N/A,Independent Non-Public Schools,D217,Trinity School At Greenlawn,182,2014,pr
9220,Diocese of Fort Wayne,D225,Saint Joseph High School,899,2014,pr
9220,Diocese of Fort Wayne,D230,Christ The King School,444,2014,pr
9220,Diocese of Fort Wayne,D235,Corpus Christi School,199,2014,pr
9220,Diocese of Fort Wayne,D240,Holy Cross School,307,2014,pr
9220,Diocese of Fort Wayne,D245,Holy Family School,272,2014,pr
N/A,Independent Non-Public Schools,D249,New Vision Christian Academy,21,2014,pr
9220,Diocese of Fort Wayne,D250,Our Lady Of Hungary School,175,2014,pr
9220,Diocese of Fort Wayne,D255,Saint Adalbert School,217,2014,pr
9220,Diocese of Fort Wayne,D260,Saint Anthony De Padua School,348,2014,pr
9220,Diocese of Fort Wayne,D265,Saint John The Baptist School,99,2014,pr
9220,Diocese of Fort Wayne,D270,Saint Joseph School,453,2014,pr
9220,Diocese of Fort Wayne,D275,Saint Jude Catholic School,158,2014,pr
9220,Diocese of Fort Wayne,D285,Saint Matthew Cathedral School,388,2014,pr
N/A,Independent Non-Public Schools,D300,South Bend Jr Academy School,2,2014,pr
N/A,Independent Non-Public Schools,D305,Community Baptist Christian Sch,209,2014,pr
N/A,Independent Non-Public Schools,D310,Granger Christian School,172,2014,pr
N/A,Independent Non-Public Schools,D315,Michiana Christian School,55,2014,pr
N/A,Independent Non-Public Schools,D329,Grace Christian Academy Inc,57,2014,pr
9200,Archdiocese of Indianapolis,D335,Saint Joseph School,134,2014,pr
9215,Diocese of Evansville,D370,St Bernard School,114,2014,pr
9230,Lutheran Schools of Indiana,D375,Saint Peter Lutheran School,67,2014,pr
9210,Diocese of Lafayette Catholic Sch,D415,Central Catholic Jr-Sr High Sch,396,2014,pr
9210,Diocese of Lafayette Catholic Sch,D420,Saint Boniface School,123,2014,pr
9210,Diocese of Lafayette Catholic Sch,D425,Saint Lawrence Elementary School,245,2014,pr
9210,Diocese of Lafayette Catholic Sch,D430,Saint Mary Cathedral School,171,2014,pr
9230,Lutheran Schools of Indiana,D435,Saint James Lutheran School,164,2014,pr
N/A,Independent Non-Public Schools,D440,Lafayette Christian School,352,2014,pr
N/A,Independent Non-Public Schools,D451,T C Harris School at IDTC LAF,99,2014,pr
N/A,Independent Non-Public Schools,D452,Faith Christian School,576,2014,pr
9210,Diocese of Lafayette Catholic Sch,D465,Saint John The Baptist School,76,2014,pr
N/A,Independent Non-Public Schools,D485,Evansville Christian School,602,2014,pr
N/A,Independent Non-Public Schools,D525,Evansville Day School,90,2014,pr
N/A,Independent Non-Public Schools,D526,Evansville Day School PK-08,237,2014,pr
9215,Diocese of Evansville,D530,Mater Dei High School,503,2014,pr
9215,Diocese of Evansville,D535,Reitz Memorial High School,722,2014,pr
9215,Diocese of Evansville,D545,Christ The King School,192,2014,pr
9215,Diocese of Evansville,D550,Corpus Christi School,259,2014,pr
9215,Diocese of Evansville,D555,Good Shepherd School,406,2014,pr
9215,Diocese of Evansville,D560,Holy Redeemer School,225,2014,pr
9215,Diocese of Evansville,D565,Holy Rosary School,327,2014,pr
9215,Diocese of Evansville,D570,Holy Spirit School,200,2014,pr
9215,Diocese of Evansville,D580,Westside Catholic School,172,2014,pr
9215,Diocese of Evansville,D590,St Benedict Cathedral School,440,2014,pr
9215,Diocese of Evansville,D605,Saint Joseph School,179,2014,pr
9215,Diocese of Evansville,D610,Resurrection School,308,2014,pr
9215,Diocese of Evansville,D615,St Theresa School,121,2014,pr
9230,Lutheran Schools of Indiana,D625,Evansville Lutheran School,178,2014,pr
9200,Archdiocese of Indianapolis,D720,Saint Patrick School,345,2014,pr
N/A,Independent Non-Public Schools,D722,John Paul II Catholic High Sch,16,2014,pr
N/A,Independent Non-Public Schools,D725,Holy Cross School,75,2014,pr
N/A,Independent Non-Public Schools,D748,Terre Haute SDA School,16,2014,pr
9220,Diocese of Fort Wayne,D805,Saint Bernard Elementary School,61,2014,pr
9215,Diocese of Evansville,D815,Saint John The Baptist School,325,2014,pr
9200,Archdiocese of Indianapolis,D840,St Elizabeth Ann Seton E & W,325,2014,pr
9200,Archdiocese of Indianapolis,D842,Seton Catholic High School,144,2014,pr
N/A,Independent Non-Public Schools,D860,Richmond Academy,31,2014,pr
N/A,Independent Non-Public Schools,D862,Community Christian Sch,112,2014,pr
N/A,Independent Non-Public Schools,D875,Kingdom Academy of Bluffton Inc,62,2014,pr
N/A,Independent Non-Public Schools,D907,T.R.O.Y. Center,17,2014,pr
9220,Diocese of Fort Wayne,A035,Saint Joseph School,298,2015,pr
9230,Lutheran Schools of Indiana,A040,St Peter Immanuel Lutheran Sch,52,2015,pr
9230,Lutheran Schools of Indiana,A045,Wyneken Memorial Lutheran Sch,198,2015,pr
9220,Diocese of Fort Wayne,A104,Saint Elizabeth Seton Catholic Sch,448,2015,pr
9220,Diocese of Fort Wayne,A120,Bishop Dwenger High School,1063,2015,pr
9220,Diocese of Fort Wayne,A125,Bishop Luers High School,601,2015,pr
9220,Diocese of Fort Wayne,A130,Most Precious Blood School,220,2015,pr
9220,Diocese of Fort Wayne,A135,Queen Of Angels School,168,2015,pr
9220,Diocese of Fort Wayne,A145,Saint Charles Borromeo School,785,2015,pr
9220,Diocese of Fort Wayne,A150,Saint John The Baptist School,241,2015,pr
9220,Diocese of Fort Wayne,A155,Saint Joseph Catholic School,86,2015,pr
9220,Diocese of Fort Wayne,A160,Saint Jude Elementary School,500,2015,pr
N/A,Independent Non-Public Schools,A170,Blackhawk Christian Mdl/High Sch,376,2015,pr
N/A,Independent Non-Public Schools,A172,Blackhawk Christian Elem Sch,339,2015,pr
9220,Diocese of Fort Wayne,A175,Saint Therese School,185,2015,pr
9220,Diocese of Fort Wayne,A180,Saint Vincent DePaul School,749,2015,pr
9230,Lutheran Schools of Indiana,A195,Concordia Lutheran High School,739,2015,pr
9230,Lutheran Schools of Indiana,A200,Suburban Bethlehem Lutheran Sch,155,2015,pr
9230,Lutheran Schools of Indiana,A205,Concordia Evangelical Lutheran Sch,369,2015,pr
9230,Lutheran Schools of Indiana,A215,Emmanuel St Michael Lutheran Sch,359,2015,pr
9230,Lutheran Schools of Indiana,A220,Emmaus Lutheran School,148,2015,pr
9230,Lutheran Schools of Indiana,A225,Holy Cross Lutheran School,419,2015,pr
9230,Lutheran Schools of Indiana,A235,Lutheran South Unity School,181,2015,pr
N/A,Independent Non-Public Schools,A236,Cornerstone College Prep Sch,119,2015,pr
9230,Lutheran Schools of Indiana,A245,Saint Paul Lutheran School,194,2015,pr
9230,Lutheran Schools of Indiana,A248,Ascension Lutheran Sch,123,2015,pr
N/A,Independent Non-Public Schools,A249,Central Christian School,152,2015,pr
9230,Lutheran Schools of Indiana,A250,Saint Peter's Lutheran School,220,2015,pr
N/A,Independent Non-Public Schools,A260,Aboite Christian School,41,2015,pr
9220,Diocese of Fort Wayne,A270,Saint Aloysius Catholic School,94,2015,pr
