corp_name,corp_id,STATEFP,UNSDLEA,AFFGEOID,GEOID,STUSPS,STATE_NAME,LSAD,ALAND,AWATER,geometry
Attica Consolidated School Corporation,2435,18,00210,9700000US1800210,1800210,IN,Indiana,00,208360133,1815005,"list(list(c(-87.339273, -87.337865, -87.336413, -87.332907, -87.33067, -87.328539, -87.320717, -87.319104, -87.317115, -87.316316, -87.311889, -87.306453, -87.301423, -87.29961, -87.296365, -87.294191, -87.288939, -87.28195, -87.281378, -87.275564, -87.2698, -87.264676, -87.258584, -87.255036, -87.254884, -87.254012, -87.249292, -87.248594, -87.248161, -87.247847, -87.246513, -87.244898, -87.242019, -87.237455, -87.234101, -87.231427, -87.217631, -87.209556, -87.206302, -87.200605, -87.196906, -87.187611, 
-87.182462, -87.178558, -87.175858, -87.174406, -87.173323, -87.171024, -87.170128, -87.167898, -87.166751, -87.164586, -87.158508, -87.154146, -87.149839, -87.143451, -87.140668, -87.136221, -87.131525, -87.125797, -87.121346, -87.118116, -87.106259, -87.104878, -87.104154, -87.104335, -87.103472, -87.096339, -87.093608, -87.092148, -87.092203, -87.092516, -87.092709, -87.096999, -87.148587, -87.1486, -87.167714, -87.186296, -87.186379, -87.2055, -87.20546, -87.205499, -87.205092, -87.262521, -87.30053, 
-87.310106, -87.338891, -87.339273, 40.223173, 40.223866, 40.225016, 40.228729, 40.233294, 40.235396, 40.238957, 40.24047, 40.243782, 40.246684, 40.250036, 40.252897, 40.254836, 40.254967, 40.255546, 40.257966, 40.265337, 40.277604, 40.278391, 40.28372, 40.286403, 40.288001, 40.292654, 40.295359, 40.295481, 40.296372, 40.299609, 40.300497, 40.301827, 40.306692, 40.308331, 40.309252, 40.309797, 40.310112, 40.31074, 40.311679, 40.317878, 40.320727, 40.322429, 40.32299, 40.324072, 40.326397, 40.328308, 
40.330336, 40.332341, 40.333472, 40.333963, 40.334551, 40.334831, 40.334952, 40.334959, 40.334826, 40.336083, 40.334721, 40.335624, 40.337858, 40.338485, 40.338715, 40.340592, 40.345004, 40.346963, 40.348059, 40.354859, 40.356285, 40.358623, 40.360045, 40.361396, 40.366671, 40.366266, 40.366612, 40.353423, 40.301565, 40.258391, 40.258586, 40.25864, 40.258056, 40.258241, 40.25831, 40.229192, 40.229097, 40.221934, 40.214609, 40.185718, 40.186081, 40.186056, 40.186077, 40.186415, 40.223173)))"
Elwood Community School Corporation,5280,18,03300,9700000US1803300,1803300,IN,Indiana,00,36859961,0,"list(list(c(-85.86116, -85.860925, -85.860785, -85.860756, -85.860725, -85.860698, -85.860698, -85.860619, -85.860391, -85.860242, -85.81881, -85.816912, -85.785583, -85.785572, -85.785614, -85.791998, -85.791984, -85.80044, -85.800343, -85.802508, -85.802527, -85.803927, -85.803973, -85.813548, -85.818393, -85.818429, -85.818461, -85.832001, -85.831526, -85.842223, -85.842268, -85.8521, -85.851944, -85.861903, -85.86116, 40.22531, 40.262445, 40.273334, 40.275099, 40.276947, 40.278321, 40.278337, 
40.281766, 40.291455, 40.305696, 40.306105, 40.306073, 40.306345, 40.292107, 40.286239, 40.286223, 40.284474, 40.284336, 40.270596, 40.270578, 40.269316, 40.269327, 40.262879, 40.262757, 40.262681, 40.261911, 40.255072, 40.255125, 40.240758, 40.24076, 40.233518, 40.233464, 40.219106, 40.218936, 40.22531)))"
Griffith Public Schools,4700,18,04170,9700000US1804170,1804170,IN,Indiana,00,15864847,0,"list(list(c(-87.451966, -87.451759, -87.451856, -87.451313, -87.444995, -87.437338, -87.432499, -87.432479, -87.432529, -87.432445, -87.432375, -87.422944, -87.413073, -87.413087, -87.413098, -87.413075, -87.413052, -87.413065, -87.413094, -87.413141, -87.41314, -87.41314, -87.413134, -87.412838, -87.413038, -87.418809, -87.432514, -87.451851, -87.4519, -87.451805, -87.451966, 41.522909, 41.522909, 41.537432, 41.537429, 41.537401, 41.537369, 41.537325, 41.545922, 41.548205, 41.555461, 41.566366, 
41.566342, 41.566333, 41.563927, 41.55902, 41.549571, 41.545416, 41.541589, 41.537215, 41.529992, 41.528143, 41.526306, 41.522644, 41.514836, 41.507636, 41.507676, 41.507701, 41.507784, 41.513537, 41.514658, 41.522909)))"
Knox Community School Corporation,7525,18,05340,9700000US1805340,1805340,IN,Indiana,00,264512132,4315253,"list(list(c(-86.69853, -86.640231, -86.639901, -86.601581, -86.582325, -86.543556, -86.543491, -86.466334, -86.466515, -86.466572, -86.46669, -86.543679, -86.5533, -86.562942, -86.577421, -86.582198, -86.582291, -86.582308, -86.582534, -86.582738, -86.58285, -86.602208, -86.659778, -86.659726, -86.674186, -86.67898, -86.678974, -86.698352, -86.698363, -86.698548, -86.69853, 41.346159, 41.346075, 41.346168, 41.346061, 41.345994, 41.345984, 41.345988, 41.345771, 41.302228, 41.273716, 41.258617, 41.258952, 
41.258982, 41.258998, 41.259048, 41.259053, 41.240798, 41.230054, 41.207912, 41.186522, 41.171962, 41.171984, 41.172068, 41.200887, 41.200865, 41.200882, 41.215211, 41.215536, 41.259093, 41.317072, 41.346159)))"
Fort Wayne Community Schools,0235,18,03630,9700000US1803630,1803630,IN,Indiana,00,373954388,571646,"list(list(c(-85.245317, -85.236417, -85.236685, -85.226745, -85.227739, -85.226969, -85.226581, -85.228336, -85.230144, -85.233056, -85.230967, -85.231464, -85.227909, -85.226687, -85.226748, -85.226774, -85.226587, -85.226573, -85.226679, -85.226748, -85.226417, -85.226318, -85.226301, -85.225971, -85.226029, -85.190025, -85.18994, -85.175707, -85.175596, -85.175566, -85.16612, -85.147594, -85.131433, -85.119399, -85.113573, -85.103283, -85.098471, -85.094123, -85.076979, -85.075532, -85.066366, 
-85.061139, -85.056034, -85.0559, -85.007889, -85.006867, -85.006782, -85.006228, -85.004884, -85.005166, -85.004678, -85.004506, -85.004062, -85.004084, -85.004046, -85.003985, -85.003795, -85.00325, -85.002441, -85.01392, -85.021433, -85.02401, -85.026068, -85.049328, -85.052606, -85.05874, -85.059604, -85.059593, -85.061812, -85.06254, -85.064417, -85.064412, -85.073792, -85.079178, -85.079066, -85.086471, -85.087851, -85.088049, -85.107494, -85.107115, -85.103792, -85.100196, -85.097285, -85.097063, 
-85.096153, -85.096073, -85.087579, -85.087395, -85.098774, -85.099045, -85.099551, -85.099754, -85.099998, -85.098838, -85.096854, -85.096745, -85.096524, -85.106274, -85.106832, -85.111886, -85.113289, -85.113282, -85.113122, -85.113053, -85.112763, -85.112451, -85.112446, -85.11218, -85.112119, -85.111928, -85.111897, -85.111815, -85.111387, -85.111037, -85.110911, -85.112244, -85.112421, -85.110542, -85.110346, -85.109723, -85.167063, -85.223389, -85.22439, -85.226412, -85.237462, -85.245317, 
41.008406, 41.008855, 41.016264, 41.016308, 41.03013, 41.043851, 41.044238, 41.043527, 41.043025, 41.045223, 41.047427, 41.050326, 41.051088, 41.051365, 41.053446, 41.054725, 41.059814, 41.074457, 41.081909, 41.088904, 41.125194, 41.132269, 41.132938, 41.155947, 41.177817, 41.177516, 41.17745, 41.177535, 41.173631, 41.177596, 41.177684, 41.177946, 41.178215, 41.178548, 41.178593, 41.178818, 41.178943, 41.179112, 41.179581, 41.17978, 41.179799, 41.180283, 41.180141, 41.180144, 41.181141, 41.181165, 
41.17795, 41.166511, 41.138216, 41.137014, 41.13194, 41.131278, 41.130848, 41.12318, 41.122513, 41.121258, 41.117678, 41.107853, 41.093367, 41.092993, 41.092672, 41.092536, 41.09248, 41.091803, 41.091697, 41.091161, 41.091525, 41.091317, 41.091077, 41.093668, 41.093879, 41.093464, 41.093045, 41.092816, 41.090663, 41.090466, 41.090497, 41.090487, 41.089794, 41.083098, 41.082734, 41.080076, 41.079149, 41.076001, 41.076019, 41.071492, 41.071495, 41.061767, 41.061456, 41.061536, 41.061745, 41.061437, 
41.061065, 41.060316, 41.055852, 41.054221, 41.046956, 41.046693, 41.046679, 41.046519, 41.046493, 41.046226, 41.041213, 41.039036, 41.031893, 41.024672, 41.024534, 41.017422, 41.013316, 41.007581, 41.006595, 41.002988, 40.988168, 40.984048, 40.975676, 40.975665, 40.959663, 40.959677, 40.951962, 40.917331, 40.916585, 40.916985, 40.960583, 41.001897, 41.002038, 41.008406)))"
Northern Wells Community Schools,8435,18,08220,9700000US1808220,1808220,IN,Indiana,00,427739170,2882882,"list(list(c(-85.33603, -85.290203, -85.286056, -85.271122, -85.27018, -85.223389, -85.167063, -85.109723, -85.073861, -85.072314, -85.072205, -85.071534, -85.071006, -85.136242, -85.13709, -85.150714, -85.155016, -85.155983, -85.166703, -85.167642, -85.171252, -85.173663, -85.177513, -85.183903, -85.184139, -85.203198, -85.204147, -85.22267, -85.335035, -85.335413, -85.335507, -85.335507, -85.335463, -85.335424, -85.33558, -85.33603, 40.917082, 40.917038, 40.917043, 40.917063, 40.917062, 40.916985, 
40.916585, 40.917331, 40.917823, 40.831544, 40.830907, 40.800909, 40.743118, 40.742448, 40.742446, 40.742409, 40.742402, 40.742402, 40.742401, 40.742493, 40.742478, 40.742487, 40.74251, 40.742591, 40.7426, 40.742511, 40.742514, 40.742606, 40.742031, 40.800681, 40.819475, 40.820822, 40.830652, 40.859911, 40.874522, 40.917082)))"
Rochester Community School Corporation,2645,18,09630,9700000US1809630,1809630,IN,Indiana,00,363676223,4082882,"list(list(c(-86.433781, -86.39533, -86.356878, -86.357004, -86.356927, -86.346698, -86.328181, -86.25047, -86.241191, -86.236866, -86.228984, -86.223525, -86.218872, -86.187869, -86.18756, -86.18764, -86.187631, -86.149411, -86.149237, -86.129999, -86.129905, -86.130305, -86.13002, -86.149164, -86.168459, -86.216039, -86.217193, -86.21842, -86.222636, -86.314238, -86.314643, -86.319558, -86.338215, -86.338221, -86.33833, -86.390384, -86.395187, -86.399974, -86.404811, -86.433452, -86.433595, -86.433781, 
41.084304, 41.084455, 41.084593, 41.116754, 41.17199, 41.17204, 41.172152, 41.172363, 41.172355, 41.171849, 41.171775, 41.171865, 41.172347, 41.172291, 41.122769, 41.11069, 41.0984, 41.098374, 41.083899, 41.083956, 41.054233, 41.032381, 40.996081, 40.996082, 40.996097, 40.996116, 40.996394, 40.996425, 40.996413, 40.996447, 40.996449, 40.996431, 40.99642, 41.010988, 41.025579, 41.025648, 41.022571, 41.022395, 41.024272, 41.026016, 41.040578, 41.084304)))"
Kankakee Valley School Corporation,3785,18,05280,9700000US1805280,1805280,IN,Indiana,00,525173127,3520475,"list(list(c(-87.275917, -87.275738, -87.275726, -87.275664, -87.275698, -87.275699, -87.275709, -87.275755, -87.275882, -87.226372, -87.218862, -87.198962, -87.192521, -87.160608, -87.159591, -87.131245, -87.122124, -87.120118, -87.102293, -87.073203, -87.059724, -87.044843, -87.011028, -86.984044, -86.978004, -86.977017, -86.968125, -86.962028, -86.954522, -86.942336, -86.937691, -86.930079, -86.929782, -86.93017, -86.930283, -86.930373, -86.930467, -86.93039, -86.930335, -86.968911, -86.988327, 
-86.988325, -86.988295, -86.997705, -86.997879, -87.007435, -87.007516, -87.007554, -87.046143, -87.084521, -87.103668, -87.141897, -87.151354, -87.151662, -87.275924, -87.275917, 41.086328, 41.129901, 41.144392, 41.168479, 41.173549, 41.173817, 41.188058, 41.199318, 41.218595, 41.235507, 41.242027, 41.259606, 41.265213, 41.275951, 41.276298, 41.286261, 41.286365, 41.285737, 41.280961, 41.27318, 41.26952, 41.260798, 41.240908, 41.2277, 41.222155, 41.221549, 41.219658, 41.222554, 41.225282, 41.228502, 
41.230209, 41.236798, 41.234397, 41.172318, 41.171814, 41.158324, 41.136842, 41.136377, 41.128875, 41.12897, 41.12891, 41.121679, 41.114259, 41.114287, 41.100058, 41.100083, 41.092886, 41.085662, 41.085684, 41.08594, 41.085901, 41.085994, 41.085931, 41.070546, 41.071174, 41.086328)))"
Hamilton Community Schools,7610,18,04230,9700000US1804230,1804230,IN,Indiana,00,217556414,3998036,"list(list(c(-84.969927, -84.953929, -84.915281, -84.876366, -84.857432, -84.8057905226358, -84.805812, -84.8054489743171, -84.804881309091, -84.804729, -84.804729, -84.81176, -84.854416, -84.851853, -84.871452, -84.894623, -84.909667, -84.910244, -84.966559, -84.966704, -84.968505, -84.969431, -84.969558, -84.969606, -84.969189, -84.969862, -84.969927, 41.613231, 41.613889, 41.614277, 41.614949, 41.615278, 41.6164389780273, 41.61304, 41.5852821110123, 41.5418769496945, 41.530231, 41.5301345906643, 
41.530252, 41.529434, 41.444137, 41.443579, 41.443054, 41.442742, 41.442725, 41.441654, 41.448893, 41.528065, 41.572031, 41.583305, 41.586171, 41.602235, 41.611729, 41.613231)))"
Lebanon Community School Corporation,0665,18,05790,9700000US1805790,1805790,IN,Indiana,00,272582034,40360,"list(list(c(-86.554347, -86.54468, -86.5446, -86.54437, -86.544154, -86.53473, -86.53466, -86.479013, -86.468211, -86.455088, -86.37542, -86.35638, -86.35602, -86.35595, -86.355893, -86.34618, -86.33667, -86.3366, -86.327961, -86.326232, -86.317819, -86.317844, -86.31762, -86.317482, -86.317622, -86.338368, -86.34579, -86.34651, -86.34819, -86.355568, -86.355454, -86.35538, -86.355343, -86.355262, -86.359962, -86.390565, -86.39771, -86.429053, -86.43087, -86.44985, -86.450104, -86.450784, -86.45091, 
-86.45093, -86.446044, -86.44618, -86.450892, -86.450957, -86.468773, -86.50053, -86.502038, -86.530193, -86.530258, -86.534074, -86.534948, -86.534973, -86.534972, -86.536219, -86.54024, -86.544603, -86.54454, -86.549313, -86.549424, -86.55416, -86.554207, -86.554347, 40.01726, 40.01726, 40.03864, 40.04008, 40.082826, 40.08278, 40.09728, 40.097204, 40.097448, 40.097482, 40.09769, 40.09833, 40.069008, 40.05442, 40.039813, 40.03998, 40.04013, 40.02632, 40.02648, 40.026512, 40.026657, 40.012088, 39.99763, 
39.968583, 39.968582, 39.968312, 39.96828, 39.96829, 39.96826, 39.968076, 39.946493, 39.938687, 39.927784, 39.924041, 39.923999, 39.923793, 39.923772, 39.923658, 39.92349, 39.923297, 39.952203, 39.9522, 39.96682, 39.977888, 39.977916, 39.98878, 39.988723, 39.996248, 39.996072, 39.995532, 39.995659, 39.995499, 39.984582, 39.984545, 39.984537, 39.983056, 39.981008, 39.981027, 39.98094, 39.981, 39.986397, 39.986459, 39.995572, 39.995551, 40.008077, 40.01726)))"
Hamilton Heights School Corporation,3025,18,04260,9700000US1804260,1804260,IN,Indiana,00,286015211,4734920,"list(list(c(-86.128228, -86.127966, -86.069032, -86.034925, -86.02245, -86.013136, -85.996076, -85.96643, -85.935561, -85.861903, -85.862484, -85.86273, -85.862824, -85.862852, -85.863578, -85.863278, -85.882437, -85.901718, -85.95864, -85.962261, -85.966318, -85.995013, -86.013844, -86.028211, -86.033193, -86.037263, -86.039668, -86.040681, -86.047214, -86.061729, -86.075391, -86.075971, -86.090319, -86.127538, -86.128098, -86.128254, -86.128228, 40.217207, 40.217209, 40.217633, 40.217856, 40.217958, 
40.21804, 40.218152, 40.218278, 40.218437, 40.218936, 40.212181, 40.192254, 40.162547, 40.136532, 40.132998, 40.103861, 40.103591, 40.103084, 40.1025, 40.102436, 40.102243, 40.101735, 40.102134, 40.101796, 40.101672, 40.101696, 40.101722, 40.101722, 40.101717, 40.101622, 40.101433, 40.101428, 40.101269, 40.101551, 40.101415, 40.131148, 40.217207)))"
Taylor Community School Corporation,3460,18,11250,9700000US1811250,1811250,IN,Indiana,00,78733138,0,"list(list(c(-86.127152, -86.127144, -86.117744, -86.11781, -86.117773, -86.10948, -86.10832, -86.089151, -86.089074, -86.089003, -86.079586, -86.079482, -86.069949, -86.060798, -86.060517, -86.050843, -86.050918, -86.036433, -86.01285, -86.012806, -85.994543, -85.994446, -85.984987, -85.984902, -85.975437, -85.975506, -85.994573, -86.060645, -86.069994, -86.127113, -86.127113, -86.12721, -86.127152, 40.433428, 40.440681, 40.440753, 40.444374, 40.447995, 40.447967, 40.448029, 40.44832, 40.462783, 
40.469934, 40.47024, 40.476941, 40.477028, 40.477109, 40.470534, 40.470623, 40.477206, 40.477355, 40.477684, 40.449413, 40.449548, 40.441509, 40.441503, 40.435139, 40.435066, 40.406227, 40.405983, 40.405198, 40.405058, 40.404337, 40.410772, 40.41887, 40.433428)))"
Indianapolis Public Schools,5385,18,04770,9700000US1804770,1804770,IN,Indiana,00,203137571,2512877,"list(list(c(-86.032094, -86.031444, -86.031287, -86.029986, -86.027118, -86.026958, -86.020372, -86.018775, -86.018746, -86.017483, -86.017495, -86.019094, -86.019689, -86.019611, -86.025594, -86.028685, -86.031401, -86.032016, -86.032094, 39.803404, 39.805142, 39.805871, 39.805666, 39.805782, 39.807862, 39.807875, 39.807883, 39.811253, 39.811269, 39.804246, 39.803946, 39.803935, 39.79989, 39.799485, 39.799285, 39.80093, 39.802156, 39.803404)), list(c(-86.050002, -86.04946, -86.045658, -86.046096, 
-86.049982, -86.050002, 39.775892, 39.775649, 39.77572, 39.77368, 39.774009, 39.775892)), list(c(-86.244601, -86.243209, -86.241996, -86.239291, -86.234278, -86.234284, -86.234437, -86.234261, -86.235263, -86.244308, -86.244654, -86.244601, 39.776596, 39.776193, 39.776051, 39.775529, 39.775894, 39.775069, 39.77295, 39.771618, 39.771652, 39.772171, 39.774885, 39.776596)), list(c(-86.276025, -86.272499, -86.27054, -86.270624, -86.268204, -86.264945, -86.264958, -86.263351, -86.262923, -86.265818, -86.265808, 
-86.265868, -86.26502, -86.257981, -86.257932, -86.256204, -86.256174, -86.2401, -86.233068, -86.226004, -86.225599, -86.221102, -86.216379, -86.21138, -86.202057, -86.197546, -86.1975, -86.187478, -86.186906, -86.183917, -86.181078, -86.178236, -86.171374, -86.169769, -86.168901, -86.165075, -86.162344, -86.160748, -86.159529, -86.159598, -86.159736, -86.16219, -86.159827, -86.156128, -86.154312, -86.15393, -86.152576, -86.155482, -86.155446, -86.154328, -86.153041, -86.151733, -86.145805, -86.141625, 
-86.142339, -86.145897, -86.145913, -86.145931, -86.141939, -86.141688, -86.139465, -86.138542, -86.138433, -86.139674, -86.138759, -86.13816, -86.134175, -86.133375, -86.132687, -86.128701, -86.127544, -86.126897, -86.126999, -86.124711, -86.124402, -86.122211, -86.12053, -86.117476, -86.117465, -86.115793, -86.104307, -86.104869, -86.112732, -86.118605, -86.12019, -86.121965, -86.121969, -86.122358, -86.123453, -86.121925, -86.117371, -86.116107, -86.112645, -86.111933, -86.113115, -86.108357, 
-86.102869, -86.102771, -86.092595, -86.08667, -86.086045, -86.083792, -86.083781, -86.072722, -86.072801, -86.073781, -86.072749, -86.070459, -86.065007, -86.065094, -86.065105, -86.073828, -86.074525, -86.076894, -86.083932, -86.083984, -86.086798, -86.088715, -86.08868, -86.08858, -86.087546, -86.087241, -86.08482, -86.083987, -86.082544, -86.08237, -86.069972, -86.065252, -86.054875, -86.052192, -86.051032, -86.050923, -86.055658, -86.055535, -86.055055, -86.046064, -86.045951, -86.045862, -86.035908, 
-86.033535, -86.02702, -86.02635, -86.023296, -86.023344, -86.01966, -86.01902, -86.016174, -86.016104, -86.01008, -86.010118, -86.009521, -86.005235, -86.00507, -86.004741, -86.001075, -86.001374, -85.997449, -85.99749, -86.00018, -86.000196, -85.997071, -85.996205, -85.991236, -85.991208, -85.993775, -85.993732, -85.991176, -85.990446, -85.990737, -85.985263, -85.98551, -85.983222, -85.982822, -85.986484, -85.986712, -85.986307, -85.978771, -85.971997, -85.971907, -85.979568, -85.990941, -86.000155, 
-86.000414, -86.005098, -86.008695, -86.009838, -86.012814, -86.014608, -86.026866, -86.026806, -86.026743, -86.03003, -86.031066, -86.036173, -86.036251, -86.043439, -86.043514, -86.045823, -86.045847, -86.043394, -86.043492, -86.045889, -86.055251, -86.058042, -86.064781, -86.064701, -86.064655, -86.064582, -86.06454, -86.054553, -86.055088, -86.055024, -86.054961, -86.054907, -86.050029, -86.049945, -86.053, -86.057573, -86.057492, -86.055052, -86.054719, -86.054632, -86.052945, -86.051153, -86.049978, 
-86.049955, -86.049933, -86.054655, -86.054575, -86.062817, -86.062846, -86.063967, -86.063932, -86.070503, -86.082894, -86.082875, -86.082775, -86.082675, -86.082645, -86.082644, -86.088089, -86.090227, -86.092194, -86.092207, -86.098566, -86.101773, -86.101742, -86.111309, -86.111265, -86.120778, -86.126558, -86.126422, -86.129577, -86.130131, -86.130129, -86.130128, -86.130103, -86.130078, -86.121921, -86.117687, -86.120671, -86.120582, -86.123727, -86.126146, -86.126735, -86.126876, -86.127993, 
-86.128375, -86.130388, -86.1312, -86.135267, -86.135701, -86.135951, -86.137014, -86.139337, -86.140733, -86.142663, -86.149353, -86.150271, -86.15876, -86.177488, -86.189096, -86.189519, -86.189393, -86.190128, -86.191686, -86.196305, -86.196181, -86.196565, -86.196595, -86.199664, -86.200578, -86.201817, -86.206883, -86.20803, -86.207872, -86.208967, -86.212553, -86.213466, -86.216079, -86.216411, -86.218665, -86.220127, -86.219569, -86.221617, -86.21585, -86.216016, -86.216129, -86.219534, -86.220811, 
-86.219017, -86.216128, -86.216127, -86.221368, -86.223941, -86.225113, -86.225216, -86.225212, -86.228114, -86.230078, -86.234103, -86.234068, -86.225423, -86.225191, -86.225821, -86.22584, -86.225421, -86.225506, -86.225647, -86.232279, -86.232751, -86.232802, -86.232579, -86.23258, -86.23456, -86.235052, -86.235014, -86.235618, -86.237487, -86.239798, -86.239864, -86.241085, -86.25583, -86.260253, -86.260215, -86.260272, -86.260605, -86.270036, -86.270008, -86.275286, -86.275546, -86.275669, -86.275737, 
-86.275825, -86.275949, -86.276025, 39.834294, 39.8342, 39.834224, 39.836977, 39.837844, 39.837828, 39.838301, 39.838326, 39.83109, 39.831137, 39.830987, 39.830936, 39.830584, 39.830668, 39.825161, 39.825181, 39.823854, 39.82403, 39.824133, 39.823902, 39.823846, 39.823793, 39.823847, 39.823917, 39.823789, 39.824403, 39.824563, 39.824663, 39.827494, 39.831227, 39.832302, 39.833872, 39.844775, 39.846669, 39.847613, 39.850983, 39.853436, 39.854677, 39.855898, 39.86116, 39.862107, 39.862202, 39.868406, 
39.871131, 39.872238, 39.872655, 39.874486, 39.876943, 39.883083, 39.883079, 39.883092, 39.883141, 39.883197, 39.883295, 39.879614, 39.879702, 39.879508, 39.879298, 39.879093, 39.879062, 39.877986, 39.876851, 39.876289, 39.874299, 39.873846, 39.873536, 39.871632, 39.871216, 39.873193, 39.873271, 39.874082, 39.874222, 39.868659, 39.868682, 39.869696, 39.869865, 39.868678, 39.868686, 39.862356, 39.862353, 39.86235, 39.861904, 39.855045, 39.849801, 39.847628, 39.843569, 39.843893, 39.842937, 39.840229, 
39.840258, 39.84025, 39.841651, 39.841624, 39.841353, 39.840218, 39.840246, 39.840297, 39.832894, 39.832995, 39.833025, 39.834331, 39.834219, 39.833084, 39.833036, 39.836699, 39.839198, 39.840384, 39.840379, 39.840367, 39.845373, 39.845976, 39.845988, 39.847187, 39.847152, 39.847316, 39.847843, 39.847748, 39.849417, 39.851124, 39.852236, 39.851602, 39.851781, 39.851633, 39.851997, 39.852907, 39.855065, 39.855063, 39.85505, 39.855056, 39.855057, 39.854671, 39.847719, 39.847318, 39.840385, 39.840385, 
39.840397, 39.833058, 39.827336, 39.832204, 39.833324, 39.833244, 39.833017, 39.83327, 39.836228, 39.837992, 39.837993, 39.838025, 39.833325, 39.833361, 39.835677, 39.835696, 39.835757, 39.835701, 39.835939, 39.836856, 39.833489, 39.833554, 39.83578, 39.836421, 39.837651, 39.838619, 39.836868, 39.836699, 39.835235, 39.835266, 39.833612, 39.833653, 39.83366, 39.834939, 39.838182, 39.833707, 39.833732, 39.829893, 39.829869, 39.826339, 39.826344, 39.82643, 39.826525, 39.820309, 39.818855, 39.816704, 
39.814986, 39.8192, 39.819127, 39.81915, 39.818997, 39.819072, 39.818997, 39.818903, 39.816447, 39.811135, 39.811091, 39.811162, 39.811065, 39.818418, 39.81841, 39.820321, 39.820335, 39.822173, 39.822441, 39.825749, 39.825755, 39.825656, 39.825534, 39.825521, 39.818331, 39.810965, 39.805982, 39.803157, 39.805013, 39.80368, 39.800026, 39.79638, 39.794934, 39.794908, 39.792776, 39.789048, 39.789014, 39.781674, 39.781691, 39.78089, 39.775628, 39.774848, 39.773888, 39.773707, 39.771864, 39.76912, 39.768769, 
39.761171, 39.760964, 39.75767, 39.757914, 39.755449, 39.754695, 39.75428, 39.752839, 39.745679, 39.738345, 39.730562, 39.729803, 39.732589, 39.730144, 39.73142, 39.73414, 39.734342, 39.734284, 39.730736, 39.730625, 39.723281, 39.723151, 39.723087, 39.719418, 39.718779, 39.7191, 39.716302, 39.715721, 39.712026, 39.708337, 39.708464, 39.70622, 39.705054, 39.703875, 39.70441, 39.702969, 39.700219, 39.699386, 39.699472, 39.698957, 39.698544, 39.698714, 39.698438, 39.698078, 39.698713, 39.700851, 39.700815, 
39.704587, 39.708282, 39.720846, 39.722596, 39.722437, 39.722193, 39.721878, 39.721814, 39.720498, 39.719013, 39.718189, 39.717179, 39.721585, 39.721572, 39.737249, 39.738015, 39.739675, 39.744507, 39.748831, 39.750538, 39.751377, 39.753023, 39.754514, 39.756239, 39.75568, 39.760282, 39.762054, 39.762352, 39.762704, 39.765131, 39.765321, 39.767771, 39.770398, 39.770358, 39.770515, 39.771044, 39.771141, 39.772141, 39.771988, 39.772045, 39.773761, 39.77587, 39.77664, 39.776649, 39.776399, 39.776032, 
39.780226, 39.780358, 39.781032, 39.786996, 39.787605, 39.787615, 39.793018, 39.801965, 39.801831, 39.802209, 39.808473, 39.808479, 39.808938, 39.808896, 39.808888, 39.805027, 39.805053, 39.805008, 39.805022, 39.808682, 39.809242, 39.809153, 39.809078, 39.80977, 39.810778, 39.810776, 39.810677, 39.809263, 39.809278, 39.809315, 39.816123, 39.819844, 39.823561, 39.830773, 39.834294), c(-86.142511, -86.139472, -86.139474, -86.139498, -86.139542, -86.145402, -86.142511, 39.715367, 39.715416, 39.715615, 
39.718696, 39.722747, 39.722655, 39.715367), c(-86.040097, -86.036277, -86.036353, -86.040159, -86.040097, 39.820229, 39.82022, 39.825739, 39.825744, 39.820229), c(-86.004964, -86.004788, -86.004813, -86.004737, -86.000893, -86.001193, -86.002801, -86.002813, -86.002981, -86.003188, -86.003257, -86.005003, -86.004964, 39.831407, 39.830116, 39.829379, 39.826112, 39.82616, 39.827914, 39.829914, 39.83014, 39.830138, 39.830396, 39.83324, 39.833178, 39.831407)))"
