corp_id,corp_name,schl_id,schl_name,ela_prof_pct
3060,Carmel Clay Schools,3071,Clay Center Elementary School,0.677
3070,Noblesville Schools,2521,Noblesville East Middle School,0.547
3070,Noblesville Schools,2523,Hinkle Creek Elementary School,0.53
3070,Noblesville Schools,2529,North Elementary School,0.52
3070,Noblesville Schools,2533,Stony Creek Elementary School,0.562
3070,Noblesville Schools,2537,Noble Crossing Elementary School,0.585
3070,Noblesville Schools,2538,Hazel Dell Elementary School,0.618
3070,Noblesville Schools,2539,Promise Road Elementary,0.455
3070,Noblesville Schools,2542,Noblesville West Middle School,0.635
3070,Noblesville Schools,2547,White River Elementary School,0.478
3115,Southern Hancock Co Com Sch Corp,2543,New Palestine Intermediate School,0.508
3115,Southern Hancock Co Com Sch Corp,2563,Brandywine Elementary School,0.553
3115,Southern Hancock Co Com Sch Corp,2564,New Palestine Elementary School,0.615
3115,Southern Hancock Co Com Sch Corp,2566,New Palestine Jr High School,0.58
3115,Southern Hancock Co Com Sch Corp,2567,Sugar Creek Elementary Sch,0.537
3125,Greenfield-Central Com Schools,2577,Maxwell Intermediate School,0.408
3125,Greenfield-Central Com Schools,2579,Greenfield Central Junior High Sch,0.427
3125,Greenfield-Central Com Schools,2581,Eden Elementary School,0.622
3125,Greenfield-Central Com Schools,2588,JB Stephens Elementary School,0.376
3125,Greenfield-Central Com Schools,2593,Greenfield Intermediate School,0.342
3125,Greenfield-Central Com Schools,2597,Harris Elementary School,0.41
3125,Greenfield-Central Com Schools,2609,Weston Elementary School,0.287
3135,Mt Vernon Community School Corp,2558,Fortville Elementary School,0.488
3135,Mt Vernon Community School Corp,2559,Mt Vernon Middle School,0.428
3135,Mt Vernon Community School Corp,2561,Mt Comfort Elementary School,0.409
3135,Mt Vernon Community School Corp,2570,McCordsville Elementary School,0.427
3145,Eastern Hancock Co Com Sch Corp,2582,Eastern Hancock Middle School,0.326
3145,Eastern Hancock Co Com Sch Corp,2586,Eastern Hancock Elementary School,0.476
3160,Lanesville Community School Corp,2611,Lanesville Elementary School,0.47
3160,Lanesville Community School Corp,2613,Lanesville Jr-Sr HS,0.482
3180,North Harrison Com School Corp,2621,Morgan Elementary School,0.489
3180,North Harrison Com School Corp,2625,North Harrison Middle School,0.507
3180,North Harrison Com School Corp,2633,North Harrison Elementary School,0.378
3190,South Harrison Com Schools,2643,Corydon Central Jr High School,0.504
3190,South Harrison Com Schools,2645,Corydon Elementary School,0.39
3190,South Harrison Com Schools,2649,New Middletown Elementary School,0.429
3190,South Harrison Com Schools,2653,Heth-Washington Elementary School,0.361
3190,South Harrison Com Schools,2663,Corydon Intermediate School,0.529
3190,South Harrison Com Schools,2667,South Central Elementary,0.521
3190,South Harrison Com Schools,2670,South Central Jr & Sr High School,0.467
3295,North West Hendricks Schools,2682,Tri-West Middle School,0.636
3295,North West Hendricks Schools,2685,North Salem Elementary School,0.703
3295,North West Hendricks Schools,2725,Pittsboro Elementary School,0.692
3305,Brownsburg Community School Corp,2706,Brown Elementary School,0.713
3305,Brownsburg Community School Corp,2711,Eagle Elementary School,0.745
3305,Brownsburg Community School Corp,2713,Brownsburg West Middle School,0.682
3305,Brownsburg Community School Corp,2714,Reagan Elementary School,0.696
3305,Brownsburg Community School Corp,2718,Delaware Trail Elementary School,0.702
3305,Brownsburg Community School Corp,2720,Brownsburg East Middle School,0.714
3305,Brownsburg Community School Corp,2723,White Lick Elementary School,0.723
3305,Brownsburg Community School Corp,2727,Cardinal Elementary School,0.66
3305,Brownsburg Community School Corp,2744,Lincoln Elementary School,0.672
3315,Avon Community School Corp,2726,River Birch Elementary School,0.607
3315,Avon Community School Corp,2728,Avon Intermediate School East,0.451
3315,Avon Community School Corp,2729,Avon Intermediate School West,0.467
3315,Avon Community School Corp,2730,Avon Middle School North,0.592
3315,Avon Community School Corp,2733,Maple Elementary School,0.49
3315,Avon Community School Corp,2735,Sycamore Elementary School,0.493
3315,Avon Community School Corp,2736,Avon Middle School South,0.566
3315,Avon Community School Corp,2738,Cedar Elementary School,0.462
3315,Avon Community School Corp,2739,Pine Tree Elementary School,0.503
3315,Avon Community School Corp,2740,Hickory Elementary School,0.569
3325,Danville Community School Corp,2743,Danville Middle School,0.536
3325,Danville Community School Corp,2745,South Elementary School,0.5
3330,Plainfield Community School Corp,2748,Clarks Creek Elementary,0.392
3330,Plainfield Community School Corp,2750,Plainfield Community Middle School,0.626
3330,Plainfield Community School Corp,2751,Central Elementary School,0.63
3330,Plainfield Community School Corp,2761,Van Buren Elementary School,0.588
3330,Plainfield Community School Corp,2763,Brentwood Elementary School,0.538
3330,Plainfield Community School Corp,3331,Pride Academy,NA
3330,Plainfield Community School Corp,3338,Guilford Elementary,0.625
3335,Mill Creek Community Sch Corp,2675,Mill Creek East Elementary,0.4
3335,Mill Creek Community Sch Corp,2677,Mill Creek West Elementary,0.43
3335,Mill Creek Community Sch Corp,2687,Cascade Middle School,0.556
3405,Blue River Valley Schools,2801,Blue River Valley Jr-Sr High Sch,0.252
3405,Blue River Valley Schools,2803,Blue River Valley Elementary Sch,0.333
3415,South Henry School Corp,2773,Tri Junior-Senior High School,0.253
3415,South Henry School Corp,2777,Tri Elementary School,0.262
3435,Shenandoah School Corporation,2815,Shenandoah Elementary School,0.441
3435,Shenandoah School Corporation,2819,Shenandoah Middle School,0.471
3445,New Castle Community School Corp,2829,New Castle Middle School,0.282
3445,New Castle Community School Corp,2832,Eastwood Elementary School,0.198
3445,New Castle Community School Corp,2847,Parker Elementary School,0.3
3445,New Castle Community School Corp,2849,James Whitcomb Riley Elem School,0.513
3445,New Castle Community School Corp,2853,Sunnyside Elementary School,0.1
3445,New Castle Community School Corp,2861,Westwood Elementary School,0.432
3445,New Castle Community School Corp,2865,Wilbur Wright Elementary School,0.425
3455,C A Beard Memorial School Corp,2870,Knightstown Intermediate School,0.373
3455,C A Beard Memorial School Corp,2887,Knightstown Elementary School,0.373
3460,Taylor Community School Corp,2895,Taylor Elementary School,0.225
3460,Taylor Community School Corp,2896,Taylor Middle School,0.251
3470,Northwestern School Corp,2904,Northwestern Elementary School,0.504
3470,Northwestern School Corp,2905,Howard Elementary School,0.297
3470,Northwestern School Corp,2907,Northwestern Middle School,0.446
3480,Eastern Howard School Corporation,2909,Eastern Elementary School,0.381
3480,Eastern Howard School Corporation,2914,Eastern Middle School,0.423
3480,Eastern Howard School Corporation,2919,Eastern High School,0.391
3490,Western School Corporation,2922,Western Middle School,0.535
3490,Western School Corporation,2923,Western Intermediate School,0.511
3500,Kokomo School Corporation,2943,Sycamore Elementary School,0.276
3500,Kokomo School Corporation,2947,Boulevard Elementary School,0.344
3500,Kokomo School Corporation,2951,Bon Air Middle School,0.187
3500,Kokomo School Corporation,2955,Central Middle School,0.372
3500,Kokomo School Corporation,2961,Elwood Haynes Elementary School,0.155
3500,Kokomo School Corporation,2963,Maple Crest Middle School,0.215
3500,Kokomo School Corporation,2969,Lafayette Park Elementary School,0.269
3500,Kokomo School Corporation,2993,Pettit Park School,0.12
3500,Kokomo School Corporation,3005,Wallace Elementary School,0.43
3625,Huntington Co Com Sch Corp,3021,Andrews Elementary School,0.373
3625,Huntington Co Com Sch Corp,3025,Riverview School,0.407
3625,Huntington Co Com Sch Corp,3029,Roanoke Elementary School,0.402
3625,Huntington Co Com Sch Corp,3035,Salamonie Elementary School,0.483
3625,Huntington Co Com Sch Corp,3061,Crestview Middle School,0.352
3625,Huntington Co Com Sch Corp,3077,Flint Springs Elementary,0.407
3625,Huntington Co Com Sch Corp,3081,Lincoln Elementary School,0.229
3625,Huntington Co Com Sch Corp,3086,Horace Mann Elementary,0.283
3640,Medora Community School Corp,3093,Medora Jr & Sr High School,0.25
3640,Medora Community School Corp,3095,Medora STEM Academy,0.324
3675,Seymour Community Schools,3105,Cortland Elementary School,0.465
3675,Seymour Community Schools,3135,Margaret R Brown Elementary School,0.145
3675,Seymour Community Schools,3138,Seymour Middle School,0.311
3675,Seymour Community Schools,3141,Emerson Elementary School,0.503
3675,Seymour Community Schools,3153,Seymour-Jackson Elementary School,0.175
3675,Seymour Community Schools,3157,Seymour-Redding Elementary School,0.305
3695,Brownstown Cnt Com Sch Corp,3107,Brownstown Central Middle School,0.428
3695,Brownstown Cnt Com Sch Corp,3129,Brownstown Elementary School,0.361
3710,Crothersville Community Schools,3121,Crothersville Jr-Sr High School,0.1
3710,Crothersville Community Schools,3122,Crothersville Elementary School,0.17
3785,Kankakee Valley School Corp,3183,Kankakee Valley Middle School,0.451
3785,Kankakee Valley School Corp,3184,DeMotte Elementary School,0.456
3785,Kankakee Valley School Corp,3197,Wheatfield Elementary School,0.505
3785,Kankakee Valley School Corp,3198,Kankakee Valley Intermediate Sch,0.509
3815,Rensselaer Central School Corp,3205,Van Rensselaer Elementary School,0.586
3815,Rensselaer Central School Corp,3221,Rensselaer Middle School,0.458
3945,Jay School Corporation,3239,Jay County Jr/Sr High School,0.373
3945,Jay School Corporation,3241,Bloomfield Elementary School,0.41
3945,Jay School Corporation,3247,Redkey Elementary School,0.392
3945,Jay School Corporation,3273,East Jay Elementary,0.378
3945,Jay School Corporation,3289,West Jay Elementary,0.387
3995,Madison Consolidated Schools,3301,Deputy Elementary School,0.536
3995,Madison Consolidated Schools,3313,Madison Consolidated Jr High Sch,0.451
3995,Madison Consolidated Schools,3321,Rykers' Ridge Elementary School,0.458
3995,Madison Consolidated Schools,3329,Lydia Middleton Elementary School,0.53
3995,Madison Consolidated Schools,3333,Anderson Elementary School,0.206
4000,Southwestern-Jefferson Co Con,3341,Southwestern Elementary School,0.424
4000,Southwestern-Jefferson Co Con,3343,Southwestern Middle School,0.291
4015,Jennings County School Corporation,3349,Sand Creek Elementary School,0.254
4015,Jennings County School Corporation,3357,Scipio Elementary School,0.324
4015,Jennings County School Corporation,3361,Graham Creek Elementary School,0.483
4015,Jennings County School Corporation,3385,Hayden Elementary School,0.373
4015,Jennings County School Corporation,3389,Brush Creek Elementary School,0.311
4015,Jennings County School Corporation,3393,Jennings County Middle School,0.298
4015,Jennings County School Corporation,3397,North Vernon Elementary School,0.323
4145,Clark-Pleasant Community Sch Corp,3401,Clark Elementary School,0.486
4145,Clark-Pleasant Community Sch Corp,3422,Grassy Creek Elementary School,0.517
4145,Clark-Pleasant Community Sch Corp,3425,Whiteland Elementary School,0.523
4145,Clark-Pleasant Community Sch Corp,3427,Clark Pleasant Middle School,0.502
4145,Clark-Pleasant Community Sch Corp,3429,Break-O-Day Elementary School,0.5
4145,Clark-Pleasant Community Sch Corp,3430,Pleasant Crossing Elementary,0.522
4145,Clark-Pleasant Community Sch Corp,4172,Ray Crowe Elementary,0.395
4205,Center Grove Community School Corp,3434,Sugar Grove Elementary School,0.574
4205,Center Grove Community School Corp,3435,Center Grove Elementary School,0.629
4205,Center Grove Community School Corp,3437,Center Grove High School,NA
4205,Center Grove Community School Corp,3438,Walnut Grove Elementary School,0.606
4205,Center Grove Community School Corp,3439,Maple Grove Elementary School,0.665
4205,Center Grove Community School Corp,3440,North Grove Elementary School,0.559
4205,Center Grove Community School Corp,3441,Center Grove Middle School Central,0.586
4205,Center Grove Community School Corp,3443,Center Grove Middle School North,0.525
4205,Center Grove Community School Corp,3444,Pleasant Grove Elementary School,0.61
4215,Edinburgh Community School Corp,3449,Edinburgh Comm Middle School,0.296
4215,Edinburgh Community School Corp,3452,East Side Elementary School,0.267
4225,Franklin Community School Corp,3413,Needham Elementary School,0.364
4225,Franklin Community School Corp,3433,Union Elementary School,0.556
4225,Franklin Community School Corp,3457,Franklin Community Middle School,0.466
4225,Franklin Community School Corp,3458,Custer Baker Intermediate School,0.44
4225,Franklin Community School Corp,3461,Northwood Elementary School,0.418
4225,Franklin Community School Corp,3465,Webb Elementary School,0.513
4225,Franklin Community School Corp,3467,Creekside Elementary School,0.49
4245,Greenwood Community Sch Corp,3475,Greenwood Middle School,0.525
4245,Greenwood Community Sch Corp,3477,Greenwood Northeast Elementary Sch,0.378
4245,Greenwood Community Sch Corp,3479,Westwood Elementary School,0.542
4245,Greenwood Community Sch Corp,3481,V O Isom Central Elem School,0.365
4245,Greenwood Community Sch Corp,3483,Southwest Elementary School,0.465
4255,Nineveh-Hensley-Jackson United,3411,Indian Creek Intermediate School,0.404
4255,Nineveh-Hensley-Jackson United,3418,Indian Creek Middle School,0.417
4315,North Knox School Corp,3537,North Knox Jr-Sr High School,0.345
4315,North Knox School Corp,3545,North Knox Intermediate,0.436
4325,South Knox School Corp,3489,South Knox Elementary School,0.403
4325,South Knox School Corp,3490,South Knox Middle-High School,0.416
4335,Vincennes Community School Corp,3509,Benjamin Franklin Elementary Sch,0.478
4335,Vincennes Community School Corp,3557,George Rogers Clark School,0.364
4335,Vincennes Community School Corp,3573,James Whitcomb Riley Elem Sch,0.244
4335,Vincennes Community School Corp,3577,Tecumseh-Harrison Elementary Sch,0.228
4335,Vincennes Community School Corp,3581,Francis Vigo Elementary School,0.214
4335,Vincennes Community School Corp,4319,Washington Learning Academy,0.05
4345,Wawasee Community School Corp,3625,North Webster Elementary School,0.451
4345,Wawasee Community School Corp,3630,Wawasee Middle School,0.376
4345,Wawasee Community School Corp,3635,Milford Elementary School,0.352
4345,Wawasee Community School Corp,3637,Syracuse Elementary School,0.418
4415,Warsaw Community Schools,3589,Claypool Elementary School,0.34
4415,Warsaw Community Schools,3607,Lakeview Middle School,0.371
4415,Warsaw Community Schools,3608,Eisenhower Elementary School,0.574
4415,Warsaw Community Schools,3610,Harrison Elementary School,0.451
4415,Warsaw Community Schools,3613,Leesburg Elementary School,0.365
4415,Warsaw Community Schools,3653,Edgewood Middle School,0.512
4415,Warsaw Community Schools,3661,Jefferson Elementary School,0.345
4415,Warsaw Community Schools,3665,Lincoln Elementary School,0.435
4415,Warsaw Community Schools,3673,Madison Elementary School,0.466
4415,Warsaw Community Schools,3677,Washington Elementary School,0.364
4445,Tippecanoe Valley School Corp,2139,Akron Elementary School,0.426
4445,Tippecanoe Valley School Corp,3603,Mentone Elementary School,0.351
4445,Tippecanoe Valley School Corp,3619,Tippecanoe Valley Middle School,0.283
4455,Whitko Community School Corp,3642,Pierceton Elementary School,0.235
4455,Whitko Community School Corp,9173,South Whitley Elementary School,0.444
4455,Whitko Community School Corp,9191,Whitko Jr/Sr High School,0.27
4515,Prairie Heights Community Sch Corp,3686,Prairie Heights Elementary School,0.408
4515,Prairie Heights Community Sch Corp,3688,Prairie Heights Middle School,0.44
4525,Westview School Corporation,3697,Westview Jr-Sr High School,0.472
4525,Westview School Corporation,3698,Topeka Elementary School,0.435
4525,Westview School Corporation,3702,Westview Elementary School,0.504
4525,Westview School Corporation,3704,Meadowview Elementary School,0.597
4525,Westview School Corporation,3714,Shipshewana-Scott Elementary Sch,0.543
4535,Lakeland School Corporation,3730,Lakeland Jr/Sr High School,0.279
4535,Lakeland School Corporation,3739,Lakeland Intermediate School,0.27
4570,NW Indiana Special Education Coop,4287,Eagle Park Community School,0
4580,Hanover Community School Corp,3780,Red Cedars Elementary,0.549
4580,Hanover Community School Corp,3784,Hanover Central Middle School,0.433
4590,River Forest Community Sch Corp,3797,Henry S Evans Elementary School,0.288
4590,River Forest Community Sch Corp,3801,River Forest Middle School,0.222
4590,River Forest Community Sch Corp,3805,John I Meister Elementary School,0.337
4600,Merrillville Community School Corp,3811,Pierce Middle School,0.317
4600,Merrillville Community School Corp,3813,Merrillville Intermediate School,0.348
4600,Merrillville Community School Corp,3821,Henry P Fieler Elementary School,0.101
4600,Merrillville Community School Corp,3822,Homer Iddings Elementary School,0.22
4600,Merrillville Community School Corp,3826,Edgar L Miller Elementary School,0.188
4600,Merrillville Community School Corp,3827,John Wood Elementary School,0.364
4600,Merrillville Community School Corp,3829,Jonas E Salk Elementary School,0.362
4615,Lake Central School Corporation,3831,Michael Grimmer Middle School,0.508
4615,Lake Central School Corporation,3837,Kolling Elementary School,0.531
4615,Lake Central School Corporation,3838,Hal E Clark Middle School,0.543
4615,Lake Central School Corporation,3839,George Bibich Elementary School,0.652
4615,Lake Central School Corporation,3840,James H Watson Elementary School,0.534
4615,Lake Central School Corporation,3841,Kahler Middle School,0.451
4615,Lake Central School Corporation,3843,Protsman Elementary School,0.561
4615,Lake Central School Corporation,4349,Homan Elementary School,0.571
4615,Lake Central School Corporation,4351,Peifer Elementary School,0.462
4645,Tri-Creek School Corporation,3753,Oak Hill Elementary School,0.522
4645,Tri-Creek School Corporation,3845,Lake Prairie Elementary School,0.577
4645,Tri-Creek School Corporation,3848,Three Creeks Elem School,0.467
4645,Tri-Creek School Corporation,3851,Lowell Middle School,0.553
4650,Lake Ridge New Tech Schools,3885,Longfellow New Tech Elementary Sch,0.122
4650,Lake Ridge New Tech Schools,3893,Lake Ridge New Tech Middle School,0.176
4660,Crown Point Community School Corp,3761,Robert Taft Middle School,0.578
4660,Crown Point Community School Corp,3769,Douglas MacArthur Elem School,0.57
4660,Crown Point Community School Corp,3773,Dwight D Eisenhower Elem School,0.403
4660,Crown Point Community School Corp,3903,Lake Street Elementary School,0.542
4660,Crown Point Community School Corp,3905,Solon Robinson Elementary School,0.551
4660,Crown Point Community School Corp,3907,Jerry Ross Elementary School,0.552
4660,Crown Point Community School Corp,3913,Timothy Ball Elementary School,0.497
4660,Crown Point Community School Corp,3915,Colonel John Wheeler Middle School,0.432
4670,School City of East Chicago,3941,Benjamin Harrison Elementary Sch,0.119
4670,School City of East Chicago,3945,Abraham Lincoln Elementary School,0.087
4670,School City of East Chicago,3953,William McKinley Elementary School,0.145
4670,School City of East Chicago,3961,George Washington Elementary Sch,0.141
4670,School City of East Chicago,3963,Joseph Block Middle School,0.17
4680,Lake Station Community Schools,3965,Thomas A Edison Jr-Sr HS,0.18
4680,Lake Station Community Schools,3973,Alexander Hamilton Elementary Sch,0.304
4680,Lake Station Community Schools,3975,Virgil I Bailey Elementary School,0.171
4690,Gary Community School Corp,4053,Banneker Elementary at Marquette,0.159
4690,Gary Community School Corp,4061,Beveridge Elementary School,0.064
4690,Gary Community School Corp,4068,Gary Virtual Academy,0.033
4690,Gary Community School Corp,4086,Frankie Woods McCullough Academy,0.077
4690,Gary Community School Corp,4105,Bailly Middle School,0.116
4690,Gary Community School Corp,4155,Glen Park Acad for Excel in Lrn,0.082
4690,Gary Community School Corp,4169,Daniel Hale Williams Elem Sch,0.09
4690,Gary Community School Corp,4178,Gary Middle School,0.09
4700,Griffith Public Schools,4171,Beiriger Elementary School,0.418
4700,Griffith Public Schools,4173,Griffth Jr/Sr High School,0.384
4710,School City of Hammond,4422,Joseph Hess Elementary School,0.176
4710,School City of Hammond,4425,Henry W Eggers Middle School,0.151
4710,School City of Hammond,4433,Charles N Scott Middle School,0.146
4710,School City of Hammond,4449,Thomas A Edison Elementary School,0.17
4710,School City of Hammond,4451,Benjamin Franklin Elementary Sch,0.235
4710,School City of Hammond,4453,Warren G Harding Elementary School,0.248
4710,School City of Hammond,4455,Washington Irving Elementary Sch,0.106
4710,School City of Hammond,4457,Thomas Jefferson Elementary School,0.24
4710,School City of Hammond,4459,Kenwood Elementary School,0.159
4710,School City of Hammond,4463,Abraham Lincoln Elementary School,0.227
4710,School City of Hammond,4465,Annie Burns-Hicks Elementary School,0.085
4710,School City of Hammond,4469,Morton Elementary School,0.142
4710,School City of Hammond,4479,Lew Wallace Elementary School,0.183
4710,School City of Hammond,4484,Frank O'Bannon Elementary School,0.149
4720,School Town of Highland,4283,Highland Middle School,0.435
4720,School Town of Highland,4285,Judith Morton Johnston Elementary,0.407
4720,School Town of Highland,4290,Mildred Merkley Elementary School,0.409
4720,School Town of Highland,4301,Southridge Elementary School,0.414
4720,School Town of Highland,4303,Allen J Warren Elementary School,0.46
4730,School City of Hobart,4309,Hobart Middle School,0.432
4730,School City of Hobart,4317,Liberty Elementary School,0.478
4730,School City of Hobart,4325,Veterans Elementary School at Mundell,0.383
4730,School City of Hobart,4327,Joan Martin Elementary School,0.482
4740,School Town of Munster,4333,Wilbur Wright Middle School,0.626
4740,School Town of Munster,4337,James B Eads Elementary School,0.57
4740,School Town of Munster,4341,Ernest R Elliott Elementary School,0.668
4740,School Town of Munster,4343,Frank H Hammond Elementary School,0.657
4760,School City of Whiting,4356,Whiting Middle School,0.389
4760,School City of Whiting,4361,Nathan Hale Elementary School,0.513
4805,New Prairie United School Corp,4679,Prairie View Elementary School,0.598
4805,New Prairie United School Corp,4693,Rolling Prairie Elementary School,0.515
4805,New Prairie United School Corp,7345,New Prairie Middle School,0.493
4805,New Prairie United School Corp,7349,Olive Township Elementary School,0.582
4860,MSD of New Durham Township,4699,Westville Elementary School,0.406
4860,MSD of New Durham Township,4701,Westville High School,0.581
4915,Tri-Township Cons School Corp,4692,Tri-Township Jr.-Sr. High School,0.184
4915,Tri-Township Cons School Corp,4696,Tri-Township Elementary School,0.39
4925,Michigan City Area Schools,4373,Coolspring Elementary School,0.299
4925,Michigan City Area Schools,4713,Springfield Elementary School,0.323
4925,Michigan City Area Schools,4788,Martin T Krueger Middle School,0.241
4925,Michigan City Area Schools,4789,Barker Middle School,0.245
4925,Michigan City Area Schools,4805,Edgewood Elementary School,0.212
4925,Michigan City Area Schools,4811,Lake Hills Elementary School,0.156
4925,Michigan City Area Schools,4821,Joy Elementary School,0.275
4925,Michigan City Area Schools,4825,Knapp Elementary School,0.417
4925,Michigan City Area Schools,4833,Marsh Elementary School,0.346
4925,Michigan City Area Schools,6829,Pine Elementary School,0.184
4940,South Central Com School Corp,4734,South Central Elementary School,0.585
4940,South Central Com School Corp,4737,South Central Jr-Sr High School,0.363
4945,LaPorte Community School Corp,4707,Indian Trail Elementary School,0.218
4945,LaPorte Community School Corp,4717,Kesling Intermediate School,0.463
4945,LaPorte Community School Corp,4721,Kingsford Heights Elementary Sch,0.418
4945,LaPorte Community School Corp,4727,Kingsbury Elementary School,0.379
4945,LaPorte Community School Corp,4742,LaPorte Middle School,0.358
4945,LaPorte Community School Corp,4749,Hailmann Elementary School,0.418
4945,LaPorte Community School Corp,4753,F Willard Crichfield Elementary,0.535
4945,LaPorte Community School Corp,4757,Lincoln Elementary School,0.387
4945,LaPorte Community School Corp,4767,Riley Elementary School,0.349
4945,LaPorte Community School Corp,4773,Handley Elementary School,0.351
5075,North Lawrence Com Schools,4864,Needmore Elementary School,0.41
5075,North Lawrence Com Schools,4885,Oolitic School,0.308
5075,North Lawrence Com Schools,4889,Shawswick Elementary School,0.378
5075,North Lawrence Com Schools,4905,Bedford Middle School,0.339
5075,North Lawrence Com Schools,4909,Lincoln Elementary School,0.309
5075,North Lawrence Com Schools,4932,Parkview Elementary School,0.391
5085,Mitchell Community Schools,4861,Burris Elementary School,0.286
5085,Mitchell Community Schools,4924,Mitchell Jr High School,0.314
5245,Frankton-Lapel Community Schools,5005,Frankton Jr-Sr High School,0.467
5245,Frankton-Lapel Community Schools,5009,Frankton Elementary School,0.317
5245,Frankton-Lapel Community Schools,5012,Lapel Middle School,0.281
5245,Frankton-Lapel Community Schools,5025,Lapel Elementary School,0.462
5255,South Madison Com Sch Corp,4935,East Elementary School,0.45
5255,South Madison Com Sch Corp,5057,Pendleton Heights Middle School,0.425
5255,South Madison Com Sch Corp,5061,Pendleton Elementary School,0.549
5255,South Madison Com Sch Corp,5064,Maple Ridge Elementary School,0.442
5265,Alexandria Community School Corp,5041,Alexandria-Monroe High School,0.294
5265,Alexandria Community School Corp,5065,Alexandria Monroe Elementary School,0.389
5275,Anderson Community School Corp,4906,COMPASS Alternative School,0
5275,Anderson Community School Corp,4953,Edgewood Elementary School,0.221
5275,Anderson Community School Corp,4967,Anderson Intermediate School,0.154
5275,Anderson Community School Corp,4977,Tenth Street Elementary School,0.127
5275,Anderson Community School Corp,5033,Valley Grove Elementary School,0.15
5275,Anderson Community School Corp,5076,Highland Middle School,0.198
5275,Anderson Community School Corp,5102,Eastside Elementary School,0.298
5275,Anderson Community School Corp,5142,Anderson Elementary School,0.111
5275,Anderson Community School Corp,5146,Erskine Elementary School,0.184
5280,Elwood Community School Corp,5149,Elwood Jr-Sr High School,0.218
5280,Elwood Community School Corp,5151,Elwood Intermediate School,0.206
5300,MSD Decatur Township,5178,Gold Academy,0.209
5300,MSD Decatur Township,5179,Blue Academy,0.289
5300,MSD Decatur Township,5181,Decatur Middle School,0.253
5300,MSD Decatur Township,5185,Stephen Decatur Elementary School,0.214
5300,MSD Decatur Township,5187,Valley Mills Elementary School,0.253
5300,MSD Decatur Township,5189,West Newton Elementary School,0.315
5300,MSD Decatur Township,5192,Lynwood Elementary,0.136
5310,Franklin Township Com Sch Corp,5194,South Creek Elementary,0.569
5310,Franklin Township Com Sch Corp,5195,Franklin Central Junior High,0.43
5310,Franklin Township Com Sch Corp,5198,Thompson Crossing Elementary Sch,0.311
5310,Franklin Township Com Sch Corp,5200,Mary Adams Elementary School,0.476
5310,Franklin Township Com Sch Corp,5201,Acton Elementary School,0.459
5310,Franklin Township Com Sch Corp,5202,Arlington Elementary School,0.347
5310,Franklin Township Com Sch Corp,5205,Bunker Hill Elementary School,0.38
5310,Franklin Township Com Sch Corp,5207,Lillie Idella Kitley Intermediate,0.457
5310,Franklin Township Com Sch Corp,5210,Edgewood Intermediate School,0.407
5330,MSD Lawrence Township,5277,Belzer Middle School,0.184
5330,MSD Lawrence Township,5281,Brook Park Elementary School,0.063
5330,MSD Lawrence Township,5283,Mary Evelyn Castle Elementary Sch,0.357
5330,MSD Lawrence Township,5285,Crestview Elementary School,0.299
5330,MSD Lawrence Township,5287,Amy Beverland Elementary,0.486
5330,MSD Lawrence Township,5289,Harrison Hill Elementary School,0.104
5330,MSD Lawrence Township,5291,Fall Creek Valley Middle School,0.327
5330,MSD Lawrence Township,5293,Indian Creek Elementary School,0.178
5330,MSD Lawrence Township,5294,Forest Glen Elementary School,0.633
5330,MSD Lawrence Township,5295,Winding Ridge Elementary School,0.128
5330,MSD Lawrence Township,5296,Oaklandon Elementary School,0.274
5330,MSD Lawrence Township,5298,Skiles Test Elementary School,0.143
5330,MSD Lawrence Township,5299,Sunnyside Elementary School,0.207
5340,Perry Township Schools,5310,Southport 6th Grade Academy,0.4
5340,Perry Township Schools,5312,Perry Meridian 6th Grade Academy,0.508
5340,Perry Township Schools,5315,Southport Middle School,0.369
5340,Perry Township Schools,5319,Perry Meridian Middle School,0.483
5340,Perry Township Schools,5321,William Henry Burkhart Elementary,0.456
5340,Perry Township Schools,5322,Mary Bryan Elementary School,0.41
5340,Perry Township Schools,5325,Clinton Young Elementary School,0.167
5340,Perry Township Schools,5333,Glenns Valley Elementary School,0.315
5340,Perry Township Schools,5337,Abraham Lincoln Elementary School,0.262
5340,Perry Township Schools,5338,Douglas MacArthur Elementary Sch,0.458
5340,Perry Township Schools,5345,Homecroft Elementary School,0.381
5340,Perry Township Schools,5347,Southport Elementary School,0.422
5340,Perry Township Schools,5351,Winchester Village Elementary,0.208
5340,Perry Township Schools,5366,Jeremiah Gray Elementary School,0.382
5340,Perry Township Schools,5372,Rosa Parks Elementary School,0.5
5350,MSD Pike Township,5349,Fishback Creek Public Academy,0.491
5350,MSD Pike Township,5352,Deer Run Elementary,0.169
5350,MSD Pike Township,5354,College Park Elementary School,0.201
5350,MSD Pike Township,5355,Lincoln Middle School,0.159
5350,MSD Pike Township,5356,Guion Creek Middle School,0.19
5350,MSD Pike Township,5357,Central Elementary School,0.121
5350,MSD Pike Township,5358,Eagle Creek Elementary School,0.339
5350,MSD Pike Township,5359,Eastbrook Elementary School,0.171
5350,MSD Pike Township,5360,Guion Creek Elementary School,0.287
5350,MSD Pike Township,5363,Snacks Crossing Elementary School,0.1
5350,MSD Pike Township,5378,New Augusta Public Academy - South,0.249
5350,MSD Pike Township,5380,New Augusta Public Academy - North,0.293
